courseId,aliasTerm,canonicalDisplayTerm,classification,explanation,source
course_204_le_concept_de_monde_multipolaire,nové,Hedvábné stezky (nové),concept,"Rozsáhlý infrastrukturní a investiční projekt zahájený Čínou v roce 2013 s cílem propojit Asii, Evropu a Afriku a posílit její globální geopolitickou váhu.",short_form
course_206_le_canal_de_suez_pourquoi_il_est_strateg,Ever Given,Ever Given (březen 2021),evenementConnexe,"400metrová kontejnerová loď, která 6 dní najela na mělčinu přes kanál a zablokovala 400 lodí. Světovou ekonomiku to stálo 400 milionů dolarů za hodinu, což dokonale ilustruje strategický význam kanálu v globálních řetězcích.",short_form
course_208_l_onu_puissante_ou_impuissante,Zodpovědnost chránit,Zodpovědnost chránit (R2P),concept,"Princip přijatý OSN v roce 2005: mezinárodní společenství může zasáhnout v suverénním státě, aby chránilo civilisty v nebezpečí. Byl vyvinut v 90. letech 20. století po nečinnosti ve Rwandě a Bosně a jeho aplikace zůstává velmi selektivní.",short_form
course_213_l_evasion_fiscale_des_multinationales,holandský sendvič,"""Dvojitý irský"" (holandský sendvič)",concept,"Daňová struktura využívající irské a nizozemské dceřiné společnosti k převodu práv duševního vlastnictví na Bermudy. Apple, Google a Facebook jej využívaly až do jeho vyřazení (2020), přičemž platili efektivní sazby nižší než 2 %.",short_form
course_215_les_inegalites_nord_sud,Milanovic,"""Sloní křivka"" (Milanovic)",concept,"Graf ekonoma Milanoviče: Mezi lety 1988 a 2008 nejvíce pokročila asijská střední třída a světoví ultrabohatí, zatímco dělnická třída v bohatých zemích stagnovala. Tato křivka částečně vysvětluje vzestup západního populismu.",short_form
course_215_les_inegalites_nord_sud,"""Sloní křivka""","""Sloní křivka"" (Milanovic)",concept,"Graf ekonoma Milanoviče: Mezi lety 1988 a 2008 nejvíce pokročila asijská střední třída a světoví ultrabohatí, zatímco dělnická třída v bohatých zemích stagnovala. Tato křivka částečně vysvětluje vzestup západního populismu.",short_form
course_216_la_dette_mondiale,Moderní monetární teorie,Moderní monetární teorie (MMT),concept,"Přístup, který říká, že stát, který si půjčuje ve své vlastní měně (Spojené státy americké, Japonsko), nemůže technicky zkrachovat – vždy může vytvářet peníze. Jediným rizikem je inflace. Ospravedlňuje značné deficity, dokud zůstane inflace pod kontrolou.",short_form
course_218_le_role_des_donnees_le_petrole_du_xxie_s,Kapitalismus dohledu,Kapitalismus dohledu (Zuboff),concept,"Koncept od Shoshany Zuboff: GAFAM vytvořil model založený na zachycení lidského chování, aby je prodal jako předpovědi inzerentům. Lidé se stávají „surovinou“ neviditelného ekonomického trhu.",short_form
course_218_le_role_des_donnees_le_petrole_du_xxie_s,dozorový kapitalismus,dozorový kapitalismus (Zuboff),concept,"Koncept od Shoshany Zuboff: GAFAM vytvořil model založený na zachycení lidského chování, aby je prodal jako předpovědi inzerentům. Lidé se stávají „surovinou“ neviditelného ekonomického trhu.",short_form
course_221_le_trou_de_la_couche_d_ozone_et_sa_gueri,oxid uhličitý,oxid uhličitý (CO₂),concept,"Plyn přirozeně přítomný v atmosféře, ale jehož přebytek spojený s lidskou činností je hlavním motorem současného globálního oteplování.",short_form
course_223_l_economie_circulaire,"redukovat, znovu použít, recyklovat","Pravidlo 3R (redukovat, znovu použít, recyklovat)",concept,"Hierarchie nakládání s odpady v pořadí priority. Nejprve snižte spotřebu, poté znovu použijte stávající produkty a nakonec jako poslední možnost recyklujte. Zásadní je pořadí: recyklace spotřebuje hodně energie a neřeší nadspotřebu.",short_form
course_223_l_economie_circulaire,"snížit, znovu použít, recyklovat","Pravidlo 3R (snížit, znovu použít, recyklovat)",concept,"Hierarchie nakládání s odpady v pořadí priority. Nejprve snižte spotřebu, poté znovu použijte stávající produkty a nakonec jako poslední možnost recyklujte. Zásadní je pořadí: recyklace spotřebuje hodně energie a neřeší nadspotřebu.",short_form
course_226_l_ia_et_l_emploi,Luddisté ​​,Luddisté ​​(1811-1816),concept,"Angličtí tkalci, kteří ničili mechanické tkalcovské stroje. Často karikovaní jako anti-pokrok, ve skutečnosti protestovali proti zhoršování jejich pracovních podmínek a mezd způsobené mechanizací bez sociální ochrany.",short_form
course_226_l_ia_et_l_emploi,1811–1816,Luddisté ​​(1811–1816),concept,"Angličtí tkalci, kteří ničili mechanické tkalcovské stroje. Často karikovaní jako anti-pokrok, ve skutečnosti protestovali proti zhoršování jejich pracovních podmínek a mezd způsobené mechanizací bez sociální ochrany.",short_form
course_226_l_ia_et_l_emploi,univerzální základní příjem,univerzální základní příjem (UBI),concept,"Pravidelné vyplácení pevné částky všem občanům bez podmínek. Viděno jako odpověď na automatizaci. Experimenty ve Finsku, Keni a Kalifornii poskytují povzbudivé výsledky, ale jejich zobecnění zůstává ekonomicky velmi diskutované.",short_form
course_227_le_populisme_pourquoi_ca_monte_partout,třídní,Kulturní (hodnoty) vs. ekonomické (třídní) štěpení,concept,"Inglehart a Norris ukazují, že populismus je stejně kulturní jako ekonomický: „poražení“ globalizace a kulturní revoluce se ocitají ve stranách, které hájí své tradiční hodnoty proti kosmopolitní elitě vnímané jako pohrdavé.",short_form
course_227_le_populisme_pourquoi_ca_monte_partout,Kulturní  vs. ekonomické  štěpení,Kulturní (hodnoty) vs. ekonomické (třídní) štěpení,concept,"Inglehart a Norris ukazují, že populismus je stejně kulturní jako ekonomický: „poražení“ globalizace a kulturní revoluce se ocitají ve stranách, které hájí své tradiční hodnoty proti kosmopolitní elitě vnímané jako pohrdavé.",short_form
course_227_le_populisme_pourquoi_ca_monte_partout,kulturní  versus ekonomické  štěpení,kulturní (hodnoty) versus ekonomické (třídní) štěpení,concept,"Inglehart a Norris ukazují, že populismus je stejně kulturní jako ekonomický: „poražení“ globalizace a kulturní revoluce se ocitají ve stranách, které hájí své tradiční hodnoty proti kosmopolitní elitě vnímané jako pohrdavé.",short_form
course_228_la_sante_mentale_comme_enjeu_de_societe,vyčerpání z povolání,Vyhoření (vyčerpání z povolání),concept,"Syndrom chronického vyčerpání způsobeného přepracováním, uznaný WHO od roku 2019 jako profesní fenomén. Je charakterizována emočním vyčerpáním, depersonalizací a sníženým pocitem úspěchu.",short_form
course_228_la_sante_mentale_comme_enjeu_de_societe,Smartphone a hypotéza duševního zdraví,Smartphone a hypotéza duševního zdraví (Haidt),concept,"Psycholog Jonathan Haidt tvrdí, že masivní přijetí chytrých telefonů dospívajícími od roku 2012 je primární příčinou epidemie deprese a úzkosti mezi mladými lidmi. Vědecká debata zůstává intenzivní.",short_form
course_238_la_transition_energetique,Pařížská dohoda  a klimatické cíle,Pařížská dohoda (2015) a klimatické cíle,concept,"Smlouva podepsaná 196 zeměmi o omezení oteplování na 1,5 °C nad předindustriální úrovní. Každá země si stanoví své vlastní cíle (NDC) – současné ambice vedou podle aktuálních projekcí k oteplení přibližně o 2,5 °C.",short_form
course_238_la_transition_energetique,Pařížská dohoda,Pařížská dohoda (2015),concept,"Smlouva podepsaná 196 zeměmi o omezení oteplování na 1,5 °C nad předindustriální úrovní. Každá země si stanoví své vlastní cíle (NDC) – současné ambice vedou podle současných projekcí k oteplení přibližně o 2,5 °C.",short_form
course_240_la_chine_et_son_modele_economique,Čínská komunistická strana,Čínská komunistická strana (ČKS),concept,"Jediná strana u moci od roku 1949 s 98 miliony členů. Ovládá stát, armádu, média a stále více ekonomiku. Generální tajemník (Si Jinping od roku 2012) je skutečným vůdcem země.",short_form
