# History
39,Literature,Anglo-Saxons & world literature,"The Little Prince, Saint-Exupéry","Under what circumstances did Saint-Exupéry write **The Little Prince, Saint-Exupéry**?","In 1942-1943, while he was in exile in **New York** during the Occupation","In 1935, following his crash in the Libyan desert","In 1944, just before his disappearance on a combat mission","In 1940, during the debacle of the French army","It was during his American exile, far from occupied France, that Saint-Exupéry wrote and illustrated his major **Work**.",What is the 'secret' passed on by the Fox to the Little Prince?,The essential is invisible to the eyes,One must possess the stars to be rich,All roses are identical in the universe,One must always obey the orders of a king,The Fox's secret emphasizes that the true value of a thing lies in the invisible dimension of the heart and feelings.,Why is the Little Prince's Rose 'unique in the **World**' according to the Fox's lesson?,Because he tamed her and spent time for her,Because she is the only flower capable of speaking on asteroid **B**-612,Because she has four thorns to defend herself,Because she belongs to a biological species that has disappeared on Earth,"Uniqueness does not come from a biological difference, but from the bond ('taming') created by the investment of time and care.",What is the scale of the editorial success of the Little Prince?,More than 200 million copies and translated into more than 300 languages,About 50 million copies in 50 languages,More than 500 million copies in Europe alone,A billion copies since its translation into Mandarin,"The Little Prince is one of the greatest successes in the **History** of publishing, with a **World** record of translations for a French book.","What happened on July 31, 1944, concerning Saint-Exupéry?",He disappears at sea during an aerial reconnaissance mission,He publishes the first French edition of the Little Prince in Paris,He is taken prisoner by German forces in North Africa,He dies of illness in a hospital in **New York**,"The author disappeared during a reconnaissance flight over the Mediterranean, one year after the publication of his book in the USA."
40,Literature,Anglo-Saxons & world literature,"The Alchemist, Paulo Coelho",What extraordinary editorial destiny did The Alchemist experience upon its first publication in 1988?,"Published by a small publisher with 900 copies sold out, it was initially abandoned before being picked up again.",Refused by 17 publishers before being accepted by a publisher in São Paulo.,Published confidentially by Coelho himself on an emerging digital platform.,Published directly in English in the United States to target the global market.,The first Brazilian publisher had initially printed only 900 copies and did not wish to reprint the book despite its immediate success.,Which quote summarizes the idea that the universe supports the individual in their quest?,"""When you want something, all the universe conspires in helping you to achieve it.""","""The journey matters more than the destination for those who know how to listen to the signs.""","""Every man's personal legend is engraved in the sand of the Sahara.""","""Obstacles are the tools that the Soul of the World uses to forge us.""",This sentence illustrates the Concept of the Soul of the World where the entire universe is linked to the will of the individual pursuing their personal legend.,What is the final moral regarding Santiago's treasure?,"The treasure was located at his starting point, but the journey was necessary to understand it.",Santiago discovers that the treasure never existed and that he was manipulated by Melchizedek.,"The treasure is indeed found at the foot of the Pyramids, but in a spiritual form.",Santiago must give up his treasure to be able to live his love with Fatima.,"The ending shows that the physical treasure was under the sycamore in Spain, proving that the journey served the hero's spiritual maturation.",Why is the reception from institutional Literature critics often negative?,The style is judged too simplistic and the philosophy akin to popular psychology.,The book is considered too complex and inaccessible for the general public.,Coelho was accused of plagiarizing ancient texts from Arabic Literature.,The novel is judged too violent and contrary to the moral values of the time.,Academic critics often reproach the novel for a lack of stylistic density and an overly 'naive' or 'simplified' vision of spirituality.,Which Guinness World record does the book The Alchemist hold?,That of the most translated book in the World for a living author.,That of the shortest novel to have remained number 1 in sales for ten years.,That of the first Brazilian book to have been adapted into operas in 20 countries.,That of the work having generated the most sales during its first week of publication.,"Thanks to its translations into 80 languages, The Alchemist surpasses all Other contemporary works in this field of global distribution."

# Art
"ID",Matière,Sous-catégorie,Titre,QCM1 — Question,QCM1 — ✅ Bonne réponse,QCM1 — ❌ Mauvaise 1,QCM1 — ❌ Mauvaise 2,QCM1 — ❌ Mauvaise 3,QCM1 — Explication,QCM2 — Question,QCM2 — ✅ Bonne réponse,QCM2 — ❌ Mauvaise 1,QCM2 — ❌ Mauvaise 2,QCM2 — ❌ Mauvaise 3,QCM2 — Explication,QCM3 — Question,QCM3 — ✅ Bonne réponse,QCM3 — ❌ Mauvaise 1,QCM3 — ❌ Mauvaise 2,QCM3 — ❌ Mauvaise 3,QCM3 — Explication,QCM4 — Question,QCM4 — ✅ Bonne réponse,QCM4 — ❌ Mauvaise 1,QCM4 — ❌ Mauvaise 2,QCM4 — ❌ Mauvaise 3,QCM4 — Explication,QCM5 — Question,QCM5 — ✅ Bonne réponse,QCM5 — ❌ Mauvaise 1,QCM5 — ❌ Mauvaise 2,QCM5 — ❌ Mauvaise 3,QCM5 — Explication
1,Art,Painting & Movements,The Italian Renaissance,Which Florentine family was the primary patron of the Italian Renaissance in the 15th century?,The Medici,The Borgias,The Sforzas,The Estes,"The Medici, wealthy bankers and de facto rulers of Florence, funded the greatest artists to establish their politics power and redeem their sins of usury.",In what year and by whom was linear perspective with a single vanishing point invented?,Around 1420 by Filippo Brunelleschi,Around 1500 by Leonardo da Vinci,Around 1450 by Botticelli,Around 1300 by Giotto,"Filippo Brunelleschi, architect of the Florence dome, mathematized the representation of three-dimensional space around 1420, ending the visual codes of the Middle Ages.","What does the Concept of ""uomo universale"" embodied by Renaissance masters mean?","The complete man mastering art, sciences, and letters",The man whose art is solely dedicated to the Church,The artist working exclusively for a single palace,The politics man specialized in artistic diplomacy,"The humanist ideal of the uomo universale (universal man) values general curiosity: an artist like Da Vinci was also an engineer, musician, and anatomist.",What 1453 Event promoted the rise of humanism in Italy?,The fall of Constantinople,The end of the Hundred Years' War,The death of Lorenzo the Magnificent,The invention of the printing press,"The capture of Constantinople by the Ottomans in 1453 caused the flight of Greek scholars to Italy, bringing original ancient manuscripts essential to humanists.",Which artistic style succeeded the classical harmony of the High Renaissance after 1520?,mannerism,Rococo,The realism,The neoclassicism,"The mannerism breaks the perfect balance of the classical Renaissance with elongated shapes and complex compositions, reflecting the politics anxiety of the late 16th century."
2,Art,Painting & Movements,The birth of Impressionism,"Which critic mocks Monet's painting in 1874 and inadvertently invents the name ""Impressionism""?",Louis Leroy,Charles Baudelaire,Émile Zola,Théophile Gautier,"Louis Leroy used this term mockingly in Le Charivari, criticizing what he perceived as a lack of finish in the Work of Monet.",Which Event of 1863 constituted the first major crack in the official Salon system?,The Salon des Refusés,The Universal Exhibition,The coronation of Napoleon III,The death of Claude Monet,"Authorized by Napoleon III, this salon exhibited works rejected by the Academy, such as those of Manet, legitimizing the dissent of modern artists.","Which optical Law, applied by the Impressionists, replaces the use of black for shadows?",The simultaneous contrast of colors,The Aerial perspective,The golden ratio rule,X-ray diffraction,"Theorized by Chevreul, this Law encourages painters to use complementary colors to make shadows more vibrant and natural.",Which woman artist was a central figure of the group from the first exhibition in 1874?,Berthe Morisot,Mary Cassatt,Camille Claudel,Rosa Bonheur,Berthe Morisot was a founding member of the group and participated in almost all of their independent exhibitions.,Why was the public at the time shocked by the Technique of the impressionists?,They perceived the fragmented touch as an unfinished sketch,They found the religious subjects blasphemous,They rejected the use of golden frames,They hated the use of photography,The absence of sharp outlines and the visibility of brushstrokes contravened the dogma of the 'finished' imposed by the Academy of Fine Arts.
3,Art,Painting & Movements,Caravaggio and chiaroscuro,Which two Works by Caravaggio for the church of San Luigi dei Francesi in Rome (1600) truly launched his career?,«The Calling of Saint Matthew» and «The Martyrdom of Saint Matthew»,«Madonna of the Pilgrims» and «Death of the Virgin»,«Judith Beheading Holofernes» and «David with the Head of Goliath»,«The Supper at Emmaus» and «The Entombment of Christ»,These two monumental canvases in the Contarelli Chapel mark Caravaggio's dazzling entry onto the Roman public scene in 1600 and reveal his unique style.,"Which dramatic Event occurs in 1606, forcing Caravaggio into exile?",He kills a man during a brawl related to a sports bet,He is imprisoned for insulting the Pope,He is banished by his patrons after a religious scandal,He flees after stealing the crown jewels,"After killing Ranuccio Tomassoni during a fight following a pallacorda match, he is sentenced to death by ban and must flee Rome.",What is the extreme use of chiaroscuro characteristic of Caravaggio called?,Tenebrism,Sfumato,Luminism,The mannerism,Tenebrism consists of isolating figures in a deep darkness from which they emerge thanks to a directional and brutal light.,Why were certain religious Works by Caravaggio refused by the Church?,For their realism judged trivial and the absence of idealization of saints,Because the artist used colors that were too dark and illegible,Because he integrated hidden politics messages in his canvases,Because of his legendary slowness in delivering his commissions,"Representing sacred figures with common models, dirty feet or bodies deformed by death was considered indecent and sacrilegious.",Which great master of painting was directly influenced by the lesson of Caravaggio?,Rembrandt,Leonardo da Vinci,Raphael,Michelangelo,"Rembrandt, much like Velázquez or Rubens, integrated the legacy of Caravaggio (shadow and light) to develop his own Baroque style."
4,Art,Painting & Movements,Rembrandt and the Flemish school,Why did the 17th-century Dutch market create a specific artistic demand?,The Protestant bourgeoisie favored small-format paintings for their interiors,The Church massively commissioned monumental frescoes,The king imposed a classical style inspired by Versailles,The Law forbade religious painting in favor of military decoration,"Unlike Catholic countries, Protestant Holland saw Art funded by private merchants who decorated their homes with realistic and domestic scenes.",What is the main characteristic of light in Rembrandt's work?,It seems to emanate from within the flesh of the figures,It is systematically uniform and without any shadow,"It is cold, bluish, and of purely lunar origin",It removes all relief to smooth out the faces,The chiaroscuro of Rembrandt is psychological: the light seems to come from within the subject to reveal their human and spiritual truth.,What is the impasto Technique?,The application of very thick layers of paint creating relief,A technique consisting of painting solely with marble dust,A mixture of pigments and wax to make the canvas transparent,The Art of painting very quickly with water on a fresh wall,Impasto gives a tactile dimension to the Work. Rembrandt used this thickness to capture light and give a physical presence to the faces.,Why is the title 'The Night Watch' historically incorrect?,Because it is a daytime scene that darkened over time,Because it actually depicts a morning funeral,Because Rembrandt had titled it 'The Sun of Amsterdam',Because the painting was done entirely by candlelight,"The accumulation of oxidized varnish and dust created the illusion of a nocturnal scene, while analysis shows the patrol takes place in broad daylight.",What is the major significance of Rembrandt's series of self-portraits?,It documents his psychological evolution and the aging of his body,It was used exclusively to sell copies to foreign collectors,It proved he was the most handsome man in Amsterdam,It was required by the painters' guild every New Year,"With nearly 90 self-portraits, Rembrandt offers a metaphysical analysis of his own existence, from his youthful glory to his final ruin."
5,Art,Painting & Movements,"Romanticism in painting [Delacroix, Géricault]",What fundamental opposition separates Ingres (neoclassicism) and Delacroix (Romanticism)?,"Ingres defends the primacy of drawing, Delacroix that of color","Ingres paints Antiquity, Delacroix only modernity","Ingres works for the State, Delacroix only for private individuals","Ingres uses oil, Delacroix the Italian-style fresco","Ingres's academicism favors pure and intellectual line (drawing), while Delacroix favors the sensory and emotional through chromatic vibration.",Why is Géricault's «The Raft of the Medusa» (1819) a scandalous Work?,It depicts a tragic news item on a giant format reserved for heroes,It uses synthetic pigments banned by the Salon,It is painted on wood instead of the classic canvas,It glorifies the incompetence of the Royal Navy under Louis XVIII,"The scandal comes from the fact that Géricault treats a tragic and news-related Event with the prestige of a monumental format (7x5m), usually reserved for 'noble' subjects.",Which major Event transforms Delacroix's palette in 1832?,His diplomatic trip to Morocco,His visit to hospitals with Géricault,Reading Lord Byron's poems,The discovery of Japanese prints in Paris,The trip to Morocco allowed Delacroix to discover an intense Mediterranean light and colorful harmonies that would lastingly mark his Work and orientalism.,"In which specific politics context did Delacroix paint ""Liberty Leading the People""?",The July 1830 Revolution (The July Revolution),The French Revolution of 1789,The Terror of 1793,The coronation of Napoleon I in 1804,The painting is an immediate reaction to the barricades of July 1830 which overthrew Charles X in favor of Louis-Philippe I.,"Which element of the ""Raft of the Medusa"" highlights Géricault's politics commitment?",The presence of a black sailor at the top of the human pyramid,The hidden portrait of King Louis XVIII among the shipwrecked,The tricolor flag flying on the raft,The artist's signature hidden in the raging sea,"By placing a black man at the center of the hope for salvation, Géricault expresses his abolitionist convictions and criticizes the social and colonial order of his time."
6,Art,Painting & Movements,Cubism: Picasso and Braque,"Which painter directly inspired Cubism through his desire to 'treat nature by the cylinder, the sphere, the cone'?",Paul Cézanne,Édouard Manet,Vincent van Gogh,Claude Monet,"Cézanne sought the immutable geometric structure behind appearances, which served as a theoretical foundation for the Cubists.",What was the main lesson learned by Picasso during his visit to the Trocadéro museum?,The representation of the Object through its symbolic structure rather than its appearance,The use of bright colors to express intense emotions,The Technique of wood carving in low relief,The importance of Aerial perspective,"Picasso was fascinated by African masks because they did not seek to imitate visual reality, but proposed a mental and symbolic architecture of form.",What major technical innovation characterizes the transition to synthetic Cubism in 1912?,The invention of the collage of real materials,The use of spray paint,The invention of tube paint,The total removal of drawing,"Synthetic Cubism reintroduces fragments of reality (newspapers, musical scores) directly onto the canvas to create an autonomous Object.",What did the near-absence of bright colors in analytical cubism signify?,A desire to focus attention on the analysis of volumes and space,A shortage of pigments in Paris during this Period,An imitation of black and white photographs of the time,A tribute to the painters of the Flemish Renaissance,"The monochrome palette (grays, ochres) aimed to remove the emotional dimension of color to prioritize the structural and intellectual understanding of the Object.",What was the relationship between Picasso and Braque during their Cubism collaboration?,A collaboration so close that they compared their work to mountain climbers rope-bound together,A secret rivalry where each hid their discoveries from the Other,"A master-student relationship, Braque being Picasso's disciple",A simple social friendship with no influence on their respective works,"Picasso and Braque worked in such a fusion that they saw themselves as 'two mountain climbers rope-bound together', leading a Common research that sometimes makes their canvases indistinguishable."
7,Art,Painting & Movements,Surrealism: Dalí and Magritte,On which discovery by Sigmund Freud is Breton's surrealism based?,The determining role of the unconscious in the human psyche,The clinical use of electroshock,The chromosomal Theory of heredity,Behaviorism and Pavlovian reflexes,"Breton draws from Freudian psychoanalysis the idea that the unconscious contains a deeper truth than rational consciousness, stifled by social codes.",How can Salvador Dalí's 'paranoiac-critical' method be defined?,An active process of associating images resulting from a voluntary delirium,A medical diagnosis to treat mad artists,A technique involving painting only while asleep,A method of art criticism based on systematic insults,Dalí used this method to induce an active mental state capable of associating disparate elements while painting them with a near-photographic precision.,What is the philosophical objective of René Magritte's 'The Treachery of Images'?,To highlight the dissociation between the real Object and its pictorial representation,To promote Brussels tobacco manufacturers,To demonstrate that drawing is superior to handwriting,To provide instructions for using a pipe,"By writing 'This is not a pipe', Magritte emphasizes the separation between the word, the pictorial image, and the concrete physical Object.","Why did André Breton nickname Dalí ""Avida Dollars""?",To denounce his mercantilism and commercial drift,To celebrate his economic success in the United States,Because Dalí refused to pay his dues to the group,Because Dalí had designed the new Spanish banknote,"Breton created this contemptuous anagram to castigate Dalí's commercial behavior, which led to his final exclusion from the Movement.",Which surrealist Technique involves creating a collective Work blindly?,The Exquisite Corpse,Automatic writing,Paranoiac-critical,Magical realism,"The Exquisite Corpse is a game where each participant contributes a part of the composition without seeing what previous participants have done, leaving it to chance."
8,Art,Painting & Movements,Expressionism: Munch and The Scream,How does Munch describe in his diary the moment of inspiration for The Scream?,"While walking with friends, the sky becomes blood red, he leans against a fence and perceives ""an infinite scream passing through nature""",During a seance where he supposedly saw a distorted shadow screaming his past anxieties,"While watching a public execution from his window, the silent crowd inspired the figure of the Scream","In a concert hall, a high note causes him physical pain that transforms into a vision of anguish",Munch relates this experience as a moment of synesthesia where a glowing red sunset triggers a physical perception of cosmic anguish.,"About how many original versions of ""The Scream"" exist?",Four versions: two paintings and two pastels (plus a lithograph),"Only one original version, all the others are late copies by other artists","Twelve versions, Munch having spent the last twenty years of his life repainting the same motif every month","Three versions: one in oil, one in watercolor and one bronze sculpture",Munch declined his most famous motif on several supports between 1893 and 1910 to explore different emotional textures.,Which geological global Event is sometimes cited to explain the red color of the sky in the painting?,The eruption of Krakatoa in 1883,The eruption of Vesuvius in 1879,The passing of Halley's Comet in 1910,A massive fire at the port of Oslo depicted metaphorically,"The eruption of Krakatoa injected massive amounts of ash into the atmosphere, causing abnormally red sunsets throughout the World for months.",Which tragic destiny deeply influenced Munch's Art from his childhood?,The early death of his mother and his sister Sophie,The loss of sight in one eye during a traumatic accident,The fire at his family home where all his early Work was destroyed,The forced exile of his family from Norway for politics reasons,"Death and illness were omnipresent themes in Munch's life, striking down his mother and sister with tuberculosis.",Which of these German collectives was directly influenced by Munch's work?,"Die Brücke (""The Bridge"")",The Barbizon school,The Dada movement,Synthetic Cubism,"Die Brücke, founded in 1905, is one of the two major movements of German Expressionism which drew from Munch's radical subjectivity."
9,Art,Painting & Movements,Abstract Art: Kandinsky and Mondrian,Which visual experience confirmed Kandinsky's commitment to abstraction?,The sight of one of his paintings upside down in his studio,The observation of a prism decomposing light,The study of microorganisms under a microscope,The discovery of the stained glass windows of Chartres Cathedral,"In 1910, Kandinsky did not recognize the subject of one of his paintings placed upside down and was struck by its pure beauty, concluding that the represented Object harms the emotion.",Which central Concept defines Kandinsky's approach in his 1911 work?,Inner necessity,Mathematical structure,Automatic realism,Axial symmetry,"In 'Concerning the Spiritual in Art', Kandinsky asserts that Art must be born from an 'inner necessity', a vibration of the soul translated into colors.",Through which visual process did Mondrian achieve Neoplasticism?,A progressive decantation of natural motifs such as trees,A brutal break after a stay in Italy,Direct inspiration from Egyptian hieroglyphs,The use of distorting mirrors,"Mondrian progressively refined his subjects (notably trees) to keep only the linear structure, moving from figurative to pure abstraction.",What was Mondrian's ultimate goal through his geometric grids?,To translate the balance of universal forces,To represent the map of the city of New York,To create patterns for the textile industry,To propose models for crystallography,"Mondrian sought a universal and immutable language, using the right angle and primary colors to symbolize the harmony of the cosmos.",What role did the Bauhaus school play for abstract art?,It spread abstraction into design and architecture,It kept the secret of Kandinsky's techniques,It forbade the use of primary colors,It favored the return to classical easel painting,"The Bauhaus allowed for the application of abstract theories to the creation of everyday objects and buildings, achieving the synthesis between Art and industry."
10,Art,Painting & Movements,Pop Art: Warhol and Lichtenstein,Which industrial reproduction technique does Warhol adopt to produce series of identical images?,Screen printing,Lithography,Photogravure,Rubber stamp,"Screen printing allows Warhol to transfer a photograph onto a canvas repeatedly, which aligns with his desire to produce Art in a quasi-industrial manner.",What central philosophical question does Pop Art pose regarding the hierarchy of Art?,Can a Campbell soup be as legitimate a subject as a Madonna?,Does Art necessarily have to be abstract to be modern?,Is black and white more artistic than color?,Must the artist necessarily die poor?,Pop Art challenges the distinction between 'high culture' and 'low culture' by elevating trivial consumer Objects to the rank of a Work of Art.,What sales record did a Warhol Screen printing (portrait of Marilyn Monroe) reach in 2022?,195 million dollars,500 million dollars,95 million dollars,450 million dollars,The sale of 'Shot Sage Blue Marilyn' in 2022 at Christie's for 195 million dollars testifies to the immense financial value acquired by Pop Art icons.,"What was the ""Factory"" created by Andy Warhol in New York?",A collective production studio and a hub for the counter-culture,A real soup canning factory,A traditional state-subsidized art school,The name of his personal art gallery in Manhattan,The Factory was a hybrid Location where Warhol worked with assistants (his 'superstars') to produce Works in series while hosting the underground scene.,How does Roy Lichtenstein visually transform his sources from comic strips?,He enlarges comic panels and manually reproduces Ben-Day dots,He cuts and pastes comic book pages directly onto his canvases,He erases speech bubbles to make the image abstract,He only uses photos of real actors to imitate comics,Lichtenstein plays on the scale contrast by projecting small comic panels onto large formats and meticulously painting the industrial halftone dots.
11,Art,Music,The birth of electronic music,"In what year was one of the first electronic instruments, the Theremin, invented in Russia?",1920,1935,1945,1952,"Leon Theremin invented the instrument that bears his name in 1920, laying the foundations for electronic instruments without physical contact.",Which 1968 album demonstrated to the general public that electronic music could be melodious and accessible?,"Wendy Carlos's ""Switched-On Bach""","Kraftwerk's ""Autobahn""","Jean-Michel Jarre's ""Oxygène""","Kraftwerk's ""The Man-Machine""",Wendy Carlos popularized the Moog synthesizer in 1968 with this album that reimagined masterpieces by Johann Sebastian Bach through sound synthesis.,What is the main difference between Chicago house and Detroit techno in the 1980s?,"House favors the warmth of disco, while techno is colder and more industrial.",House is instrumental while techno is uniquely vocal.,House was born in factories and techno in gay clubs.,House uses orchestras and techno uses computers.,"Chicago house draws its roots from disco and soul, while Detroit techno reflects the mechanical environment and industrial decline of its home city.",Which instrument from the Roland company became the rhythmic foundation of house and techno?,The Roland TR-808,The Roland Jupiter-8,The Roland SH-101,The Roland TB-303,"The TR-808 drum machine, although initially a commercial failure, became the favorite instrument of Chicago and Detroit producers for its unique sonic signature.","Who are the three founding figures of Detroit techno, known as ""the Belleville Three""?","Juan Atkins, Derrick May, and Kevin Saunderson","Robert Moog, Leon Theremin, and Pierre Schaeffer","Frankie Knuckles, Marshall Jefferson and Steve Hurley","Ralf Hütter, Florian Schneider and Karl Bartos",These three DJs and producers from Detroit theorized and created the techno sound by merging the European avant-garde and American funk.
12,Art,Music,Bob Dylan and protest folk,Which committed musician was Bob Dylan's idol when he arrived in New York in 1961?,Woody Guthrie,Pete Seeger,Lead Belly,Hank Williams,"Dylan went to New York specifically to meet Woody Guthrie, the author of 'This Land Is Your Land', whom he considered the embodiment of American authenticity.",In which major historical Event did Dylan participate in August 1963 alongside Martin Luther King?,The March on Washington,The Woodstock festival,The Selma to Montgomery marches,The Democratic National Convention,"He sang there before 250,000 people at the Lincoln Memorial, just moments before Martin Luther King's 'I Have a Dream' speech.",What was the reaction of folk purists during Dylan's transition to electric at Newport in 1965?,They booed him and called him a traitor,They cheered him for his innovation,They started a riot in the streets,They immediately adopted his new style,The folk audience considered electricity a commercial compromise and a betrayal of the acoustic roots of the Movement.,In what year did the Swedish Academy award the Nobel Prize in Literature to Bob Dylan?,2016,2010,2001,1997,"It was in 2016 that Dylan received this distinction, honoring for the first time a songwriter as a great world poet.",What is the name of the 1963 album containing 'Blowin' in the Wind'?,The Freewheelin' Bob Dylan,Bringing It All Back Home,Highway 61 Revisited,Blonde on Blonde,"This is his second studio album, the record that propelled him to the rank of spokesperson for his generation thanks to his committed lyrics."
13,Art,Music,Hip-hop: birth of a culture,What are the four fundamental pillars of hip-hop culture?,"DJing, MCing, breakdancing and graffiti","Rap, scratching, beatmaking and fashion","Breakbeat, slam, skating and graffiti","Mixing, singing, dancing and mural drawing","Theorized by the Universal Zulu Nation, these pillars cover the sonic (DJ, MC), physical (dance) and visual (graffiti) dimensions of the Movement.",What technical innovation by Kool DJ Herc is considered the musical birth of hip-hop?,The breakbeat,The scratching,Digital sampling,Auto-tune,"Peakbeat consists of isolating and extending the instrumental rhythmic section of a song, creating the basic loop essential to rap.",Which 1982 track introduced social and politics commentary to rap?,« The Message »,« Rapper's Delight »,« Straight Outta Compton »,« Planet Rock »,"Released by Grandmaster Flash and the Furious Five, this track broke away from the festive atmosphere to describe the real hardships of life in the ghetto.",Which urban planner is linked to the degradation of the Bronx through the construction of a highway?,Robert Moses,Le Corbusier,Kool Herc,Afrika Bambaataa,"Robert Moses oversaw the Cross-Bronx Expressway which destroyed the social fabric of the neighborhood, indirectly creating the conditions for the birth of hip-hop.",Who is the first rapper to have received the Pulitzer Prize in 2018?,Kendrick Lamar,Jay-Z,Eminem,Tupac Shakur,"Kendrick Lamar was awarded for his album 'DAMN.', marking the recognition of rap as a form of Literature and academic Art."
14,Art,Music,Verdi's opera,Which chorus from Verdi's 'Nabucco' (1842) immediately became a politics symbol of the Italian Risorgimento?,"«Va, pensiero»",«Dio di Giuda»,«O mia patria»,«Viva l'Italia»,"The chorus «Va, pensiero», sung by the Hebrews exiled in Babylon, was adopted by Italians as a song of resistance against the Austrian occupation.",Which opera did Verdi compose for the inauguration of the Cairo Opera House in 1871?,«Aida»,«Otello»,«La Traviata»,«Falstaff»,"Verdi composed «Aida» to celebrate the opening of the Cairo Opera House, an Event that coincided with the inauguration of the Suez Canal.",What did the Acronym «VERDI» chanted by Italian patriots stand for?,Vittorio Emanuele Re D'Italia,Viva Eterna Repubblica D'Italia,Vittoria E Risorgimento Degli Italiani,Vivre Et Renaitre Dans l'Indépendance,This code allowed to clandestinely claim King Victor Emmanuel as the sovereign of a united Italy without facing immediate police repression.,"Which Work did Verdi consider his ""most beautiful"" at the end of his life?",His retirement home for musicians,"The opera ""Falstaff""","The opera ""La Traviata""","The score of ""Nabucco""",He devoted his personal fortune to the foundation of the 'Casa di Riposo per Musicisti' in Milan to protect his fellow musicians from poverty.,"What major innovation characterizes ""La Traviata"" at the time of its creation?",Its realistic and contemporary subject,The total absence of violins,The use of the French language,The absence of a choir on stage,Verdi breaks conventions by staging a contemporary heroine (a courtesan) rather than a historical or mythological Figure.
15,Art,Music,Mozart: child prodigy and tragic life,At what age did Mozart begin his great European tours to perform before the courts?,At 6 years old,At 4 years old,At 8 years old,At 10 years old,"Under the direction of his father Leopold, Mozart began his travels as early as 1762 to demonstrate his precocious abilities to the European aristocratic public.",Which Event marks Mozart's break with the system of musical serfdom in 1781?,His fallout with Archbishop Colloredo,His marriage to Constanze Weber,The death of his father Leopold,His entry into Freemasonry,"The break with Colloredo in Salzburg pushed Mozart to settle in Vienna as an independent musician, refusing the status of a servant.",Who was the hidden patron of Mozart's funeral (the Requiem)?,Count von Walsegg,Antonio Salieri,Emperor Joseph II,A secret Masonic lodge,"The Count von Walsegg wished to buy the Work to pass it off as his own, which explains the anonymity of the commission.",Why was Mozart buried in a simplified Common grave?,Because of the funeral reforms of Emperor Joseph II,Because he was totally indigent at the time of his death,Because of a condemnation by the Church,Because his friends had abandoned him,Emperor Joseph II had imposed simplified burial rules (community graves) for the entire middle class to ensure public hygiene.,Which composer actually finished the Requiem after the death of Mozart?,Franz Xaver Süssmayr,Antonio Salieri,Ludwig van Beethoven,Joseph Haydn,Süssmayr was Mozart's student; he completed the missing parts of the score to allow the widow to receive the full payment.
16,Art,Music,Beethoven: genius and deafness,Which poignant document did Beethoven write in 1802 in Heiligenstadt?,"The ""Heiligenstadt Testament""","His ""Diary of Deafness""","His ""Letter to the Immortal Beloved""","The ""Treatise on Composition""","In this text addressed to his brothers, Beethoven expresses his profound despair regarding his deafness but affirms his choice to live to fulfill his artistic mission.",Why did Beethoven cross out the dedication of his 3rd Symphony to Napoleon?,Because he had himself crowned emperor,Because Napoleon had not paid him,Because of France's defeat at Waterloo,Because he preferred to dedicate it to Haydn,"An admirer of Revolutionary ideals, Beethoven was furious to learn that Bonaparte had proclaimed himself emperor, seeing it as a betrayal of liberty.",What major innovation characterizes the Ninth Symphony?,The integration of soloists and a choir,The use of an organ for the very first time,The invention of new string instruments,The total removal of wind instruments,"By introducing the human voice into the final **Movement**, Beethoven broke the codes of the symphony, which had until then been a strictly instrumental genre.",Who helped Beethoven witness the triumph of the Ninth Symphony during its premiere?,The choir singer Caroline Unger,The Emperor of Austria,His pupil Carl Czerny,The assistant conductor,"Totally deaf, Beethoven did not realize that the **Work** was finished and that the audience was cheering him; Caroline Unger had to take him by the sleeve to turn him toward the room.",How did Beethoven manage to perceive the sound of his piano despite his deafness?,Via a wooden rod held between his teeth (bone conduction),Through mirrors reflecting the piano strings,By pressing his ears against the floor,By using golden acoustic trumpets,"Beethoven used bone conduction: by clenching a wooden rod between his teeth and the piano, he perceived the internal vibrations of the instrument directly through his jaw."
17,Art,Music,The birth of rock 'n' roll,"What style from the Southern United States, born from the encounter between country and blues, launched Elvis Presley's career?",Rockabilly,The **jazz fusion**,The **bebop**,Bluegrass,Rockabilly fuses white rural roots (hillbilly/country) with the electric rhythms of black blues.,What structural innovation is attributed to Chuck Berry?,The creation of the modern guitar riff,The invention of the distortion pedal,The use of the synthesizer,The transition to operatic singing,Chuck Berry invented rhythmic and repetitive guitar patterns (riffs) that became the instrumental foundation of rock.,What did the controversial practice of '**covers**' consist of in the 1950s?,Having black hits re-recorded by white singers,Banning black artists from playing the electric guitar,Translating blues lyrics into French for export,Removing all traces of drums in recordings,Record labels had African-American songs covered by white people to bypass radio **segregation** and capture profits.,What role did **Sam Phillips** play in the **History** of rock?,He discovered and produced Elvis Presley at the **Sun Records** studio,He was the first black mayor of Memphis,He invented the transistor radio,He drafted the **Jim Crow laws**,"A visionary producer, he was looking for a white artist capable of performing the blues with authenticity to reach the general public.",What was the impact of rock'n'roll on segregated American society?,It created a common cultural space for white and black youth,It reinforced the **Isolationism** of the United States,It brought about a return to calm on university campuses,It led to the banning of electric guitars,"By making an entire generation listen to the same **Music**, rock began to crack institutional racial barriers."
