Nom du cours,Classification,Terme,Explication
The discovery of the microwave (by accident),Concept,water molecules,Polar molecules (H2O) that react to the alternating electromagnetic field of microwaves by rotating on themselves.
"The theory of gravitation (Newton, 1687)",Work,Philosophiae Naturalis Principia Mathematica,Newton's work (1687) laying the foundations of classical physics and introducing the Law of universal gravitation.
"The theory of gravitation (Newton, 1687)",Concept,Geocentrism,"Astronomical model inherited from Antiquity placing the Earth, motionless, at the center of the universe."
"The theory of gravitation (Newton, 1687)",Figure,Tycho Brahe,Danish astronomer (1546-1601) whose precise observations of the planets allowed Kepler to establish his laws.
"The theory of gravitation (Newton, 1687)",Other,Hypotheses non fingo,"Latin phrase by Newton meaning 'I feign no hypotheses', expressing his refusal to speculate on the hidden nature of gravity without mathematical proof."
"The theory of gravitation (Newton, 1687)",Figure,Albert Einstein,Theoretical physicist (1879-1955) whose theories of special and general Relativity complemented and surpassed Newton's mechanics.
The discovery of radioactivity (Marie Curie),Institution,Flying University,"Clandestine educational organization in Poland at the end of the 19th century, intended to brave Russian Censorship and allow the education of women."
The discovery of radioactivity (Marie Curie),Other,Pitchblende,Black and dark uranium ore from which the Curies isolated polonium and radium.
The discovery of radioactivity (Marie Curie),Concept,Curietherapy,Medical Technique using radioactive sources placed internally or in the immediate vicinity of the area to be treated (often cancers).
The discovery of radioactivity (Marie Curie),Other,Aplastic leukemia,"Rare and serious disease where the bone marrow stops producing enough new blood cells, often caused by prolonged exposure to radiations."
The invention of the Internet,Institution,CERN,"European Organization for Nuclear Research, located in Geneva, where the Web was invented to facilitate data sharing between physicists."
The invention of the Internet,Concept,Globalization,"Process of market integration and interdependence of economies and cultures on a global scale, greatly facilitated by the Internet."
The invention of the Internet,Event,Sputnik,"First artificial satellite sent into space by the USSR in 1957, provoking the American reaction that would lead to the creation of ARPA."
The discovery of anesthesia,Concept,sciences,"Set of knowledge and studies of universal value, characterized by a determined Object and method, and based on verifiable objective relationships."
The discovery of anesthesia,Concept,traumatic shock,"State of acute circulatory failure caused, in this context, by pain of an intensity unbearable for the nervous system."
The discovery of anesthesia,Concept,mesmerization,"Technique of animal magnetism developed by Franz-Friedrich-Anton Mesmer, ancestor of hypnosis, sometimes used in the 19th century to try to reduce pain."
The discovery of anesthesia,Other,sulfuric ether,Colorless and flammable liquid whose inhaled vapors were the first effective general anesthetic agent used in surgery.
The discovery of anesthesia,Other,chloroform,"Liquid chemical compound discovered in 1831, used as a general anesthetic after ether, notably for its potency and speed of action."
The discovery of anesthesia,Figure,James Young Simpson,Scottish physician who popularized the use of chloroform in obstetrics and surgery starting in 1847.
The discovery of anesthesia,Figure,Queen Victoria,Sovereign of the United Kingdom whose use of chloroform during her childbirths in 1853 and 1857 helped lift religious taboos on anesthesia.
"The structure of DNA (Watson & Crick, 1953)",Figure,Friedrich Miescher,"Swiss biologist who first isolated a substance he called ""nuclein"" (DNA) in the nuclei of white blood cells in 1869."
"The structure of DNA (Watson & Crick, 1953)",Concept,X-ray crystallography,Analytical technique used to determine the atomic structure of a crystal by observing how it deflects a beam of X-rays.
"The structure of DNA (Watson & Crick, 1953)",Concept,genome sequencing,"Method used to determine the precise order of nitrogenous bases (A, T, C, G) all along a DNA molecule."
"The structure of DNA (Watson & Crick, 1953)",Figure,Linus Pauling,"Genius American chemist, rival to Watson and Crick, who mistakenly proposed a triple helix structure for DNA shortly before 1953."
Darwin's theory of evolution (1859),Other,HMS Beagle,Royal Navy ship that served as the base for Charles Darwin's scientific tour of the world between 1831 and 1836.
Darwin's theory of evolution (1859),Other,finches,"Nicknamed 'Darwin's finches', these thirteen species of birds from the Galápagos served as crucial evidence to demonstrate the adaptation of species to their environment."
Darwin's theory of evolution (1859),Figure,Samuel Wilberforce,"Anglican Bishop of Oxford, famous for his virulent opposition to Darwin's theory during a historical debate in 1860."
Darwin's theory of evolution (1859),Figure,Thomas Huxley,British biologist nicknamed 'Darwin's bulldog' for his zeal in defending and spreading the theory of evolution.
Darwin's theory of evolution (1859),Concept,DNA,"Molecule carrying genetic information, the understanding of which allowed for the validation and explanation of the mechanisms of hereditary transmission theorized by Darwin."
The Big Bang,Concept,singularity,"Point in space-time where density and curvature become infinite, making current laws of physics inapplicable."
The Big Bang,Other,primordial nucleosynthesis,"Process that took place during the first minutes of the universe, leading to the formation of light atomic nuclei (hydrogen, helium, lithium)."
The Big Bang,Other,supernovae,"Titanic explosions marking the death of certain stars, used as 'standard candles' to measure cosmic distances and expansion."
Why do volcanoes erupt?,Location,ridges,"Underwater mountain ranges located at the boundary of two tectonic plates that are moving apart, allowing magma to rise and create new oceanic crust."
Why do volcanoes erupt?,Concept,pyroclastic flows,"A mixture of hot gases, ash, and rock fragments that rushes down the flanks of a volcano at speeds exceeding 100 km/h during explosive eruptions."
Why do volcanoes erupt?,Concept,supervolcano,"A volcanic structure capable of producing eruptions with a volume greater than 1,000 km3, often characterized by an immense caldera rather than a classic cone."
Why do volcanoes erupt?,Location,black smokers,Hydrothermal vents located on the seabed that discharge fluids rich in minerals and metals at very high temperatures.
How do earthquakes form?,Concept,Subduction,A geodynamic process where an oceanic tectonic plate sinks beneath another plate (oceanic or continental) before plunging into the Earth's mantle.
How do earthquakes form?,Location,The asthenosphere,"The ductile part of the Earth's upper mantle located beneath the rigid lithosphere, allowing for the movement of tectonic plates."
How do earthquakes form?,Concept,Earthquake engineering,Field of civil engineering studying the design and construction of buildings capable of withstanding seismic tremors without collapsing.
The Chernobyl disaster (1986),Concept,INES,"International Nuclear Event Scale, ranging from 1 (anomaly) to 7 (major accident). Chernobyl and Fukushima are the only two level 7 events."
The Chernobyl disaster (1986),Other,liquidators,Name given to the civil and military personnel dispatched to the site after the explosion to decontaminate the area and build the first sarcophagus.
The Chernobyl disaster (1986),Figure,Mikhail Gorbachev,"Last leader of the USSR (1985-1991), he admitted that Chernobyl had been one of the triggering factors of the collapse of the Soviet Union."
The Chernobyl disaster (1986),Institution,WANO,"World Association of Nuclear Operators, an organization created in 1989 to promote global nuclear safety through the exchange of information between operators."
Why doesn't the Moon fall onto Earth?,Concept,Orbital velocity,Minimum velocity a body must reach to stay in orbit around a celestial body without crashing into it or escaping from it.
Why doesn't the Moon fall onto Earth?,Concept,Inertia,"Property of a body to maintain its speed and direction in the absence of external force, pushing it to move in a straight line in space."
Why doesn't the Moon fall onto Earth?,Concept,Equilibrium speed,Precise speed at which the centrifugal force exactly compensates for the gravitational attraction force.
Is there life elsewhere in the Universe?,Concept,Exobiology,"Scientific discipline that studies the conditions and processes allowing life to appear in the Universe, as well as its detection."
Is there life elsewhere in the Universe?,Concept,Tidal forces,"Gravitational effects exerted by a massive celestial body on another, causing deformations and internal heating through friction."
Is there life elsewhere in the Universe?,Concept,Biosignatures,"Substances, structures, or phenomena providing scientific evidence of past or present life (e.g., simultaneous oxygen and methane in an atmosphere)."
Is there life elsewhere in the Universe?,Concept,Great Filter,"Hypothesis according to which an extremely difficult evolutionary barrier exists, explaining the rarity of advanced civilizations."
Is there life elsewhere in the Universe?,Concept,Zoo hypothesis,"Theory suggesting that advanced civilizations observe us from a distance without interfering, to let us evolve naturally."
Is there life elsewhere in the Universe?,Concept,Spectroscopy,Study of the light spectrum to determine the chemical and physical composition of the matter that is emitting or being passed through.
What is a black hole?,Concept,Accretion disk,"Structure of gas and dust rotating around a massive object (such as a black hole), heated by friction and shining intensely."
What is a black hole?,Other,Interferometry,Technique consisting of combining signals from several distant telescopes to obtain a resolution equivalent to that of a giant telescope.
What is a black hole?,Concept,Hawking radiation,"Theoretical thermal radiation emitted by black holes due to quantum effects, leading to their very slow evaporation."
The theory of relativity for everyone,Figure,Newton,"English physicist (1643-1727) who formulated the Law of universal gravitation, seeing gravity as a force of attraction between masses."
The theory of relativity for everyone,Concept,nuclear physics,"Branch of physics studying the nucleus of atoms and the resulting reactions, based on mass-energy equivalence (E=mc²)."
The theory of relativity for everyone,Concept,black holes,Celestial objects so dense that their gravitational field prevents any form of matter or radiation from escaping.
The theory of relativity for everyone,Other,radio astronomy,Branch of astronomy that studies celestial bodies by observing the radio waves they emit.
The theory of relativity for everyone,Theory,Big Bang,Cosmological model describing the origin and evolution of the Universe from a phase of extreme density and temperature.
How does lightning form?,Concept,cumulonimbus,"Cloud of great vertical development, anvil-shaped, responsible for storm phenomena, hail, and lightning."
How does lightning form?,Concept,sleet,"Ice particle smaller and denser than hail, formed by the freezing of raindrops, playing a key role in cloud electrification."
How does lightning form?,Concept,triboelectric effect,Phenomenon of electrostatic charging created by friction or collision between two materials of different natures.
How does lightning form?,Concept,Sprites,"Red-colored lightning occurring above thunderstorms in the mesosphere, very brief and difficult to observe with the naked eye."
How does lightning form?,Concept,Elves,"Rapidly expanding luminous disks appearing in the upper atmosphere during powerful lightning strikes, due to electromagnetic pulses."
How does a vaccine work?,Concept,B cells,"White blood cells that produce antibodies - proteins capable of recognizing and neutralizing a specific pathogen. After vaccination, some become ""memory cells"" that sometimes persist for a lifetime."
How does a vaccine work?,Concept,T cells,Type of white blood cells capable of directly destroying body cells infected by viruses or those that have become cancerous.
How does a vaccine work?,Concept,Adjuvants,"Substances added to certain vaccines to stimulate and prolong the body's immune response, making the vaccine more effective."
How does a vaccine work?,Figure,Edward Jenner,British physician (1749-1823) considered the father of immunology for creating the first vaccine against smallpox.
What is the greenhouse effect (really)?,Institution,IPCC,"Intergovernmental Panel on Climate Change, created in 1988 to assess scientific information related to climate change."
What is the greenhouse effect (really)?,Concept,permafrost,"Part of a soil permanently frozen for at least two consecutive years, storing huge amounts of organic carbon."
What is the greenhouse effect (really)?,Date,Pliocene,"Geological epoch spanning from approximately 5.3 to 2.5 million years before the present, often used as a comparison point for current CO2 levels."
What is the greenhouse effect (really)?,Concept,greenhouse effect,"Natural warming process of a planet by its atmosphere, where certain gases adsorb and re-emit thermal radiation from the surface."
Why do we sleep?,Concept,Microsleeps,"Involuntary sleep episodes lasting from fractions of a second to 30 seconds, occurring during severe sleep deprivation."
Why do we sleep?,Location,Neocortex,"Outer area of the brain involved in higher functions (perception, reasoning, language) where long-term memories are stored."
Why do we sleep?,Concept,Cytokines,Cell signaling substances produced notably during sleep to regulate the immune response against infections.
Why do we sleep?,Concept,REM sleep,"Sleep phase characterized by intense brain activity, rapid eye movement, and muscle paralysis, associated with dreams."
Why do we sleep?,Concept,Synaptogenesis,"Process of forming synapses (connections) between neurons, particularly intense during sleep in newborns."
How does the brain store memories?,Location,temporal lobe,"Region of the brain located behind the temples, housing the hippocampus and involved in processing memories and auditory information."
Why are some species immortal?,Concept,mTOR,"Acronym for 'mammalian Target of Rapamycin', a protein that regulates cell growth in response to nutrients. Its overactivity is linked to premature aging."
Why are some species immortal?,Concept,stem cells,Undifferentiated cells capable of dividing indefinitely and specializing into different types of cells to repair tissues.
Why are some species immortal?,Concept,epigenetics,"Study of modifications that influence gene expression without changing the DNA sequence, often compared to a 'software layer' that alters with age."
Why do leaves change color?,Concept,phytochromes,"Protein photoreceptors in plants used to detect light variations and adjust their biological cycle (flowering, leaf drop)."
Why do leaves change color?,Concept,tannins,Brown and bitter phenolic substances that remain in dead leaves once all other pigments have degraded.
Why do leaves change color?,Other,aphids,"Parasitic insects of plants; according to the honest signal theory, autumn colors deter them from settling on the tree."
Why do leaves change color?,Other,nitrogen,Essential nutrient that the tree seeks to reclaim from its leaves before winter to ensure its growth the following spring.
What is dark matter?,Concept,Standard Model,"Physical theory that describes elementary particles (quarks, electrons, etc.) and three of the four fundamental forces, but fails to explain dark matter."
What is dark matter?,Concept,Halo,"Invisible spherical structure surrounding a galaxy, composed mostly of dark matter and explaining its rotational stability."
What is dark matter?,Concept,Gravitational lensing,Effect of light distortion from a distant object as it passes near a massive object (such as a dark matter cluster) that curves space-time.
What is dark matter?,Concept,Baryonic,"Refers to ordinary matter composed of protons and neutrons, as opposed to dark matter whose nature is non-baryonic."
Photosynthesis explained simply,Other,stomata,"Small adjustable openings on the epidermis of leaves that allow gas exchange (CO2, O2) and plant transpiration."
Photosynthesis explained simply,Concept,ATP,Adenosine triphosphate. A universal molecule that serves as the primary energy carrier within living cells.
Photosynthesis explained simply,Concept,NADPH,High-energy electron carrier molecule used in the chemical reactions of glucose synthesis.
How does electricity work in our bodies?,Concept,sodium-potassium pumps,Membrane proteins that use cellular energy (ATP) to maintain the ionic concentration gradients necessary for the resting potential.
How does electricity work in our bodies?,Concept,glutamate,"The primary excitatory neurotransmitter of the central nervous system, playing a crucial role in neuronal plasticity and memory."
How does electricity work in our bodies?,Concept,resting potential,Stable state of the electrical voltage across a neuron's membrane when it is not transmitting a signal (approximately -70 millivolts).
Why do certain sounds give us chills?,Figure,Matthew Sachs,"Researcher in neurosciences, author of pioneering studies (2016-2017) on structural brain differences in people who experience musical chills."
Why do certain sounds give us chills?,Concept,Subcortical,"Refers to the deep regions of the brain (such as the striatum or amygdala) located below the cortex, responsible for instinctive and emotional functions."
Why do certain sounds give us chills?,Concept,Harmonic resolution,The transition from an unstable chord (tension) to a stable chord (rest) in classical music Theory.
Why do seasons exist on other planets?,Concept,Obliquity,The angle between a planet's rotation axis and the perpendicular to its orbital plane; it is the major cause of seasons.
Why do seasons exist on other planets?,Concept,<perihelion>,The point in the orbit of a celestial body where the distance of this body from the Sun is minimal.
Why do seasons exist on other planets?,Location,<rings of Saturn>,"A system of planetary rings composed of ice and dust encircling Saturn, whose appearance varies according to the planet's seasons."
Why do seasons exist on other planets?,Location,<exoplanets>,"Planets located outside the solar system, orbiting a star other than the Sun."
Why do seasons exist on other planets?,Concept,Retrograde rotation,"The rotation direction of a planet that rotates from East to West, contrary to the majority of planets in the solar system."
"The Odyssey, Homer",Other,aedes,Poet-singers of ancient Greece who improvised or recited epics while traditionally accompanying themselves with a lyre (the phorminx).
"The Odyssey, Homer",Movement,Homeridae,Brotherhood or guild of singers and poets who claimed to be descendants of Homer and ensured the transmission of his works.
"The Odyssey, Homer",Figure,Milman Parry,"American philologist who proved, through the study of Balkan bards, that Homer's works were based on a technique of improvised oral composition."
"The Odyssey, Homer",Concept,oral tradition,"Mode of cultural transmission through speech, without written support, relying on specific memorization techniques."
"The Odyssey, Homer",Other,Homeric Greek,"Archaic and artificial literary language used by Homer, mixing different Greek dialects for reasons of meter and rhythm."
"The Odyssey, Homer",Concept,dactyl,"Unit of measurement of the Greek verse (the dactylic hexameter) composed of one long syllable followed by two shorts, imitating the rhythm of a gallop."
"The Odyssey, Homer",Concept,in media res,"Latin phrase meaning 'in the midst of things', designating a narrative process where the story begins in the heart of the plot."
"The Odyssey, Homer",Concept,analepsis,Technical term designating a move back in time within a narrative (flashback).
"The Odyssey, Homer",Concept,nekyia,Ritual episode during which the hero invokes the dead to question their shadows about the future.
"The Odyssey, Homer",Figure,James Joyce,"Major 20th-century Irish writer, author of the experimental novel 'Ulysses' (1922)."
"The Iliad, Homer",Concept,timē,"In Ancient Greece, the honor or public recognition granted to a hero based on his exploits. It is the lack of timē inflicted by Agamemnon that causes Achilles' withdrawal."
"The Iliad, Homer",Event,Trojan Horse,Famous stratagem by Odysseus consisting of introducing Greek soldiers into Troy via a huge wooden horse. This episode is not told in the Iliad but in the Odyssey and the Aeneid.
"Oedipus Rex, Sophocles",Work,Poetics,"Treatise by Aristotle analyzing the rules of tragedy and epic, making Oedipus Rex the model of the genre."
"Oedipus Rex, Sophocles",Work,Antigone,"Tragedy by Sophocles telling the fate of the daughter of Oedipus, confronted with the conflict between divine laws and human laws."
"Oedipus Rex, Sophocles",Work,Oedipus at Colonus,"Last play by Sophocles describing the death of the exiled Oedipus, who became a sacred figure after his sufferings."
"Oedipus Rex, Sophocles",Concept,tritagonist,"Third actor introduced by Sophocles, allowing the dramatic play to be enriched beyond a simple one-on-one."
"Oedipus Rex, Sophocles",Other,loimos,Greek term referring to the plague or a religious pollution striking a city as punishment for a sin.
"Oedipus Rex, Sophocles",Figure,Tiresias,Blind seer of Thebes who possesses dual knowledge (past and future) and reveals his fault to Oedipus.
"Oedipus Rex, Sophocles",Concept,anagnorisis,Moment in the tragedy where a character moves from ignorance to knowledge (the recognition).
"Oedipus Rex, Sophocles",Concept,peripeteia,"The sudden reversal of a character's situation, turning from happiness to extreme misfortune."
"Oedipus Rex, Sophocles",Concept,pharmakos,"Scapegoat in Ancient Greece, purging the city of its evil through their expulsion or sacrifice."
"Oedipus Rex, Sophocles",Other,ainigma,"Greek word meaning enigma, referring to a game of the mind but also the obscure speech of oracles."
"Antigone, Sophocles",Event,Seven Against Thebes,Military expedition led by Polynices and six other leaders against their own city of Thebes to reclaim the throne from Eteocles.
"Antigone, Sophocles",Location,Hades,"The realm of the dead in Greek mythology, where souls reside after receiving funeral rites."
"Antigone, Sophocles",Concept,peripeteia,Sudden change of situation in a theater play that leads the action towards its resolution.
"The Symposium, Plato",Concept,androgynes,"Mythical beings possessing both masculine and feminine characteristics. In Aristophanes' account, they represent one of the three original forms of humanity before being split by the gods."
"The Symposium, Plato",Concept,daimon,"In Greek mythology and in Plato's work, an intermediary being between gods and mortals, serving as a messenger or mediator. Eros is described as a daemon because he links human desire to divine perfection."
"The Symposium, Plato",Concept,Eros,"Greek divinity of Love and desire. In Plato's work, he symbolizes the force of attraction that pushes the soul towards beauty and knowledge."
"The Symposium, Plato",Figure,Alcibiades,"Athenian politics figure and general famous for his charisma, beauty, and instability. His crashing entrance at the end of the Symposium offers a vivid portrait of Socrates."
"The Republic, Plato",Concept,Epithumia,"In Plato's psychology, the desiring part of the soul linked to biological needs and material appetites."
"The Republic, Plato",Concept,Thumos,"The 'irascible' or 'spirited' part of the soul, the seat of courage, noble anger, and strength of character."
"The Republic, Plato",Concept,Logos,"The rational part of the soul, capable of accessing the truth and guiding the other parts toward harmony."
"The Republic, Plato",Location,Kallipolis,"Name meaning 'beautiful city', designating the ideal city constructed by Socrates and his interlocutors in The Republic."
"The Republic, Plato",Figure,Karl Popper,"20th-century philosopher and author of 'The Open Society and Its Enemies', a radical critic of the Platonic model which he deems a precursor to totalitarianism."
"The Republic, Plato",Figure,Alfred North Whitehead,British philosopher and mathematician famous for his quote emphasizing the hegemonic influence of Plato on the history of thought.
"The Apology of Socrates, Plato",Concept,apologia,"Greek term meaning 'defense'. In the ancient context, it refers to a speech intended to justify one's actions during a trial, rather than to express regret."
"The Apology of Socrates, Plato",Movement,sophists,"Masters of rhetoric and eloquence in Ancient Greece who taught the art of persuasion for a fee, often criticized by Socrates for their lack of concern for absolute truth."
"The Apology of Socrates, Plato",Location,Prytaneum,Public building in Athens where magistrates sat and where deserving citizens and victorious athletes were fed at the city's expense.
"Works and Days, Hesiod",Location,Boeotia,"A region of central Greece, north of Attica, whose capital was Thebes. Perceived by the Athenians as a land of boorish peasants, it is the homeland of Hesiod."
"Works and Days, Hesiod",Concept,Hubris,"A Greek notion referring to hubris, the insane pride that drives man to believe he is the equal of the gods. It is the supreme crime that triggers divine punishment (Nemesis)."
"Works and Days, Hesiod",Figure,Erasmus,"Renaissance humanist who, by translating Hesiod into Latin, replaced the Greek term 'pithos' (jar) with 'pyxis' (box), thus creating the erroneous but famous expression 'Pandora's box'."
"Works and Days, Hesiod",Work,Georgics,"A Latin didactic poem by Virgil dealing with agriculture, directly inspired by the work of Hesiod."
"Medea, Euripides",Figure,Aeschylus,"The oldest of the three great authors of Greek tragedies, known for the religious and collective dimension of his plays."
"Medea, Euripides",Figure,Sophocles,"Greek tragedian, author of Oedipus Rex, who introduced the third actor and focused on heroic solitude."
"Medea, Euripides",Concept,Barbarian,"For the Greeks, this refers to anyone who does not speak Greek and is foreign to their culture. The term was not initially insulting but marks a radical state of otherness."
"Medea, Euripides",Institution,Argonauts,"A group of heroes who, according to Mythology, accompanied Jason on the ship Argo to seek the Golden Fleece."
"Medea, Euripides",Concept,Thumos,"Greek Concept referring to the irascible soul, the seat of anger, courage, and the sense of honor."
"Medea, Euripides",Concept,Deus ex machina,Theatrical technique consisting of having a god or a divine force intervene at the end of a play to resolve an inextricable situation.
"Les Misérables, Victor Hugo",Concept,Digressions,"Interruption of the main narrative by the author to address a historical, philosophical, or sociological subject (e.g., Waterloo in Les Misérables)."
"Les Misérables, Victor Hugo",Location,Sewers of Paris,Subterranean world of the capital used by Hugo as a metaphor for the social unconscious and the site of Jean Valjean's heroic escape.
"Les Misérables, Victor Hugo",Movement,ABC,"Name of the fictional secret society of republican students led by Enjolras, whose name is a pun on 'les abaissés' (the downtrodden)."
"Les Misérables, Victor Hugo",Concept,Engaged literature,"Type of Work where the author puts their Art at the service of a politics, social, or ethical cause to transform society."
"Madame Bovary, Flaubert",Movement,realism,"19th-century literary Movement aiming to represent social and human reality in the most faithful way possible, without idealizing it."
"Madame Bovary, Flaubert",Figure,Homais,"Pharmacist of Yonville, a figure of the triumphant, pedantic, and mediocre bourgeoisie, who stands in contrast to Emma's distress through his social success."
"The Red and the Black, Stendhal",Historical reference,Vulgate,"Latin translation of the Bible, used by the Catholic Church. Mastering this text by heart was a sign of immense biblical erudition, used by Julien Sorel to impress the clergy and the nobles."
"The Red and the Black, Stendhal",Other,Chronicle of 1830,Alternative title and subtitle of the novel highlighting Stendhal's desire to anchor his narrative in the burning social and politics news of his time.
"The Red and the Black, Stendhal",Concept,Beylism,"Stendhal's philosophy of life and writing, combining a lucid analysis of the World, the quest for individual happiness, and the rejection of romantic emphasis."
"Candide, Voltaire",Event,Seven Years' War,"Major conflict (1756-1763) primarily opposing France and Great Britain. Voltaire uses it to denounce the ""heroic butchery"" of battles."
"Candide, Voltaire",Institution,Inquisition,"Ecclesiastical court responsible for hunting down heresy. In Candide, it illustrates the religious fanaticism that Voltaire fights."
"Candide, Voltaire",Concept,Auto-da-fé,Public penance ceremony where heretics are sometimes burned. Voltaire turns it into a demonstration of superstitious absurdity.
"Candide, Voltaire",Figure,Leibniz,"Gottfried Wilhelm Leibniz (1646-1716), a German philosopher whose Theodicy defends the idea that God created the 'best of all possible worlds'."
"The Confessions, Rousseau",Concept,autobiographical pact,"Concept theorized by Philippe Lejeune referring to the author's commitment to telling the truth about themselves, creating an identity between the author, the narrator, and the character."
"The Confessions, Rousseau",Movement,Romanticism,"European cultural Movement emphasizing the expression of feelings, imagination, and the exaltation of nature, of which Rousseau is considered one of the spiritual fathers."
"The Stranger, Camus",Institution,Gallimard,Prestigious French publishing house that published The Stranger in 1942 and for which Camus would later become one of the influential readers.
"The Stranger, Camus",Movement,Nuveau Roman,"Literary Movement of the 1950s that rejected the conventions of the traditional novel (plot, character psychology), finding a precursor in Camus's neutral style."
"The Stranger, Camus",Figure,Kamel Daoud,"Contemporary Algerian writer, author of 'Meursault, contre-enquête', who gives an identity and a voice to the brother of the Arab killed by Meursault."
"The Stranger, Camus",Concept,postcolonial,"Critical studies analyzing the cultural, politics, and social consequences of colonization, focusing notably on the representation of the Other in Art."
"The Myth of Sisyphus, Camus",Movement,Theatre of the Absurd,"Theatrical trend of the 1950s (Beckett, Ionesco) that breaks with naturalism to stage the meaninglessness of the human condition and the failure of language."
"In Search of Lost Time, Proust",Other,Salons,"Places of sociability for high society where people gather to discuss politics, art, and literature, decisive in the narrator's social apprenticeship."
"In Search of Lost Time, Proust",Figure,André Gide,French writer and major figure of the NRF who initially refused Proust's manuscript before becoming one of his greatest admirers.
"In Search of Lost Time, Proust",Figure,Monsieur de Charlus,"Central and complex Figure of the Recherche, a cultivated aristocrat whose destiny Proust uses to explore homosexuality and social decline."
"1984, George Orwell",Institution,POUM,Workers' Party of Marxist Unification. Anti-Stalinist revolutionary organization in Spain in which Orwell fought.
"1984, George Orwell",Concept,Censorship,"Action of limiting or prohibiting the dissemination of ideas, information, or works by a public or religious authority."
"1984, George Orwell",Concept,Doublethink,"Ability to accept two contradictory beliefs as true at the same time, allowing one to ignore physical reality in favor of the Party's doctrine."
"Animal Farm, George Orwell",Date,Second World War,Global conflict (1939-1945) during which the USSR was the ally of Great Britain and the United States against Nazi Germany.
"Animal Farm, George Orwell",Concept,proletariat,Social class composed of workers who do not own the means of production and sell their labor power to survive.
"Animal Farm, George Orwell",Figure,Tsar Nicholas II,"The last Emperor of Russia, overthrown during the 1917 Revolution, represented by farmer Jones in the novel."
"Animal Farm, George Orwell",Concept,Newspeak,Orwellian concept designating a simplified and manipulated language aimed at preventing any critical or oppositional thought.
"Animal Farm, George Orwell",Event,Russian Revolution,Events of 1917 that led to the overthrow of the tsarist regime and the seizure of power by the Bolsheviks led by Lenin.
"Romeo and Juliet, Shakespeare",Work,Romeo and Juliet,"Tragedy by William Shakespeare written around 1595, recounting the passion of two lovers whose feuding families prevent their union."
"Romeo and Juliet, Shakespeare",Figure,Matteo Bandello,16th-century Italian writer whose novella served as the primary source for Shakespeare for his plot.
"Romeo and Juliet, Shakespeare",Concept,Vendetta,"Hereditary hatred or vengeance between two families or clans, the driving force of the tragedy in the play."
"Romeo and Juliet, Shakespeare",Concept,Cynic,"Here, an attitude that consists of mocking ideal values and feelings through a critical or disillusioned spirit, as Mercutio does."
"Romeo and Juliet, Shakespeare",Concept,Peripateticism,"In the broad sense in theater, the art of developing a thought through the action and movement of the figures."
"Romeo and Juliet, Shakespeare",Work,West Side Story,Famous 1957 musical that adapts the plot of Shakespeare to the conflict between two gangs in New York.
"Brave New World, Aldous Huxley",Work,1984,"George Orwell's novel published in 1949 describing a totalitarian dystopia based on constant surveillance, repression and the manipulation of language (Newspeak)."
"Brave New World, Aldous Huxley",Concept,Bokanovsky's Process,"In the novel, a technique consisting of using thermal or chemical shocks to cause multiple buddings from a single egg, allowing the creation of up to 96 identical twins."
"Brave New World, Aldous Huxley",Work,Brave New World Revisited,"An essay published by Aldous Huxley in 1958 where he analyzes, 27 years later, the evolution of society in relation to his own fictional predictions."
"Frankenstein, Mary Shelley",Concept,Galvanism,"Physical Theory of Luigi Galvani in the 18th century suggesting that animal muscles are activated by an electrical fluid, opening up the imagination to the reanimation of the dead."
"Frankenstein, Mary Shelley",Movement,Romanticism,"Literary and artistic movement of the 19th century prioritizing the expression of feelings, imagination, wild nature and the torments of the soul."
"Frankenstein, Mary Shelley",Concept,Hubris,"Greek term designating the excessive pride of a human who seeks to equal the gods, leading inevitably to their downfall."
"Frankenstein, Mary Shelley",Concept,Tabula rasa,"Philosophical concept according to which the human mind is born blank of all knowledge or moral inclination, and is built only through experience and education."
"Frankenstein, Mary Shelley",Concept,Posthumanism,Current of thought exploring the idea of a humanity transformed or surpassed by technological and biological progress.
"Frankenstein, Mary Shelley",Concept,Social determinism,Principle according to which an individual's social conditions and environment determine their behavior and fate.
"Frankenstein, Mary Shelley",Work,Paradise Lost,"Epic poem by John Milton dealing with the fall of man and Satan's revolt against God, a key book that the creature reads to understand its own condition."
"Crime and Punishment, Dostoevsky",Work,Crime and Punishment,"Novel by Fyodor Dostoyevsky published in 1866, a pillar of Russian literature exploring themes of guilt, morality, and redemption."
"Crime and Punishment, Dostoevsky",Movement,Petrashevsky Circle,"Russian intellectual discussion group of socialist inspiration to which Dostoyevsky belonged, which earned him a death sentence."
"Crime and Punishment, Dostoevsky",Location,Omsk Fortress,"Place of detention in Siberia where Dostoyevsky spent four years of forced labor, an experience that forged his vision of human suffering."
"Crime and Punishment, Dostoevsky",Concept,Forensic psychology,"Investigative method used by the Figure of Porfiri Petrovitch, consisting of analyzing the suspect's nervous and mental reactions rather than physical evidence."
"Crime and Punishment, Dostoevsky",Other,Resurrection of Lazarus,"Episode from the Gospel according to John where Jesus brings Lazarus back to life, a central symbol of Raskolnikov's spiritual renewal in the novel."
"The Trial, Kafka",Location,Austro-Hungarian Empire,Multicultural political entity in Central Europe ruled by the Habsburgs from 1867 until its dissolution in 1918 after the First World War.
"The Trial, Kafka",Work,Before the Law,"Key episode located at the end of The Trial, told by a priest to Josef K., illustrating the impenetrability of the Law and human helplessness."
