# Geschichte
16,Kunst,Musik,Beethoven: Genie und Taubheit,Welches ergreifende Dokument verfasste Beethoven 1802 in Heiligenstadt?,Das „Heiligenstädter Testament“,Sein „Tagebuch der Taubheit“,Sein „Brief an die Unsterbliche Geliebte“,Die „Abhandlung über die Komposition“,"In diesem an seine Brüder gerichteten Text drückt Beethoven seine tiefe Verzweiflung über seine Taubheit aus, bekräftigt jedoch seine Entscheidung zu leben, um seine künstlerische Mission zu erfüllen.",Warum strich Beethoven die Widmung seiner 3. Symphonie an Napoleon?,Weil dieser sich zum Kaiser krönen ließ,Weil Napoleon ihn nicht bezahlt hatte,Wegen der Niederlage Frankreichs bei Waterloo,Weil er sie lieber Haydn widmen wollte,"Als Bewunderer der Ideale der Revolution war Beethoven wütend zu erfahren, dass Bonaparte sich zum Kaiser ausgerufen hatte, da er darin einen Verrat an der Freiheit sah.",Welche bedeutende Innovation zeichnet die Neunte Symphonie aus?,Die Einbeziehung von Solisten und einem Chor,Die erstmalige Verwendung einer Orgel,Die Erfindung neuer Streichinstrumente,Der vollständige Verzicht auf Blasinstrumente,"Indem er die menschliche Stimme in den letzten Satz einführte, brach Beethoven mit den Konventionen der Symphonie, die bis dahin ein rein instrumentales Genre war.","Wer half Beethoven dabei, den Triumph der Neunten Symphonie bei ihrer Uraufführung wahrzunehmen?",Die Chorsängerin Caroline Unger,Der Kaiser von Österreich,Sein Schüler Carl Czerny,Der stellvertretende Dirigent,"Völlig taub, hatte Beethoven nicht bemerkt, dass das Werk beendet war und das Publikum ihm zujubelte; Caroline Unger musste ihn am Ärmel fassen, um ihn zum Saal umzudrehen.","Wie gelang es Beethoven, den Klang seines Klaviers trotz seiner Taubheit wahrzunehmen?",Über einen Holzstab zwischen den Zähnen (Knochenleitung),"Durch Spiegel, die die Klaviersaiten reflektierten",Indem er seine Ohren flach auf den Boden presste,Durch die Verwendung von Hörrohren aus Gold,"Beethoven nutzte die Knochenleitung: Indem er einen Holzstab zwischen seine Zähne und das Klavier klemmte, nahm er die internen Vibrationen des Instruments direkt durch seinen Kiefer wahr."
17,Kunst,Musik,Die Geburtsstunde des Rock 'n' Roll,"Welcher Stil aus dem Süden der USA, entstanden aus der Begegnung von Country und Blues, markierte den Beginn von Elvis Presleys Karriere?",Der Rockabilly,Der Jazz Fusion,Der Bebop,Der Bluegrass,Der Rockabilly verschmilzt die ländlichen weißen Wurzeln (Hillbilly/Country) mit den elektrischen Rhythmen des schwarzen Blues.,Welche strukturelle Innovation wird Chuck Berry zugeschrieben?,Die Erschaffung des modernen Gitarren-Riffs,Die Erfindung des Verzerrer-Pedals,Der Einsatz des Synthesizers,Der Übergang zum lyrischen Gesang,"Chuck Berry erfand rhythmisierte und repetitive Gitarrenmotive (Riffs), die zur instrumentalen Basis des Rock wurden.",Worin bestand die umstrittene Praxis der 'Covers' in den 1950er Jahren?,"Darin, Hits schwarzer Künstler durch weiße Sänger neu aufnehmen zu lassen","Darin, schwarzen Künstlern das Spielen der elektrischen Gitarre zu verbieten","Darin, Blues-Texte für den Export ins Französische zu übersetzen","Darin, jede Spur von Schlagzeug in den Aufnahmen zu entfernen","Die Plattenfirmen ließen afroamerikanische Lieder von Weißen neu interpretieren, um die radiophonische Segregation zu umgehen und die Gewinne abzuschöpfen.",Welche Rolle spielte Sam Phillips in der Geschichte des Rock?,Er entdeckte und produzierte Elvis Presley im Sun Records Studio,Er war der erste schwarze Bürgermeister von Memphis,Er erfand das Transistorradio,Er verfasste die Jim-Crow-Gesetze,"Als visionärer Produzent suchte er einen weißen Künstler, der den Blues mit Authentizität interpretieren konnte, um das breite Publikum zu erreichen.",Welche Auswirkungen hatte der Rock 'n' Roll auf die amerikanische Gesellschaft der Segregation?,Er schuf einen gemeinsamen kulturellen Raum für junge Weiße und Schwarze,Er verstärkte den Isolationismus der USA,Er führte zur Beruhigung auf den Universitätscampus,Er führte zum Verbot elektrischer Gitarren,"Indem der Rock eine ganze Generation dieselbe Musik hören ließ, begann er, die institutionellen Rassenschranken aufzubrechen."
18,Kunst,Musik,Bach und die Barockmusik,Welche wöchentliche Aufgabe musste Bach während seiner Anstellung in Leipzig erfüllen?,Eine neue Kantate für die Sonntagsgottesdienste komponieren und einstudieren,Einen Traktat über Harmonielehre für seine Schüler der Thomasschule veröffentlichen,Eine öffentliche Oper zugunsten der Thomaskirche organisieren,"Die Partituren von Vivaldi überarbeiten, um sie an den lutherischen Gottesdienst anzupassen","Bach war vertraglich verpflichtet, für jeden Sonntagsgottesdienst und die Feiertage in Leipzig eine Originalmusik (oft eine Kantate) zu liefern.",Welcher Komponist steht am Anfang der 'Renaissance Bach' im Jahr 1829 ?,Felix Mendelssohn,Ludwig van Beethoven,Johannes Brahms,Richard Wagner,"Durch die Dirigierung der Matthäus-Passion im Jahr 1829 ermöglichte Mendelssohn dem Publikum, das Genie von Bach wiederzuentdecken, der seit seinem Tod im Jahr 1750 in relative Vergessenheit geraten war.",Warum ist 'Das Wohltemperierte Klavier' revolutionär ?,"Es beweist, dass man dank einer einheitlichen Stimmung in allen Tonarten spielen kann","Es handelt sich um die erste Musiksammlung, die speziell für den Jazz geschrieben wurde",Es enthält die ersten Anweisungen für die Erfindung des Metronoms,"Es war das erste Musikbuch, das industriell gedruckt wurde","Dank der Wohltemperierte Stimmung demonstriert Bach, dass ein Klavier ohne Dissonanzen in den 24 Dur- und Moll-Tonarten spielen kann, ein bedeutender Bruch mit den alten Systemen.",Was war die symbolische Signatur von Bach auf seinen religiösen Partituren ?,SDG (Soli Deo Gloria),BACH (der Code seiner Noten),AMDG (Ad Maiorem Dei Gloriam),JSB (Johann Sebastian Bach),"Bach schrieb oft 'SDG' (Gott allein die Ehre), da er seine Musik nicht als Selbstzweck, sondern als Hommage an den Schöpfer betrachtete.",Was ist das im Kurs erwähnte 'Golden Record' ?,"Eine an Bord der Voyager-Sonden befindliche Schallplatte, die Musik von Bach enthält",Der Preis für die meistverkauften Partituren von Bach im 19. Jahrhundert,Das Originalmanuskript der Matthäus-Passion,Eine Gedenktafel am Eingang der Thomasschule,"Im Jahr 1977 wählte die NASA Stücke von Bach aus, um die Exzellenz der menschlichen Kultur in der an außerirdische Intelligenzen gesendeten Botschaft zu repräsentieren."
19,Kunst,Musik,Die Geburtsstunde des amerikanischen Jazz,"Welcher Ort in New Orleans ermöglichte es den afrikanischen Musiktraditionen, seit der kolonialen Periode zu überleben ?",Congo Square,Storyville,Harlem,French Quarter,"Congo Square war der einzige öffentliche Raum, in dem es der versklavten Bevölkerung erlaubt war, sich sonntags zu versammeln, um ihre Tänze und Perkussion auszuüben.",Welche konzeptionelle Innovation stellt den Jazz-Interpreten in das Zentrum des kreativen Prozesses?,Die Improvisation,Die feste Partitur,Der ausschließliche Gebrauch des Klaviers,Der Chorgesang,"Die Improvisation ermöglicht es dem Musiker, seine eigene Melodie in Echtzeit über einer harmonischen Struktur zu komponieren und bricht so mit dem Primat der klassischen Partitur.",Welches Album von Miles Davis (1959) revolutionierte das Genre durch die Einführung von Modal Jazz?,«Kind of Blue»,«Bitches Brew»,«A Love Supreme»,«Blue Train»,"Das 1959 veröffentlichte «Kind of Blue» vereinfacht die harmonische Struktur durch die Verwendung von Modi, was den Solisten eine größere melodische Freiheit bietet.",Welcher Jazzstil der 1940er Jahre markierte den Übergang von der Unterhaltung hin zu einer komplexen intellektuellen Kunst?,Der Bebop,Der Swing,Der Free Jazz,Der Ragtime,"Der Bebop, getragen von Charlie Parker, führte Spielgeschwindigkeiten und dissonante Harmonien ein, die eher für aufmerksames Zuhören als für den Tanz bestimmt waren.",Was ist der Haupteinfluss des Jazz auf die rhythmische Struktur der weltweiten Musik?,Die Einführung von Swing,Die Erfindung der elektrischen Gitarre,Die Unterdrückung der Melodie,Der Ersatz der Harmonie,"Der Swing ist jener elastische und versetzte Puls, der die populäre Musik revolutioniert hat und sich in fast allen modernen Genres (Rock, Funk, Pop) wiederfindet."
20,Kunst,Musik,Der Blues: Wurzeln aller modernen Musik,Welche grundlegende harmonische Struktur hat der Blues entwickelt und an die gesamte populäre Musik weitergegeben?,Das 12-Takt-Schema mit der Harmoniefolge I-IV-V,Die klassische Sinfonie in vier Sätzen,Das serielle Zwölftonsystem,Das im Country verwendete 16-Takt-Schema,"Der Blues basiert auf einem 12-Takt-Schema, das in drei Abschnitte unterteilt ist und die Stufen Tonika (I), Subdominante (IV) und Dominante (V) der Tonleiter verwendet.",Welche Legende wird mit dem außergewöhnlichen Talent von Robert Johnson in Verbindung gebracht?,"Er soll seine Seele an einer Kreuzung dem Teufel verkauft haben, im Austausch für sein Genie an der Gitarre","Er soll der uneheliche Sohn eines reichen weißen Plantagenbesitzers sein, der Gitarrenfan war","Er soll die Musik gelernt haben, indem er Radiowellen aus Europa hörte",Er soll eine magische Gitarre im Wasser des Mississippi gefunden haben,"Der Mythos vom Crossroads (Kreuzweg) besagt, dass Johnson seine übermenschliche Technik erwarb, indem er einen faustischen Pakt mit dem Teufel schloss.",Welcher technologische Sprung ermöglichte die Geburt des Chicago Blues in den 1940er und 50er Jahren?,Die Elektrifizierung der Gitarren und das Hinzufügen eines kraftvollen Schlagzeugs,Die Erfindung des Synthesizers und des Drumcomputers,Der massive Einsatz von Sinfonieorchestern,Der exklusive Übergang zum A-cappella-Gesang ohne Instrumente,"Nach ihrer Ankunft in Chicago elektrifizierten Künstler wie Muddy Waters ihren Sound, um den Stadtlärm zu übertönen, und legten so den Grundstein für den Rock.",Welchen großen Einfluss hatte der Blues auf die britischen Bands der 1960er Jahre?,Sie entdeckten den amerikanischen Blues neu und machten ihn weltweit populär,Sie verboten den Einsatz elektrischer Instrumente,Sie ersetzten Blues-Strukturen durch gregorianische Gesänge,"Sie erschufen den Blues von Grund auf neu, ohne amerikanischen Einfluss",Die Rolling Stones oder Led Zeppelin ließen sich direkt von schwarzen amerikanischen Bluesmusikern inspirieren und verbreiteten diesen Sound auf globaler Ebene.,Welches dieser Elemente ist eine direkte vokale Wurzel des Blues?,Die Field Hollers und Work Songs der Plantagen,Die italienische Oper des 18. Jahrhunderts,Traditionelle deutsche Kinderlieder,Das Jodeln der österreichischen Berge,"Der Blues stammt von den Arbeitsrufen (Field Hollers) und den Arbeitsliedern (Work Songs) ab, die von Sklaven verwendet wurden, um die Anstrengung zu rhythmisieren und zu kommunizieren."
21,Kunst,"Kino, Fotografie & Architektur + ikonische Werke",Die Geburt der Fotografie,Welches ist die erste bekannte Fotografie der Geschichte und wie lange war die erforderliche Belichtungszeit?,„Blick aus dem Arbeitszimmer von Le Gras“ von Nicéphore Niépce (1826-1827) mit 8 Stunden Belichtungszeit,Das Porträt von Boyer de Nîmes durch Daguerre (1838) mit 10 Minuten Belichtungszeit,Der Boulevard du Temple durch Daguerre (1838) mit 30 Minuten Belichtungszeit,Die erste Kalotypie von Talbot (1835) mit 1 Stunde Belichtungszeit,"Niépce verwendete das nur sehr schwach lichtempfindliche Judenpech auf einer Zinnplatte, was die enorme Belichtungszeit von 8 Stunden erklärt, um die Aussicht auf sein Anwesen festzuhalten.",Welche Erfindung demokratisierte das fotografische Porträt in den 1850er Jahren?,Die Visitenkarten-Fotografien von André Disdéri,Die Farb-Daguerréotypie von Ducos du Hauron,Die tragbare Kodak-Kamera,Die Camera Obscura von Fox Talbot,"Disdéri patentierte ein standardisiertes Format, das es ermöglichte, acht Aufnahmen auf einer einzigen Platte zu machen, wodurch die Kosten auf ein Zehntel reduziert wurden und das Porträt für das Bürgertum erschwinglich wurde.",Welches Konzept von Henri Cartier-Bresson definiert die Ästhetik der modernen Straßenfotografie?,Der „entscheidende Augenblick“,Die „verborgene Geometrie“,Das „fotografische Auge“,Die „totale Schärfentiefe“,"Der entscheidende Augenblick ist der einmalige Moment, in dem die visuelle Komposition und das menschliche Handeln perfekt aufeinandertreffen, um ein kraftvolles und bedeutungsvolles Bild zu kreieren.",Wie hat die Fotografie die Entwicklung der Malerei technisch beeinflusst?,"Indem sie sie von ihrer dokumentarischen Funktion befreite und sie zwang, die Subjektivität zu erforschen",Indem sie sie für Bühnenbilder im théâtre vollständig ersetzte,"Indem sie Maler dazu zwang, Labortechniker zu werden",Indem sie realistische Sujets in den offiziellen Salons verbot,"Da die Kamera nun die Rolle des getreuen Zeugen der Realität übernahm, konnte sich die Malerei von der exakten Ähnlichkeit lösen, um den Impressionismus und die Abstraktion zu erfinden.",Welche Fotoagentur co-gründete Henri Cartier-Bresson im Jahr 1947?,Magnum Photos,Getty Images,Gamma-Rapho,Sipa Press,"Magnum Photos wurde als Genossenschaft unabhängiger Fotografen gegründet, um deren Urheberrechte und die Integrität ihrer Reportagen gegenüber den Zeitungen zu schützen."
22,Kunst,"Kino, Fotografie & Architektur + ikonische Werke",Charlie Chaplin und der Stummfilm,"Welches Datum markiert die erste öffentliche, zahlungspflichtige Vorführung des Kinos der Brüder Lumière?","Der 28. Dezember 1895, im Grand Café in Paris","Der 22. März 1895, in Lyon","Der 1. Januar 1896, in London","Der 28. Dezember 1894, in Paris","Der 28. Dezember 1895 ist das Gründungsdatum des Kinos als kollektive, zahlungspflichtige Vorstellung und leitete in Paris das Zeitalter der Filmindustrie ein.","Was symbolisiert hauptsächlich das Kostüm von Charlot (dem Tramp), das aus widersprüchlichen Elementen besteht?","Einen gefallenen Gentleman, der trotz seiner Armut seine Würde bewahrt",Eine Verspottung der damaligen Militäruniformen,"Einen einfachen Test von Kostümen, die von anderen Schauspielern zurückgelassen wurden","Den Wunsch, die britische Mode in den USA zu fördern","Die Mischung aus Eleganz (Spazierstock, Melone) und Elend (zu weite Hose) drückt den Kampf des Einzelnen aus, angesichts sozialer Schwierigkeiten würdevoll zu bleiben.","Aus welchem grundlegenden Grund weigerte sich Chaplin bis 1940, zum Tonfilm überzugehen?",Um die Universalität von Charlot beim weltweiten Publikum nicht zu brechen,Aufgrund eines technischen Fehlers in seinem Produktionsstudio,"Weil er glaubte, dass der Ton eine vorübergehende Modeerscheinung sei","Weil er sich weigerte, die Nutzungsrechte für Mikrofone zu bezahlen","Die Stummheit von Charlot ermöglichte es ihm, alle Völker ohne Sprachbarriere anzusprechen – eine Stärke, die er nicht durch einen spezifischen Akzent verlieren wollte.",Welcher Film markiert Chaplins frontales politisches Engagement gegen den Faschismus?,Der große Diktator,Moderne Zeiten,Goldrausch,The Kid,Der 1940 gedrehte Film 'Der große Diktator' ist eine Parodie auf Hitler und ein Plädoyer für die Demokratie; er markiert Chaplins ersten vollständigen Sprechfilm.,"Warum war Chaplin gezwungen, sich ab 1952 in der Schweiz niederzulassen?",Die US-Behörden entzogen ihm die Wiedereinreisegenehmigung aufgrund des Verdachts auf kommunistische Sympathien,Er wollte europäische Filmstudios vom Zentrum Europas aus leiten,"Er wurde verbannt, weil er sich weigerte, seine Steuern in Hollywood zu zahlen","Er wollte seinem Freund Albert Einstein näher sein, der bereits in Vevey lebte","Inmitten von McCarthyismus und Kalter Krieg nutzte das FBI von J. Edgar Hoover eine Auslandsreise Chaplins aus, um ihm die Rückkehr auf amerikanischen Boden zu untersagen."
23,Kunst,"Kino, Fotografie & Architektur + ikonische Werke",Orson Welles und Citizen Kane,"Welche Radiosendung produzierte Orson Welles im Jahr 1938, die ihm seinen Ruhm und seinen Vertrag bei RKO einbrachte?",« Der Krieg der Welten »,« Der Prozess »,« Citizen Radio »,« Der Sturz der Wall Street »,"Die Adaption von 'Der Krieg der Welten' im Jahr 1938 löste eine nationale Panik aus und überzeugte die RKO, diesem Wunderkind die Leitung eines Films anzuvertrauen.","Welche visuelle Technik verwenden Welles und Toland, um alle Elemente des Bildes scharf zu halten?",Schärfentiefe (Deep Focus),Der Dolly-Zoom,Die Parallel-Montage,Der Split-Screen,"Die Schärfentiefe ermöglicht es, die Schärfe auf allen Ebenen beizubehalten, was den Zuschauer zwingt, den gesamten Bildausschnitt wie im théâtre zu erkunden.",Was ist die symbolische Bedeutung des Wortes « Rosebud »?,Die verlorene Unschuld von Kanes Kindheit,Sein unstillbarer Durst nach Macht,Die heimliche Liebe zu seiner Mutter,Der Name seines ersten Presseimperiums,"Rosebud ist der Name eines Schlittens, das einzige Objekt, das mit der Zeit verbunden ist, in der Kane glücklich war, bevor sein Reichtum ihn von der Welt isolierte.","Welche reale Personage versuchte, Citizen Kane verbieten zu lassen?",William Randolph Hearst,Howard Hughes,Joseph Pulitzer,John D. Rockefeller,"Der Pressemagnat Hearst erkannte sein eigenes Porträt in dem Film wieder und übte enormen Druck aus, um die Negative zu vernichten.",Wie alt war Orson Welles bei der Realisierung von Citizen Kane?,25 Jahre,19 Jahre,32 Jahre,40 Jahre,"Welles realisierte dieses Monument der Geschichte des Kinos mit nur 25 Jahren, ein Rekord für eine Produktion dieser Bedeutung in Hollywood."
24,Kunst,"Kino, Fotografie & Architektur + ikonische Werke",Nouvelle Vague,"Welche Zeitschrift legte das intellektuelle Fundament für die Nouvelle Vague, noch vor den ersten Filmen?","Les Cahiers du Cinéma, 1951 von André Bazin gegründet","Die Zeitschrift Positif, gegründet 1952",Das Magazin Le Film français,"Die Zeitschrift „Cinéma“, herausgegeben von der Fédération française des ciné-clubs","In der Zeitschrift Cahiers du Cinéma entwickelten die zukünftigen Filmemacher (Truffaut, Godard etc.) ihre radikalen kritischen Theorien.",Welche Schlusseinstellung von Truffauts „Sie küssten und sie schlugen ihn“ (1959) wurde zu einem der berühmtesten Bilder des Kinos?,"Antoine Doinel, der zum Meer läuft und vor der Kamera erstarrt","Antoine Doinel, wie er starr auf sein Spiegelbild in einem Gefängnisfenster blickt","Antoine Doinel, der bis zur Erschöpfung läuft und in ein Feld fällt","Antoine Doinel, der in einen Zug steigt, ohne sich umzusehen","Diese finale Plansequenz endet mit einem Blick in die Kamera, der die vierte Wand bricht und das Schicksal des Helden in der Schwebe lässt.","Was ist der „Jump Cut“, der von Godard in „Außer Atem“ (1959) popularisiert wurde?","Ein brutaler Anschluss, der ohne Übergang in der Zeit springt","Eine schnelle Vorwärtsfahrt (Travelling), die den Eindruck eines Sprungs im Raum vermittelt",Eine Ton-Montage vor dem Bild,Ein Schnitt auf eine unterbrochene Bewegung,"Der Jump Cut schneidet Segmente im Inneren einer Einstellung heraus und erzeugt so ein visuelles Ruckeln, das mit der Fluidität der klassischen Montage bricht.","Welche technische Innovation ermöglichte es den Filmemachern der Nouvelle Vague, auf der Straße zu drehen?","Die Verwendung von leichten, tragbaren Kameras und hochempfindlichem Filmmaterial",Die Entwicklung des ersten Steadycam-Stabilisierungssystems,Die Erfindung von computergenerierten Bildern zur Rekonstruktion von Paris,"Die ausschließliche Verwendung von Farbe, um den Lichtmangel auszugleichen","Die Verfügbarkeit mobiler Kameras wie der Éclair Caméflex ermöglichte es, die Studios zu verlassen, um an natürlichen Schauplätzen ohne massive Beleuchtung zu filmen.",Welche US-amerikanischen Regisseure der 1970er Jahre erkennen ihre Schuld gegenüber der Nouvelle Vague direkt an?,"Scorsese, Coppola, De Palma und Spielberg","Woody Allen, Sidney Lumet und Arthur Penn",Stanley Kubrick und John Cassavetes,Sam Peckinpah und Robert Altman,Diese Regisseure des New Hollywood integrierten die Figur des Autorenregisseurs und eine visuelle Freiheit nach europäischem Vorbild in das US-amerikanische Kino.
25,Kunst,"Kino, Fotografie & Architektur + ikonische Werke",Kubrick: 2001: Odyssee im Weltraum,Auf welcher Science-Fiction-Kurzgeschichte von Arthur C. Clarke basiert der Film 2001 hauptsächlich?,„Die Schildwache“,„Die letzte Generation“,„Die neun Milliarden Namen Gottes“,„Rendezvous mit Rama“,"Der Film ist von einer Kurzgeschichte aus dem Jahr 1948 mit dem Titel „Die Schildwache“ inspiriert, die von der Entdeckung eines außerirdischen Artefakts auf dem Mond erzählt.",Warum verwendete Kubrick für die NASA entwickelte Zeiss-Objektive?,"Um Szenen zu filmen, die ausschließlich bei Kerzenlicht beleuchtet wurden",Um eine perfekte Schärfe in den Weltraumszenen zu erreichen,Um die Sicht eines Computers wie HAL 9000 zu simulieren,Um die Schiffsmodelle aus sehr großer Entfernung zu filmen,"In 'Barry Lyndon' nutzte Kubrick extrem lichtstarke NASA-Optiken um, um die authentische Atmosphäre des 18. Jahrhunderts ohne künstliche Beleuchtung einzufangen.",Was ist die tieferliegende Ursache für die Fehlfunktion von HAL 9000?,Ein Widerspruch zwischen dem Befehl zur Geheimhaltung und seiner Programmierung zur Wahrheit,Eine Überhitzung aufgrund der Nähe zum Jupiter,"Ein Computervirus, der von einer feindlichen Macht eingeschleust wurde",Ein menschlicher Fehler beim Update seiner Software,"HAL gerät in eine psychotische Schleife, weil er angewiesen wurde, die Crew zu belügen, was seiner Primärfunktion einer integren Informationsverarbeitung widerspricht.",Welches klassische Musikstück begleitet die berühmte Sequenz der Raumstation?,An der schönen blauen Donau,Also sprach Zarathustra,Die Sinfonie aus der Neuen Welt,Le Sacre du printemps,"Kubrick nutzt den Walzer von Johann Strauss, um die Bewegung der Raumschiffe in ein anmutiges und elegantes Ballett zu verwandeln.",Welche technische Innovation brachte Douglas Trumbull in das Werk ein?,Das Verfahren des Slit-scan für die Astralreise,Die Verwendung von digitalen Greenscreens,Die Erfindung der handgeführten Kamera (Steadicam),Die Erschaffung des ersten Computerbildes (CGI),"Der Slit-scan ist eine physische fotografische Technik, die es ermöglichte, die psychedelischen visuellen Effekte des Sternentors ohne Computer zu erzeugen."
26,Kunst,"Kino, Fotografie & Architektur + ikonische Werke",Hitchcock und der Suspense,Welche Unterscheidung trifft Hitchcock zwischen dem Suspense und der Überraschung in seinen Interviews mit Truffaut?,"Der Suspense lässt den Zuschauer teilhaben, der weiß, was die Personage nicht wissen, während die Überraschung kurz und unvorhersehbar ist","Der Suspense beruht auf schriller Musik, während die Überraschung einzig auf der Montage beruht","Der Suspense erfordert berühmte Schauspieler, während die Überraschung sich mit Komparsen begnügt","Der Suspense ist eine Technik, die dem Tonfilm vorbehalten ist, die Überraschung gehört zum Stummfilm","Hitchcock definiert den Suspense durch die Informationsasymmetrie: Das Publikum weiß etwas, das die Personage nicht weiß, was eine lang anhaltende Spannung erzeugt.","Welcher Film von Hitchcock setzte strenge Marketingregeln durch, die den Einlass in den Saal nach Beginn untersagten?",« Psycho » (1960),« Vertigo » (1958),« Die Vögel » (1963),« Das Fenster zum Hof » (1954),"Hitchcock wollte sicherstellen, dass niemand den frühen Mord an der Haupt-Personage verpasst, was ein radikaler Bruch mit den damaligen Codes war.",Welcher Komponist ist der wesentliche musikalische Mitarbeiter von Hitchcock bei seinen größten Meisterwerken?,**Bernard Herrmann**,John Williams,Ennio Morricone,Hans Zimmer,"**Bernard Herrmann** ist untrennbar mit dem Genie von Hitchcock verbunden; er komponierte die **Musik** für Vertigo und Psycho und nutzte Klänge, um die Angst zu manipulieren.","Welche **Technik** verwendet Hitchcock in „Cocktail für eine Leiche“ (1948), um die Beklemmung zu verstärken?",Die Illusion einer einzigen **Plansequenz**,Die kompletten Dreharbeiten im Freien,Die exklusive Verwendung der **Subjektiven Kamera**,Die ultraschnelle **Montage** von mehr als 1000 Einstellungen,"Der Film ist so konzipiert, dass er wie ohne Unterbrechung gefilmt wirkt und das Publikum in der Echtzeit der kriminellen Handlung einschließt.","Welches Verfahren wendet Hitchcock in „Das Fenster zum Hof“ an, um den Zuschauer mit dem bewegungsunfähigen Helden zu identifizieren?",Der häufige Einsatz der **Subjektiven Kamera**,Das völlige Fehlen von extradiagetischer **Musik**,Der systematische Rückgriff auf den **MacGuffin**,Die Streichung aller Dialoge,"Durch den Einsatz der **Subjektiven Kamera** zwingt uns Hitchcock, durch die Augen der **Personage** zu sehen, was uns zu Voyeuren und Komplizen macht."
27,Kunst,"Kino, Fotografie & Architektur + ikonische Werke",Gotische Architektur: Die Kathedralen,"Welche drei strukturellen Innovationen der Gotik ermöglichen es, höher und mit mehr Fenstern zu bauen?","Der Spitzbogen, das Kreuzrippengewölbe und der **Strebebogen**","Die Kuppel, der Triumphbogen und der Mittelpfeiler","Der Rundbogen, die dicke tragende Wand und die massiven Strebepfeiler","Der Dom, die Pendentifkuppel und der Hufeisenbogen","Der Spitzbogen und das Kreuzrippengewölbe leiten die Kräfte vertikal ab, während der **Strebebogen** sie von außen stabilisiert und die Wände von ihrer tragenden Funktion befreit.",Wer ist **Abt Suger** und was ist sein grundlegender Beitrag zur Entstehung der gotischen Architektur?,Er entwirft den Chor der **Basilika Saint-Denis**,"Er schreibt die Abhandlung „De Architectura“, die die Regeln der Gotik kodifiziert",Er finanziert die Kathedrale von Chartres aus seinem eigenen Vermögen,"Er ist der erste Laie, der eine Kathedralbaustelle leitet",Als Abt von Saint-Denis um 1140 initiierte Suger den systematischen Einsatz von Licht und neuen Wölbungstechniken und begründete damit den gotischen Stil.,Wie lange dauert normalerweise der Bau einer gotischen Kathedrale?,"Zwischen 100 und 300 Jahre, oft über mehrere Generationen von Baumeistern hinweg",Durchschnittlich zwischen 20 und 50 Jahre,Zwischen 500 und 1 000 Jahre für die größten,"Zwischen 10 und 30 Jahre, wenn die Ressourcen reichlich vorhanden waren","Der technische Umfang und die finanziellen Kosten dieser Gebäude erforderten jahrhundertelange Baustellen, an denen viele Generationen von Handwerkern beteiligt waren.","Welche Kathedrale, deren Bau 1248 begann, wurde erst 1880 fertiggestellt?",Der Kölner Dom,Die Kathedrale von Barcelona (Sagrada Familia),Der Petersdom in Rom,Die Kathedrale von Salisbury in England,"Der Kölner Dom, der nach dem Mittelalter lange Zeit unvollendet blieb, wurde im 19. Jahrhundert während der Neugotik-Welle fertiggestellt.",Welcher Großbrand unserer Zeit hat der ganzen Welt im Jahr 2019 die Zerbrechlichkeit dieses Erbes vor Augen geführt?,Der Brand von Notre-Dame de Paris am 15. April 2019,Der Brand der Kathedrale von Nantes am 18. Juli 2020,Der Brand des York Minster im Jahr 1984,Der Brand der Kathedrale von Chartres während des Zweiten Weltkriegs,Der Brand des Dachstuhls von Notre-Dame führte zum Einsturz des Dachreiters und verdeutlichte die Verletzlichkeit dieser historischen Meisterwerke.
