courseId,aliasTerm,canonicalDisplayTerm,classification,explanation,source
course_28_le_genocide_rwandais_1994,August 1993,Die Arusha-Abkommen (August 1993),evenementConnexe,"Friedensabkommen zwischen der Hutu-Regierung und der Ruandische Patriotische Front (FPR). Hutu-Extremisten, die jegliche Machtteilung ablehnten, organisierten den Völkermord, um dessen Umsetzung zu verhindern.",short_form
course_28_le_genocide_rwandais_1994,Die Arusha-Abkommen,Die Arusha-Abkommen (August 1993),evenementConnexe,"Friedensabkommen zwischen der Hutu-Regierung und der Ruandische Patriotische Front (FPR). Hutu-Extremisten, die jegliche Machtteilung ablehnten, organisierten den Völkermord, um dessen Umsetzung zu verhindern.",short_form
course_28_le_genocide_rwandais_1994,Arusha-Abkommen (August 1993),Die Arusha-Abkommen (August 1993),evenementConnexe,"Friedensabkommen zwischen der Hutu-Regierung und der Ruandische Patriotische Front (FPR). Hutu-Extremisten, die jegliche Machtteilung ablehnten, organisierten den Völkermord, um dessen Umsetzung zu verhindern.",short_form
course_28_le_genocide_rwandais_1994,RTLM,Radio-Télévision Libre des Mille Collines (RTLM),referenceHistorique,"Hutu-extremistischer Radiosender, der während des Völkermord live die Liste der zu tötenden Personen ausstrahlte und zur Vernichtung der Tutsis aufrief, die als „Kakerlaken“ bezeichnet wurden. Er war ein wichtiges Instrument zur Koordinierung der Massaker.",short_form
course_28_le_genocide_rwandais_1994,Radio-Télévision Libre des Mille Collines,Radio-Télévision Libre des Mille Collines (RTLM),referenceHistorique,"Hutu-extremistischer Radiosender, der während des Völkermord live die Liste der zu tötenden Personen ausstrahlte und zur Vernichtung der Tutsis aufrief, die als „Kakerlaken“ bezeichnet wurden. Er war ein wichtiges Instrument zur Koordinierung der Massaker.",short_form
course_28_le_genocide_rwandais_1994,FPR,Patriotische Front Ruandas (FPR),concept,"Politische und militärische Bewegung, die von Tutsi-Exilanten in Uganda gegründet wurde. Unter der Führung von Paul Kagame startete sie die Offensive, die den Völkermord im Juli 1994 beendete.",short_form
course_28_le_genocide_rwandais_1994,Patriotische Front Ruandas,Patriotische Front Ruandas (FPR),concept,"Politische und militärische Bewegung, die von Tutsi-Exilanten in Uganda gegründet wurde. Unter der Führung von Paul Kagame startete sie die Offensive, die den Völkermord im Juli 1994 beendete.",short_form
course_28_le_genocide_rwandais_1994,ICTR,Internationaler Strafgerichtshof für Ruanda (ICTR),lieuInstitution,"Von den UN eingesetzte Gerichtsbarkeit mit Sitz in Arusha (Tansania), um die Hauptverantwortlichen für den Völkermord zu verurteilen.",short_form
course_28_le_genocide_rwandais_1994,Internationaler Strafgerichtshof für Ruanda,Internationaler Strafgerichtshof für Ruanda (ICTR),lieuInstitution,"Von den UN eingesetzte Gerichtsbarkeit mit Sitz in Arusha (Tansania), um die Hauptverantwortlichen für den Völkermord zu verurteilen.",short_form
course_29_la_chute_du_mur_de_berlin_1989,August 1968,Der Prager Frühling (August 1968),evenementConnexe,"Liberale Reform des Kommunismus in der Tschechoslowakei, die durch die Invasion sowjetischer Panzer niedergeschlagen wurde. Gorbatschows Entscheidung, diese Intervention 1989 nicht zu wiederholen, war daher historisch revolutionär.",short_form
course_29_la_chute_du_mur_de_berlin_1989,Der Prager Frühling,Der Prager Frühling (August 1968),evenementConnexe,"Liberale Reform des Kommunismus in der Tschechoslowakei, die durch die Invasion sowjetischer Panzer niedergeschlagen wurde. Gorbatschows Entscheidung, diese Intervention 1989 nicht zu wiederholen, war daher historisch revolutionär.",short_form
course_29_la_chute_du_mur_de_berlin_1989,Prager Frühling (August 1968),Der Prager Frühling (August 1968),evenementConnexe,"Liberale Reform des Kommunismus in der Tschechoslowakei, die durch die Invasion sowjetischer Panzer niedergeschlagen wurde. Gorbatschows Entscheidung, diese Intervention 1989 nicht zu wiederholen, war daher historisch revolutionär.",short_form
course_30_la_blitzkrieg_1940,Maginot-Linie,Die Maginot-Linie,referenceHistorique,"Befestigungslinie, die von Frankreich in den 1930er Jahren entlang der deutsch-französischen Grenze errichtet wurde. Der Blitzkrieg umging sie durch die belgischen Ardennen, die für Panzer als unpassierbar galten – was die Maginot-Linie völlig nutzlos machte.",short_form
course_30_la_blitzkrieg_1940,Sichelschnitt-Plan,Der Sichelschnitt-Plan,concept,"Plan von General von Manstein: Konzentration der Panzerverbände in den Ardennen, um im Zentrum durchzubrechen und den Ärmelkanal zu erreichen, wobei die in Belgien engagierten französisch-britischen Armeen eingekesselt wurden. Kühn und riskant, war dieser Plan ein totaler Erfolg.",short_form
course_30_la_blitzkrieg_1940,Dünkirchen,Operation Dynamo (Dünkirchen),evenementConnexe,"Evakuierung über den Seeweg von 338.000 in Dünkirchen eingekesselten französisch-britischen Soldaten durch eine improvisierte Flotte aus Militär- und Zivilschiffen. Dieses „Wunder“ ermöglichte es Großbritannien, den Krieg fortzusetzen, ließ Frankreich jedoch ohne Armee zurück.",short_form
course_30_la_blitzkrieg_1940,Operation Dynamo,Operation Dynamo (Dünkirchen),evenementConnexe,"Evakuierung über den Seeweg von 338.000 in Dünkirchen eingekesselten französisch-britischen Soldaten durch eine improvisierte Flotte aus Militär- und Zivilschiffen. Dieses „Wunder“ ermöglichte es Großbritannien, den Krieg fortzusetzen, ließ Frankreich jedoch ohne Armee zurück.",short_form
course_30_la_blitzkrieg_1940,Sichelschnitt,Sichelschnitt-Plan,concept,"Plan von General von Manstein: Konzentration der Panzerverbände in den Ardennen, um im Zentrum durchzubrechen und den Ärmelkanal zu erreichen, wobei die in Belgien engagierten französisch-britischen Armeen eingekesselt wurden. Kühn und riskant, war dieser Plan ein totaler Erfolg.",content_link
course_31_le_plan_marshall_1947_1952,Truman-Doktrin,Die Truman-Doktrin,concept,"Rede von Truman (März 1947), in der er bekräftigte, dass die USA jedes Volk unterstützen würden, das Widerstand gegen die „Unterwerfung durch äußeren Druck“ leistet. Sie markierte den offiziellen Beginn vom Kalter Krieg und der Politik der Eindämmung des Kommunismus.",short_form
course_31_le_plan_marshall_1947_1952,1947,Das Kominform (1947),evenementConnexe,"Internationale kommunistische Organisation, die von Stalin als Reaktion auf den Marshallplan gegründet wurde, um die europäischen kommunistischen Parteien zu koordinieren. Sie zwang die Tschechoslowakei und Polen, die Marshall-Hilfe bereits angenommen hatten, diese wieder abzulehnen.",short_form
course_31_le_plan_marshall_1947_1952,Das Kominform,Das Kominform (1947),evenementConnexe,"Internationale kommunistische Organisation, die von Stalin als Reaktion auf den Marshallplan gegründet wurde, um die europäischen kommunistischen Parteien zu koordinieren. Sie zwang die Tschechoslowakei und Polen, die Marshall-Hilfe bereits angenommen hatten, diese wieder abzulehnen.",short_form
course_31_le_plan_marshall_1947_1952,Kominform (1947),Das Kominform (1947),evenementConnexe,"Internationale kommunistische Organisation, die von Stalin als Reaktion auf den Marshallplan gegründet wurde, um die europäischen kommunistischen Parteien zu koordinieren. Sie zwang die Tschechoslowakei und Polen, die Marshall-Hilfe bereits angenommen hatten, diese wieder abzulehnen.",short_form
course_31_le_plan_marshall_1947_1952,deutsche Wirtschaftswunder,Das deutsche Wirtschaftswunder,concept,"„Wirtschaftswunder“ Westdeutschlands: Zwischen 1950 und 1960 verdreifachte sich das BIP, wodurch es sich von einer Wirtschaft in Trümmern zur führenden europäischen Wirtschaftsmacht entwickelte. Teilweise durch den Marshallplan finanziert und durch die Währungsreform von 1948 begünstigt.",short_form
course_31_le_plan_marshall_1947_1952,Wirtschaftswunder,deutsche Wirtschaftswunder,concept,"„Wirtschaftswunder“ Westdeutschlands: Zwischen 1950 und 1960 verdreifachte sich das BIP, wodurch es sich von einer Wirtschaft in Trümmern zur führenden europäischen Wirtschaftsmacht entwickelte. Teilweise durch den Marshallplan finanziert und durch die Währungsreform von 1948 begünstigt.",content_link
course_32_la_guerre_du_vietnam_1955_1975,Domino-Theorie,Die Domino-Theorie,concept,"Theorie der US-Außenpolitik, wonach bei einem Abgleiten eines Landes in den Kommunismus dessen Nachbarn nacheinander folgen würden. Sie rechtfertigte das Engagement in Vietnam, um „den Vormarsch des Kommunismus in Südostasien zu stoppen“.",short_form
course_32_la_guerre_du_vietnam_1955_1975,Januar 1968,Die Tet-Offensive (Januar 1968),evenementConnexe,"Simultaner Angriff des Vietcong auf mehr als 100 amerikanische Städte während des vietnamesischen Neujahrsfests. Militärisch ein Misserfolg für Hanoi, zerstörte sie die Glaubwürdigkeit der Johnson-Regierung in den Vereinigten Staaten.",short_form
course_32_la_guerre_du_vietnam_1955_1975,Die Tet-Offensive,Die Tet-Offensive (Januar 1968),evenementConnexe,"Simultaner Angriff des Vietcong auf mehr als 100 amerikanische Städte während des vietnamesischen Neujahrsfests. Militärisch ein Misserfolg für Hanoi, zerstörte sie die Glaubwürdigkeit der Johnson-Regierung in den Vereinigten Staaten.",short_form
course_32_la_guerre_du_vietnam_1955_1975,Tet-Offensive,Tet-Offensive (Januar 1968),evenementConnexe,"Gleichzeitiger Angriff des Vietcong auf mehr als 100 amerikanische Städte während des vietnamesischen Neujahrsfestes. Militärisch ein Misserfolg für Hanoi, zerstörte sie jedoch die Glaubwürdigkeit der Johnson-Regierung in den USA.",short_form
course_33_le_proces_de_nuremberg_1945_1946,IStGH,Der Internationale Strafgerichtshof (IStGH),lieuInstitution,"Als Erbe der Nürnberger Prinzipien wurde er 2002 durch das Römische Statut geschaffen, um Völkermord, Verbrechen gegen die Menschlichkeit und Kriegsverbrechen zu richten. 124 Länder haben ihn ratifiziert, jedoch nicht die USA, Russland oder China.",short_form
course_33_le_proces_de_nuremberg_1945_1946,Der Internationale Strafgerichtshof,Der Internationale Strafgerichtshof (IStGH),lieuInstitution,"Als Erbe der Nürnberger Prinzipien wurde er 2002 durch das Römische Statut geschaffen, um Völkermord, Verbrechen gegen die Menschlichkeit und Kriegsverbrechen zu richten. 124 Länder haben ihn ratifiziert, jedoch nicht die USA, Russland oder China.",short_form
course_33_le_proces_de_nuremberg_1945_1946,Internationale Strafgerichtshof (IStGH),Der Internationale Strafgerichtshof (IStGH),lieuInstitution,"Als Erbe der Nürnberger Prinzipien wurde er 2002 durch das Römische Statut geschaffen, um Völkermord, Verbrechen gegen die Menschlichkeit und Kriegsverbrechen zu richten. 124 Länder haben ihn ratifiziert, jedoch nicht die USA, Russland oder China.",short_form
course_33_le_proces_de_nuremberg_1945_1946,Internationaler Strafgerichtshof,Der Internationale Strafgerichtshof,lieuInstitution,"Als Erbe der Nürnberger Prinzipien wurde er 2002 durch das Römische Statut geschaffen, um Völkermord, Verbrechen gegen die Menschlichkeit und Kriegsverbrechen zu richten. 124 Länder haben ihn ratifiziert, jedoch nicht die USA, Russland oder China.",content_link
course_33_le_proces_de_nuremberg_1945_1946,gegen die Menschlichkeit,Verbrechen gegen die Menschlichkeit,concept,"Juristische Kategorie, die in Nürnberg erfunden wurde, um die Verfolgung und Ausrottung von Zivilisten zu bezeichnen. Im Gegensatz zu Kriegsverbrechen finden sie auch in Friedenszeiten Anwendung und verjähren nicht. Nürnberg definierte sie zum ersten Mal eigenständig.",content_link
course_34_la_decolonisation_panorama_1945_1975,1941,Die Atlantik-Charta (1941),concept,"Gemeinsame Erklärung von Roosevelt und Churchill, die das Selbstbestimmungsrecht der Völker bekräftigte. Von Unabhängigkeitsbewegungen als Argument gegen ihre Kolonisatoren genutzt, schuf sie einen ideologischen Widerspruch, den die Kolonialreiche nicht lösen konnten.",short_form
course_34_la_decolonisation_panorama_1945_1975,Die Atlantik-Charta,Die Atlantik-Charta (1941),concept,"Gemeinsame Erklärung von Roosevelt und Churchill, die das Selbstbestimmungsrecht der Völker bekräftigte. Von Unabhängigkeitsbewegungen als Argument gegen ihre Kolonisatoren genutzt, schuf sie einen ideologischen Widerspruch, den die Kolonialreiche nicht lösen konnten.",short_form
course_34_la_decolonisation_panorama_1945_1975,Atlantik-Charta (1941),Die Atlantik-Charta (1941),concept,"Gemeinsame Erklärung von Roosevelt und Churchill, die das Selbstbestimmungsrecht der Völker bekräftigte. Von Unabhängigkeitsbewegungen als Argument gegen ihre Kolonisatoren genutzt, schuf sie einen ideologischen Widerspruch, den die Kolonialreiche nicht lösen konnten.",short_form
course_34_la_decolonisation_panorama_1945_1975,1955,Die Konferenz von Bandung (1955),evenementConnexe,"Erstes Treffen der unabhängigen Länder Asiens und Afrikas (29 Nationen), das die Prinzipien der Blockfreiheit und des Antikolonialismus bekräftigte. Sie markierte die Geburtsstunde der „Dritten Welt“ als internationale politische Kraft.",short_form
course_34_la_decolonisation_panorama_1945_1975,Die Konferenz von Bandung,Die Konferenz von Bandung (1955),evenementConnexe,"Erstes Treffen der unabhängigen Länder Asiens und Afrikas (29 Nationen), das die Prinzipien der Blockfreiheit und des Antikolonialismus bekräftigte. Sie markierte die Geburtsstunde der „Dritten Welt“ als internationale politische Kraft.",short_form
course_34_la_decolonisation_panorama_1945_1975,Konferenz von Bandung (1955),Die Konferenz von Bandung (1955),evenementConnexe,"Erstes Treffen der unabhängigen Länder Asiens und Afrikas (29 Nationen), das die Prinzipien der Blockfreiheit und des Antikolonialismus bekräftigte. Sie markierte die Geburtsstunde der „Dritten Welt“ als internationale politische Kraft.",short_form
course_34_la_decolonisation_panorama_1945_1975,Atlantik-Charta,Die Atlantik-Charta,concept,"Gemeinsame Erklärung von Roosevelt und Churchill, die das Selbstbestimmungsrecht der Völker bekräftigte. Von Unabhängigkeitsbewegungen als Argument gegen ihre Kolonisatoren genutzt, schuf sie einen ideologischen Widerspruch, den die Kolonialreiche nicht lösen konnten.",content_link
course_35_l_apartheid_et_mandela_1948_1994,Bantustans,Die Bantustans,concept,"„Homelands“, denen die Schwarzen unter der Apartheid entsprechend ihrer ethnischen Gruppe zugewiesen wurden. Diese nicht lebensfähigen Gebiete machten 13 % des südafrikanischen Territoriums für 80 % der Bevölkerung aus – eine totale geografische Segregation.",short_form
course_35_l_apartheid_et_mandela_1948_1994,März 1960,Das Massaker von Sharpeville (März 1960),evenementConnexe,"Die Polizei eröffnete das Feuer auf eine friedliche Demonstration gegen die Passgesetze und tötete 69 Personen. Der weltweite Schock führte zum Verbot des ANC und veranlasste Mandela dazu, den bewaffneten Flügel des Widerstands zu gründen.",short_form
course_35_l_apartheid_et_mandela_1948_1994,Das Massaker von Sharpeville,Das Massaker von Sharpeville (März 1960),evenementConnexe,"Die Polizei eröffnete das Feuer auf eine friedliche Demonstration gegen die Passgesetze und tötete 69 Personen. Der weltweite Schock führte zum Verbot des ANC und veranlasste Mandela dazu, den bewaffneten Flügel des Widerstands zu gründen.",short_form
course_35_l_apartheid_et_mandela_1948_1994,Massaker von Sharpeville (März 1960),Das Massaker von Sharpeville (März 1960),evenementConnexe,"Die Polizei eröffnete das Feuer auf eine friedliche Demonstration gegen die Passgesetze und tötete 69 Personen. Der weltweite Schock führte zum Verbot des ANC und veranlasste Mandela dazu, den bewaffneten Flügel des Widerstands zu gründen.",short_form
course_35_l_apartheid_et_mandela_1948_1994,TRC,Die Wahrheits- und Versöhnungskommission (TRC),concept,"Nach 1994 eingerichtet, ermöglichte sie den Tätern von Verbrechen der Apartheid, im Austausch für ein vollständiges öffentliches Geständnis eine Amnestie zu erhalten. Unter dem Vorsitz von Desmond Tutu wählte sie die nationale Versöhnung anstelle von Prozessen.",short_form
course_35_l_apartheid_et_mandela_1948_1994,Die Wahrheits- und Versöhnungskommission,Die Wahrheits- und Versöhnungskommission (TRC),concept,"Nach 1994 eingerichtet, ermöglichte sie den Tätern von Verbrechen der Apartheid, im Austausch für ein vollständiges öffentliches Geständnis eine Amnestie zu erhalten. Unter dem Vorsitz von Desmond Tutu wählte sie die nationale Versöhnung anstelle von Prozessen.",short_form
course_35_l_apartheid_et_mandela_1948_1994,Wahrheits- und Versöhnungskommission (TRC),Die Wahrheits- und Versöhnungskommission (TRC),concept,"Nach 1994 eingerichtet, ermöglichte sie den Tätern von Verbrechen der Apartheid, im Austausch für ein vollständiges öffentliches Geständnis eine Amnestie zu erhalten. Unter dem Vorsitz von Desmond Tutu wählte sie die nationale Versöhnung anstelle von Prozessen.",short_form
course_35_l_apartheid_et_mandela_1948_1994,Massaker von Sharpeville,Das Massaker von Sharpeville,evenementConnexe,"Die Polizei eröffnete das Feuer auf eine friedliche Demonstration gegen die Passgesetze und tötete 69 Personen. Der weltweite Schock führte zum Verbot des ANC und veranlasste Mandela dazu, den bewaffneten Flügel des Widerstands zu gründen.",content_link
course_35_l_apartheid_et_mandela_1948_1994,Wahrheits- und Versöhnungskommission,Die Wahrheits- und Versöhnungskommission,concept,"Nach 1994 eingerichtet, ermöglichte sie den Tätern von Verbrechen der Apartheid, im Austausch für ein vollständiges öffentliches Geständnis eine Amnestie zu erhalten. Unter dem Vorsitz von Desmond Tutu wählte sie die nationale Versöhnung anstelle von Prozessen.",content_link
course_36_la_revolution_culturelle_en_chine_1966_1,1958–1962,Der Große Sprung nach vorn (1958–1962),concept,"Programm der Zwangskollektivierung unter Mao, das die größte Hungersnot der Menschheitsgeschichte verursachte: zwischen 15 und 55 Millionen Tote. Sein Scheitern erklärt Maos politische Ausgrenzung und sein Bedürfnis, die Kontrolle durch die Kulturrevolution zurückzugewinnen.",short_form
course_36_la_revolution_culturelle_en_chine_1966_1,Der Große Sprung nach vorn,Der Große Sprung nach vorn (1958–1962),concept,"Programm der Zwangskollektivierung unter Mao, das die größte Hungersnot der Menschheitsgeschichte verursachte: zwischen 15 und 55 Millionen Tote. Sein Scheitern erklärt Maos politische Ausgrenzung und sein Bedürfnis, die Kontrolle durch die Kulturrevolution zurückzugewinnen.",short_form
course_36_la_revolution_culturelle_en_chine_1966_1,Große Sprung nach vorn (1958–1962),Der Große Sprung nach vorn (1958–1962),concept,"Programm der Zwangskollektivierung unter Mao, das die größte Hungersnot der Menschheitsgeschichte verursachte: zwischen 15 und 55 Millionen Tote. Sein Scheitern erklärt Maos politische Ausgrenzung und sein Bedürfnis, die Kontrolle durch die Kulturrevolution zurückzugewinnen.",short_form
course_36_la_revolution_culturelle_en_chine_1966_1,Roten Garden,Die Roten Garden,concept,"Revolutionäre Jugendverbände, die von Mao mobilisiert wurden, um die „vier Alten“ anzugreifen. Sie demütigten Millionen von Lehrern, Ärzten, Intellektuellen und Parteikadern in öffentlichen Sitzungen zur Kritik und erzwungenen Selbstbeichte.",short_form
course_36_la_revolution_culturelle_en_chine_1966_1,Großer Sprung nach vorn,Der Große Sprung nach vorn,concept,"Programm der Zwangskollektivierung unter Mao, das die größte Hungersnot der Menschheitsgeschichte verursachte: zwischen 15 und 55 Millionen Tote. Sein Scheitern erklärt Maos politische Ausgrenzung und sein Bedürfnis, die Kontrolle durch die Kulturrevolution zurückzugewinnen.",content_link
course_37_la_shoah_mecanismes_d_un_genocide,Januar 1942,Die Wannseekonferenz (Januar 1942),evenementConnexe,"Versammlung von 15 hochrangigen Nazi-Funktionären, auf der die „Endlösung“ geplant und koordiniert wurde: die systematische Vernichtung der europäischen Juden durch Todeslager. Sie zeigte, dass der Völkermord eine bürokratisch organisierte Staatsentscheidung war.",short_form
course_37_la_shoah_mecanismes_d_un_genocide,Die Wannseekonferenz,Die Wannseekonferenz (Januar 1942),evenementConnexe,"Versammlung von 15 hochrangigen Nazi-Funktionären, auf der die „Endlösung“ geplant und koordiniert wurde: die systematische Vernichtung der europäischen Juden durch Todeslager. Sie zeigte, dass der Völkermord eine bürokratisch organisierte Staatsentscheidung war.",short_form
course_37_la_shoah_mecanismes_d_un_genocide,Wannseekonferenz (Januar 1942),Die Wannseekonferenz (Januar 1942),evenementConnexe,"Versammlung von 15 hochrangigen Nazi-Funktionären, auf der die „Endlösung“ geplant und koordiniert wurde: die systematische Vernichtung der europäischen Juden durch Todeslager. Sie zeigte, dass der Völkermord eine bürokratisch organisierte Staatsentscheidung war.",short_form
course_37_la_shoah_mecanismes_d_un_genocide,Einsatzgruppen,Die Einsatzgruppen,concept,"Mobile Vernichtungseinheiten der SS, die der Armee bei der Invasion der UdSSR folgten. Sie erschossen etwa 1,5 Millionen sowjetische Juden. Das Massaker von Babyn Jar (33 771 Tote in zwei Tagen) ist das bekannteste Beispiel dafür.",short_form
course_37_la_shoah_mecanismes_d_un_genocide,Hannah Arendt,Die „Banalität des Bösen“ (Hannah Arendt),concept,"Konzept der Philosophin, das während des Eichmann-Prozesses entwickelt wurde: Die schlimmsten Verbrechen können von gewöhnlichen und bürokratischen Individuen begangen werden, die „ihre Arbeit machen“, ohne über die moralischen Folgen ihres Handelns nachzudenken.",short_form
course_37_la_shoah_mecanismes_d_un_genocide,Die „Banalität des Bösen“,Die „Banalität des Bösen“ (Hannah Arendt),concept,"Konzept der Philosophin, das während des Eichmann-Prozesses entwickelt wurde: Die schlimmsten Verbrechen können von gewöhnlichen und bürokratischen Individuen begangen werden, die „ihre Arbeit machen“, ohne über die moralischen Folgen ihres Handelns nachzudenken.",short_form
course_37_la_shoah_mecanismes_d_un_genocide,„Banalität des Bösen“ (Hannah Arendt),Die „Banalität des Bösen“ (Hannah Arendt),concept,"Konzept der Philosophin, das während des Eichmann-Prozesses entwickelt wurde: Die schlimmsten Verbrechen können von gewöhnlichen und bürokratischen Individuen begangen werden, die „ihre Arbeit machen“, ohne über die moralischen Folgen ihres Handelns nachzudenken.",short_form
course_37_la_shoah_mecanismes_d_un_genocide,pogrom,Pogrom,concept,"Begriff russischen Ursprungs, der einen gewaltsamen, oft tödlichen Angriff einer Bevölkerung auf eine jüdische Gemeinschaft beschreibt, unter stillschweigender oder aktiver Komplizenschaft der Behörden.",content_link
course_37_la_shoah_mecanismes_d_un_genocide,Banalität des Bösen,Die „Banalität des Bösen“,concept,"Konzept der Philosophin, das während des Eichmann-Prozesses entwickelt wurde: Die schlimmsten Verbrechen können von gewöhnlichen und bürokratischen Individuen begangen werden, die „ihre Arbeit machen“, ohne über die moralischen Folgen ihres Handelns nachzudenken.",content_link
course_38_le_11_septembre_2001,1979–1989,Der Sowjetisch-Afghanische Krieg (1979–1989),referenceHistorique,"Die Vereinigten Staaten bewaffneten die afghanischen Mudschaheddin, um gegen die Sowjets zu kämpfen. Diese islamistischen Netzwerke, insbesondere jenes von Bin Laden, die während des Kalten Krieges aufgebaut und finanziert wurden, entwickelten sich später zu Al-Qaida.",short_form
course_38_le_11_septembre_2001,Der Sowjetisch-Afghanische Krieg,Der Sowjetisch-Afghanische Krieg (1979–1989),referenceHistorique,"Die Vereinigten Staaten bewaffneten die afghanischen Mudschaheddin, um gegen die Sowjets zu kämpfen. Diese islamistischen Netzwerke, insbesondere jenes von Bin Laden, die während des Kalten Krieges aufgebaut und finanziert wurden, entwickelten sich später zu Al-Qaida.",short_form
course_38_le_11_septembre_2001,Sowjetisch-Afghanische Krieg (1979–1989),Der Sowjetisch-Afghanische Krieg (1979–1989),referenceHistorique,"Die Vereinigten Staaten bewaffneten die afghanischen Mudschaheddin, um gegen die Sowjets zu kämpfen. Diese islamistischen Netzwerke, insbesondere jenes von Bin Laden, die während des Kalten Krieges aufgebaut und finanziert wurden, entwickelten sich später zu Al-Qaida.",short_form
course_38_le_11_septembre_2001,2003,Der Irakkrieg (2003),evenementConnexe,"Amerikanische Invasion, die auf falschen Informationen über Massenvernichtungswaffen basierte. Sie destabilisierte den Nahen Osten, demontierte die irakischen Staatsstrukturen und schuf das Vakuum, in dem der Islamische Staat (Daesh) entstand.",short_form
course_38_le_11_septembre_2001,Der Irakkrieg,Der Irakkrieg (2003),evenementConnexe,"Amerikanische Invasion, die auf falschen Informationen über Massenvernichtungswaffen basierte. Sie destabilisierte den Nahen Osten, demontierte die irakischen Staatsstrukturen und schuf das Vakuum, in dem der Islamische Staat (Daesh) entstand.",short_form
course_38_le_11_septembre_2001,Irakkrieg (2003),Der Irakkrieg (2003),evenementConnexe,"Amerikanische Invasion, die auf falschen Informationen über Massenvernichtungswaffen basierte. Sie destabilisierte den Nahen Osten, demontierte die irakischen Staatsstrukturen und schuf das Vakuum, in dem der Islamische Staat (Daesh) entstand.",short_form
course_38_le_11_septembre_2001,Sowjetisch-Afghanischen Kriegs (1979-1989),Sowjetisch-Afghanische Krieg (1979–1989),referenceHistorique,"Die Vereinigten Staaten bewaffneten die afghanischen Mudschaheddin, um gegen die Sowjets zu kämpfen. Diese islamistischen Netzwerke, insbesondere jenes von Bin Laden, die während des Kalten Krieges aufgebaut und finanziert wurden, entwickelten sich später zu Al-Qaida.",content_link
course_39_la_democratie_athenienne,Ostrakismos,Der Ostrakismos,concept,"Athenisches Verfahren, bei dem die Bürger darüber abstimmen konnten, einen Mann, der als gefährlich für die Demokratie galt, für 10 Jahre zu verbannen. Die Namen wurden auf Tonscherben (ostrakon) geritzt. Das Ziel war präventiv, nicht strafend.",short_form
course_40_la_guerre_de_secession_americaine_1861_1,1. Januar 1863,Die Emanzipationsproklamation (1. Januar 1863),evenementConnexe,"Lincolns Dekret zur Befreiung der Sklaven in den konföderierten Staaten. Es verwandelte den Krieg in einen moralischen Kreuzzug gegen die Sklaverei, hinderte Großbritannien daran, die Konföderation anzuerkennen, und öffnete die Armee für schwarze Soldaten.",short_form
course_40_la_guerre_de_secession_americaine_1861_1,Die Emanzipationsproklamation,Die Emanzipationsproklamation (1. Januar 1863),evenementConnexe,"Lincolns Dekret zur Befreiung der Sklaven in den konföderierten Staaten. Es verwandelte den Krieg in einen moralischen Kreuzzug gegen die Sklaverei, hinderte Großbritannien daran, die Konföderation anzuerkennen, und öffnete die Armee für schwarze Soldaten.",short_form
course_40_la_guerre_de_secession_americaine_1861_1,Emanzipationsproklamation (1. Januar 1863),Die Emanzipationsproklamation (1. Januar 1863),evenementConnexe,"Lincolns Dekret zur Befreiung der Sklaven in den konföderierten Staaten. Es verwandelte den Krieg in einen moralischen Kreuzzug gegen die Sklaverei, hinderte Großbritannien daran, die Konföderation anzuerkennen, und öffnete die Armee für schwarze Soldaten.",short_form
course_40_la_guerre_de_secession_americaine_1861_1,1865-1877,Die Reconstruction (1865-1877),evenementConnexe,"Nachkriegsperiode, in der die Südstaaten unter föderale Militärkontrolle gestellt wurden und die Bürgerrechte der ehemaligen Sklaven eingeführt wurden. Ihr Abbruch im Jahr 1877 führte zu den Jim-Crow-Gesetze, die bis in die 1960er Jahre Bestand hatten.",short_form
course_40_la_guerre_de_secession_americaine_1861_1,Die Reconstruction,Die Reconstruction (1865-1877),evenementConnexe,"Nachkriegsperiode, in der die Südstaaten unter föderale Militärkontrolle gestellt wurden und die Bürgerrechte der ehemaligen Sklaven eingeführt wurden. Ihr Abbruch im Jahr 1877 führte zu den Jim-Crow-Gesetze, die bis in die 1960er Jahre Bestand hatten.",short_form
course_40_la_guerre_de_secession_americaine_1861_1,Reconstruction (1865-1877),Die Reconstruction (1865-1877),evenementConnexe,"Nachkriegsperiode, in der die Südstaaten unter föderale Militärkontrolle gestellt wurden und die Bürgerrechte der ehemaligen Sklaven eingeführt wurden. Ihr Abbruch im Jahr 1877 führte zu den Jim-Crow-Gesetze, die bis in die 1960er Jahre Bestand hatten.",short_form
course_40_la_guerre_de_secession_americaine_1861_1,13. Zusatzartikel,Der 13. Zusatzartikel,referenceHistorique,"Im Dezember 1865 ratifizierter Zusatzartikel zur Verfassung der Vereinigten Staaten, der die Sklaverei und unfreiwillige Knechtschaft offiziell abschafft.",short_form
course_40_la_guerre_de_secession_americaine_1861_1,Emanzipationsproklamation,Die Emanzipationsproklamation,evenementConnexe,"Lincolns Dekret zur Befreiung der Sklaven in den konföderierten Staaten. Es verwandelte den Krieg in einen moralischen Kreuzzug gegen die Sklaverei, hinderte Großbritannien daran, die Konföderation anzuerkennen, und öffnete die Armee für schwarze Soldaten.",content_link
