# História
24,Literatura,Anglo-saxões & literatura mundial,"Romeu e Julieta, Shakespeare","Que idade **Shakespeare** tinha, aproximadamente, quando escreveu **Romeu e Julieta**, e que mudança principal ele opera em relação às suas fontes?","Cerca de 31 anos, ao concentrar a ação em 5 dias","24 anos, ao deslocar a ação para a Inglaterra","45 anos, ao adicionar um final feliz","19 anos, ao suprimir a **Personagem** de Mercutio",**Shakespeare** escreveu a peça por volta de 1595 (com cerca de 31 anos). A sua principal inovação é a rapidez fatal: ele condensa uma **História** que durava meses em apenas 5 dias.,Que **Personagem** encarna a transição do registo cómico para o registo trágico na peça?,"Mercutio, através da sua morte no início do ato III","Frei Lourenço, através do seu casamento secreto","Teobaldo, através da sua recusa em dançar no baile","O Príncipe de Verona, através do banimento de **Romeu**",Mercutio é o espírito brilhante e cómico da peça. A sua morte durante um duelo marca o fim da insouciância e faz a trama mergulhar na pura tragédia.,Por que razão o plano de Frei Lourenço para simular a morte de **Julieta** acaba por falhar?,Devido a um azar infeliz (uma peste) que impede a entrega da mensagem,"Porque **Julieta** acorda cedo demais, antes da chegada de **Romeu**",Porque o veneno era na realidade real e não um sonífero,Porque a ama de **Julieta** denuncia o plano ao **Conde** Páris,"No texto de **Shakespeare**, o mensageiro encarregado de avisar **Romeu** é bloqueado por uma quarentena devido à peste, ilustrando o papel do acaso trágico.",Qual é a conclusão política do Príncipe de Verona no final da tragédia?,Ele acusa os pais e as famílias de serem os assassinos através do seu ódio,Ele perdoa as famílias em nome da dor de perder os seus filhos,Ele bane as duas famílias do recinto de Verona,"Ele decreta que o amor secreto deve, a partir de agora, ser punido com a morte","O Príncipe afirma explicitamente que a morte dos filhos é o castigo que o céu infligiu aos pais pelo seu ódio cego, tornando as famílias responsáveis.",Como West Side Story (1957) adapta o conflito original shakespeariano?,Ao transpor a rivalidade dos clãs para guerras de gangues em Nova York,Ao fazer com que os amantes se encontrem durante a Guerra Civil Americana,Ao substituir as famílias por empresas multinacionais concorrentes,Ao modificar o final para que os amantes sobrevivam no Montana,"A Obra de Bernstein transpõe o conflito entre os Montecchio e os Capuleto para o dos Jets e dos Sharks, provando a universalidade do tema do ódio social."
25,Literatura,Anglo-saxões & literatura mundial,"Admirável Mundo Novo, Aldous Huxley",Como os seres humanos são produzidos em Admirável Mundo Novo de Huxley?,Em massa em Centros de Condicionamento através de frascos de cultura,Por clonagem a partir de células de adultos «perfeitos»,"Por reprodução natural, mas sob controlo estrito do Estado",Por matrizes biológicas naturais modificadas por vírus,"Os humanos já não nascem naturalmente: são concebidos e desenvolvidos em frascos dentro dos Centros de Condicionamento, onde sofrem manipulações químicas.",Qual é o papel principal do «O soma» nesta sociedade?,Manter a ordem social eliminando qualquer emoção negativa ou frustração,Aumentar as capacidades físicas das castas inferiores,Permitir que os líderes monitorizem os pensamentos dos cidadãos,Servir como substituto alimentar para evitar a escassez,"O soma é uma droga de Estado que garante a estabilidade social. Ao oferecer uma felicidade química imediata, impede qualquer desejo de revolta ou descontentamento.",Que diferença fundamental distingue a distopia de Huxley da de Orwell?,Huxley descreve uma opressão pelo prazer e pelo conforto em vez de pela terraur,Huxley imagina um futuro onde a humanidade desapareceu totalmente em favor dos robôs,Huxley recusa qualquer explicação científica para o seu mundo imaginário,Huxley considera que a linguagem é a única ferramenta de dominação possível,"Enquanto Orwell (1984) se concentra na opressão pela vigilância e pelo medo, Huxley mostra como o entretenimento e o conforto podem escravizar uma população.","Qual autor clássico alimenta o pensamento e a linguagem de John, o Selvagem?",William Shakespeare,Karl Marx,Charles Darwin,Friedrich Nietzsche,"John foi educado pela leitura das obras de Shakespeare encontradas na Reserva. Isto confere-lhe uma visão trágica e Poética da vida, em total desfasamento com o Mundo moderno.","O que reivindica John, o Selvagem, perante o Controlador Mundial no final do romance?",O direito de ser infeliz e de sofrer,O direito de aceder às mesmas tecnologias que os Alfas,O direito de se tornar o novo dirigente do Estado Mundial,O direito de suprimir definitivamente a produção de soma,"Durante o seu debate com Mustapha Mond, John afirma que prefere a liberdade de sofrer e de sentir emoções reais em vez da felicidade artificial e vazia imposta pelo Estado."
26,Literatura,Anglo-saxões & literatura mundial,"Frankenstein, Mary Shelley",Em que circunstâncias Mary Shelley concebeu Frankenstein aos 18 anos?,"Durante o «ano sem verão» (1816) na Villa Diodati, no decorrer de uma aposta literária com Byron","Durante uma viagem solitária nos Alpes após a morte da sua mãe, Mary Wollstonecraft","Em Londres, na sequência de uma encomenda do seu editor para um romance sobre os progressos da medicina",Observando os julgamentos de bruxaria durante uma estadia na Escócia com Percy Shelley,"O romance nasceu em junho de 1816 à beira do lago Leman, numa altura em que condições climáticas extremas (erupção do Tambora) bloqueavam Mary Shelley, Percy Shelley e Lord Byron no interior, levando-os a um concurso de contos.",Por que razão o romance tem o subtítulo «O Prometeu Moderno»?,Porque Victor Frankenstein rouba o privilégio divino de criar a vida e sofre uma agonia eterna pelo seu orgulho,Porque a criatura traz o segredo da ciência aos homens como Prometeu trouxe o fogo,Para sublinhar que a criatura é punida injustamente por um criador cruel e todo-poderoso,"Em referência à sobrevivência de Victor nos gelos do Ártico, recordando o acorrentamento de Prometeu ao Cáucaso","O título faz referência à hubris de Victor que, como o Titã grego roubando o fogo aos Deuses, transgride as leis naturais ao criar a vida, o que provoca a sua destruição total.",Qual é a motivação principal da criatura por trás de seus atos violentos no romance?,A vingança diante da solidão absoluta e da rejeição brutal de seu criador e da sociedade,Um instinto puramente animal e uma ausência total de consciência moral após sua criação,Uma vontade de dominar a espécie humana que ela julga inferior à sua própria força,Um erro de manipulação elétrica durante sua reanimação por Victor em Ingolstadt,A criatura explica que se torna má porque é infeliz e rejeitada. Seus crimes são uma reação desesperada ao abandono de Victor e à violência dos homens.,Que diferença fundamental existe entre a criatura de Mary Shelley e sua imagem mediática clássica?,"No livro, ela é uma figura altamente instruída, capaz de filosofar e de se expressar com eloquência","No livro, a criatura é de tamanho humano e não possui nenhuma força sobre-humana","Ao contrário dos filmes, ela não mata ninguém e acaba encontrando a paz em um monastério","No romance, ela é composta de elementos mecânicos e não de tecidos biológicos de cadáveres","O cinema frequentemente reduziu a criatura a um monstro que rosna, mas em Shelley, ela aprende sozinha a ler e a falar, mantendo discursos complexos sobre sua condição e sua tristeza.",Que lição central Mary Shelley transmite sobre a ciência em sua **Obra**?,O criador é moralmente responsável por sua criação e deve assumir as consequências a longo prazo,Qualquer pesquisa científica sobre a biologia humana deveria ser estritamente proibida pela Igreja,"A ciência é incapaz de criar uma alma, apenas o corpo pode ser reproduzido artificialmente",A eletricidade é uma força instável que nunca poderá ser dominada pela inteligência humana,"O assunto central não é a impossibilidade **Técnica** da ciência, mas a irresponsabilidade moral de Victor que rejeita sua criatura desde o nascimento, causando assim todas as desgraças do relato."
27,Literatura,Anglo-saxões & literatura mundial,"Crime e Castigo, Dostoiévski",Que **Teoria** Raskolnikov desenvolve em seu artigo «Do crime»?,Existem homens «ordinários» submetidos à **Lei** e homens «extraordinários» autorizados a transgredi-la para um objetivo superior,A abolição da propriedade privada eliminará naturalmente qualquer motivo de crime na sociedade,O crime é uma doença biológica hereditária que só pode ser curada pelo isolamento,"Todos os homens são iguais perante a **Lei** divina, mas os ricos corromperam a **Lei** humana","Raskolnikov divide a humanidade em duas categorias: aqueles que obedecem e aqueles que, como Napoleão, criam novas **Lei**s através da superação das antigas.",Qual **Personagem** encarna a 'redenção pelo sofrimento' e a humildade diante de Raskolnikov?,Sonia Marmeladova,"Dounia, sua irmã","Aliona Ivanovna, a usurária","Pulchérie, sua mãe","Sonia, embora forçada à prostituição, conserva uma pureza espiritual e guia Raskolnikov para a confissão e a ressurreição moral.",Que método Porfiri Petrovitch utiliza para confundir Raskolnikov?,Uma guerra de desgaste psicológico visando que o suspeito se denuncie a si mesmo,A utilização de novas técnicas de impressões digitais trazidas da França,A tortura física sistemática nas prisões imperiais,A infiltração de um agente secreto no círculo do estudante,"Porfiri joga com os nervos e o orgulho de Raskolnikov, sabendo que a consciência do assassino é o seu principal acusador.",Qual Evento da vida de Dostoiévski marcou profundamente a sua visão da redenção?,O seu simulacro de execução seguido de quatro anos de prisão na Sibéria,O seu exílio voluntário em Paris para fugir aos seus credores,O seu encontro com Napoleão III durante uma viagem diplomática,O sucesso imediato do seu primeiro romance que o tornou rico,"Dostoiévski viu literalmente a morte de frente antes de ser perdoado, uma experiência que colocou a questão da salvação no centro da sua Obra.",Por que Raskolnikov acaba por se denunciar?,Porque não suporta mais a alienação e o isolamento espiritual causados pelo seu crime,Porque a polícia encontrou a arma do crime escondida sob uma pedra,Porque espera recuperar o dinheiro escondido para ajudar a sua irmã,Porque quer provar aos outros que é efetivamente um super-homem,O « castigo » é primeiramente interior: Raskolnikov sente-se cortado da humanidade e só pode reencontrar o seu lugar confessando a sua culpa.
28,Literatura,Anglo-saxões & literatura mundial,"O Processo, Kafka","Porque é que Max Brod publicou O Processo, Kafka apesar do pedido explícito de Kafka para queimar os seus manuscritos?",Ele desobedece conscientemente a Kafka por convicção literária,Kafka tinha-lhe dado uma autorização oral secreta,Um tribunal forçou a publicação a título de direitos de autor,Kafka tinha redigido um novo testamento pouco antes de morrer,Max Brod traiu conscientemente o desejo do seu amigo porque considerava que os manuscritos de Kafka eram obras-primas necessárias à humanidade.,Qual é a particularidade estranha da detenção de Josef K. ?,Ele permanece livre para circular e trabalhar normalmente,Ele é colocado numa cela dourada e luxuosa,Os polícias só o detêm à meia-noite todas as noites,Ele é obrigado a viver no próprio seio do tribunal,"O caráter « kafkiano » advém do facto de K. estar « detido » juridicamente, mas ter de continuar a sua vida habitual sob o peso de uma condenação invisível.",Como termina a execução de Josef K. ?,"Numa pedreira, executado por dois homens « como um cão »",Ele é enforcado publicamente na praça do Castelo de Praga,Ele morre de exaustão nos corredores do tribunal administrativo,Ele suicida-se ao compreender finalmente a natureza do seu crime,"K. morre assassinado com uma facada no coração numa pedreira por dois agentes anónimos, um fim brutal que sublinha a sua impotência total.",Que contexto pessoal de Kafka influenciou a sua visão da burocracia ?,O seu ofício de jurista numa companhia de seguros,O seu passado de militar no exército prussiano,A sua carreira de diplomata ao serviço do Império,A sua experiência como advogado especializado em crimes de Estado,Kafka trabalhava para o Instituto de seguro de acidentes de trabalho de Praga ; ele conhecia perfeitamente o absurdo e a complexidade das engrenagens administrativas.,O que qualifica precisamente o adjetivo « kafkiano » hoje em dia ?,Uma situação absurda onde o indivíduo é esmagado por um sistema opaco,Um estilo literário complexo utilizando exclusivamente metáforas,Um medo irracional provocado por insetos gigantes,Uma arquitetura urbana dominada por arranha-céus sombrios,O termo designa a opressão exercida por estruturas burocráticas ou de poder cuja lógica escapa totalmente ao indivíduo que elas trituram.
29,Literatura,Anglo-saxões & literatura mundial,"Dom Quixote, Cervantes",Que experiência de vida de Cervantes possivelmente influenciou a profundidade da sua Obra ?,O seu cativeiro de cinco anos em Argel e o seu ferimento na batalha de Lepanto,As suas numerosas viagens como embaixador da coroa de Espanha,Sua carreira de inquisidor que lhe deu acesso aos livros proibidos,Sua vida de camponês abastado na região da Mancha,"Cervantes levou uma vida difícil: ferido em Lepanto (perde o uso da mão esquerda) e escravo em Argel, essas provações alimentam o **realismo** e o humor melancólico de seu romance.",Por que a publicação de uma 'continuação' em 1614 é um **Evento** chave para Cervantes?,Ela o incentiva a escrever a verdadeira segunda parte para proteger sua **Obra** de um autor anônimo,Ela o ajuda a entender melhor as expectativas do público para o volume 2,Ela lhe permite compartilhar os direitos autorais com um escritor mais jovem,Ela prova que seu herói se tornou um mito popular independente dele,"Furioso por ver um autor anônimo (Avellaneda) sujar seus **Personagem** com uma falsa continuação, Cervantes publica o segundo volume em 1615, integrando inclusive a crítica desta contrafação em seu relato.",O que demonstra o episódio dos moinhos de vento sobre a estrutura do romance?,O contraste entre o idealismo delirante do mestre e o **realismo** prático do escudeiro,A ineficácia das tecnologias modernas diante do poder da cavalaria,A vitória moral de Dom Quixote que consegue destruir um gigante,O fato de que os **Gigantes** existiam realmente na Espanha do século XVII,"É o exemplo típico da visão distorcida de Dom Quixote (que vê **Gigantes**) opondo-se à de Sancho (que vê moinhos), criando um recurso ao mesmo tempo cômico e filosófico.",Qual recorde ou distinção importante é frequentemente atribuído a Dom Quixote?,É considerado o 'melhor livro de todos os tempos' por um painel de 100 escritores famosos,É o único livro a ter sido escrito simultaneamente em duas línguas,Foi o primeiro livro impresso por Gutenberg depois da Bíblia,É o romance mais curto já escrito com apenas dez capítulos,"Em 2002, o Círculo Norueguês do Livro entrevistou 100 autores importantes que colocaram Dom Quixote no topo da **Anglo-saxões & literatura mundial** por sua influência seminal.",Em que a segunda parte do romance (1615) é 'metaficional'?,Os **Personagem** discutem a primeira parte do livro já publicada e lida por outros,Ela não contém nada além de poemas e nenhuma narração direta,O autor dirige-se diretamente ao rei para lhe pedir mais recursos,O herói muda totalmente de nome e de personalidade sem explicação,"A metaficção intervém quando o romance se toma por **Objeto**: no volume 2, Dom Quixote encontra pessoas que leram o volume 1, criando um jogo de espelhos entre ficção e realidade único para a época."
30,Literatura,Anglo-saxões & literatura mundial,"As Vinhas da Ira, Steinbeck",Qual método Steinbeck utiliza para preparar a escrita do romance As Vinhas da Ira ?,Ele imerge-se fisicamente na vida dos migrantes na Califórnia,Ele realiza um inquérito sociológico meramente estatístico,Ele redige o texto a partir de recortes de jornais em **Nova York**,Ele acompanha os arquivos confidenciais da administração Roosevelt,Steinbeck viveu várias semanas em campos de migrantes (**Hoovervilles**) para restituir fielmente o desamparo e a linguagem dos operários agrícolas.,Qual termo pejorativo era utilizado para designar os migrantes como os Joad na Califórnia ?,Os Okies,Os Dusties,Os Hobos,Os Rookies,"O termo 'Okies' designava originalmente os habitantes de Oklahoma, mas tornou-se um insulto desprezível para todos os migrantes pobres que fugiam do **Dust Bowl**.",Qual **Evento** está na origem da expulsão da família Joad de suas terras ?,A aliança da seca climática e da mecanização agrícola,Uma decisão de justiça após um crime cometido por Tom Joad,A recompra das terras pelo governo federal para a Rota 66,A falência da cooperativa agrícola local após o Crack de 1929,"As tempestades de poeira do **Dust Bowl** arruinaram as colheitas, levando os bancos a confiscar as terras e a substituir os meeiros por tratores.",Qual é o significado simbólico do gesto final de Rose de Sharon ?,O triunfo da solidariedade humana sobre a miséria e a morte,A loucura que se apodera dos **Personagem**s após a perda da criança,A submissão final dos migrantes perante a fome,A impossibilidade de romper o ciclo da pobreza,"Ao amamentar um homem moribundo após ter perdido o seu bebé, Rose de Sharon encarna a entrega absoluta de si e a ideia de que a humanidade sobrevive através da entreajuda coletiva.",Como a **Obra** foi acolhida pelas elites fundiárias da Califórnia aquando do seu lançamento ?,O livro foi proibido e queimado por ser considerado difamatório e subversivo,Steinbeck foi convidado a testemunhar perante o Senado para propor **Lei**s,Foi ignorado pela crítica antes da atribuição do Prémio Nobel,Os proprietários de terras criaram fundações em nome de Steinbeck,"O romance foi percebido como um ataque frontal contra o capitalismo fundiário, resultando em **Autodafé**s e na colocação do autor sob vigilância pelo **FBI**."
31,Literatura,Anglo-saxões & literatura mundial,"O Sol é para Todos, Harper Lee",Qual experiência pessoal de Harper Lee inspira diretamente o Personagem de Atticus Finch ?,Seu pai era um advogado que defendeu clientes negros no Alabama,Ela própria exerceu o direito antes de se tornar escritora,Seu irmão foi injustamente condenado em um julgamento em 1930,Ela foi jurada em um grande julgamento racial em Monroeville,"O pai de Harper Lee, Amasa Coleman Lee, foi a inspiração direta de Atticus Finch : ele era advogado no Alabama e defendeu homens negros.",Qual é a principal lição moral que Atticus Finch transmite à sua filha Scout ?,Nunca se conhece alguém de verdade até se colocar no lugar dele,"A Lei deve ser sempre respeitada, mesmo que seja injusta",Somente o tribunal pode estabelecer a verdade absoluta de um homem,A educação é a única arma contra a pobreza do Sul,"Atticus Finch utiliza a metáfora de 'caminhar nos sapatos dos outros' para ensinar a empatia, valor central do romance.",O que simboliza o pássaro que canta no título original da Obra ?,Uma figura inocente e inofensiva que a sociedade persegue,O sistema judiciário americano que repete os mesmos erros,O canto de esperança dos escravos nas plantações de algodão,A fragilidade da vida humana diante da natureza selvagem,"Atticus Finch explica que é errado fazer mal aos pássaros que cantam (mockingbirds) porque eles não fazem mal a ninguém, simbolizando Tom Robinson e Boo Radley.",Como termina o julgamento de Tom Robinson apesar das provas de inocência ?,Ele é condenado pelo júri e morre mais tarde ao tentar escapar,Ele é absolvido mas deve fugir da cidade sob a ameaça de um linchamento,O julgamento é anulado após a intervenção heróica de Boo Radley,Ele é condenado à prisão perpétua sem possibilidade de redução de pena,O romance destaca a tragédia do racismo: Tom é condenado apesar de sua inocência evidente e morre durante uma tentativa de fuga.,"Qual era a relação entre Harper Lee e seu segundo livro 'Vá, coloca uma sentinela' ?",Era um primeiro esboço escrito antes de sua Obra-prima de 1960,Era uma continuação redigida no fim de sua vida para satisfazer seus fãs,Era uma coletânea de ensaios sobre os direitos civis publicada após sua morte,Era o diário de sua infância com Truman Capote,"Embora publicado em 2015, este texto era, na realidade, o primeiro manuscrito submetido por Lee ao seu editor antes de ela retrabalhar a história para criar 'To Kill a Mockingbird'."
32,Literatura,Anglo-saxões & literatura mundial,"O Grande Gatsby, Fitzgerald",O que é a « luz verde » na ponta do ancoradouro de Daisy que Gatsby contempla todas as noites ?,O símbolo do seu sonho inacessível,Um sinal de boas-vindas que Daisy deixa aceso para ele,Uma ilusão de ótica criada pela riqueza,A luz da sua própria consciência,"A luz verde simboliza o ideal de Gatsby, o horizonte futuro que ele persegue incansavelmente, sabendo ao mesmo tempo que o passado que tenta alcançar é inatingível.",Qual é a verdadeira origem da fortuna de Jay Gatsby ?,a Lei Seca e provavelmente o crime,Uma herança que obteve ao casar-se com uma viúva rica,Especulações bolsistas brilhantes nos anos loucos,Um talento excecional para negócios legais,"Embora Gatsby mantenha o mistério, o texto sugere fortemente que ele construiu sua fortuna através do contrabando de álcool, tornado possível por a Lei Seca.","Qual é a última frase do romance, sublinhando o peso do passado ?","« Assim avançamos, barcos lutando contra a corrente… »","« Gatsby acreditava no futuro, mas nós olhamos para o passado »",« O dinheiro nunca redime o passado »,« Não há segunda chance na América »,"Esta frase célebre de Fitzgerald conclui o romance sugerindo que, apesar dos nossos esforços para avançar, a história e o passado nos trazem irremediavelmente de volta.",Que destino comercial O Grande Gatsby conheceu em sua publicação em 1925 ?,Sucesso de estima mas fracasso comercial — Fitzgerald morre em 1940 acreditando que sua Obra fora esquecida,Imenso sucesso imediato que fez de Fitzgerald o autor mais rico da América,Fracasso total durante 100 anos antes de uma redescoberta recente,Escândalo público e censura em vários estados americanos,O livro vendeu mal durante a vida do autor. Foram as edições distribuídas aos soldados em 1942 e a redescoberta crítica dos anos 1950 que o tornaram uma obra-prima.,"O que simbolizam, para George Wilson, os « olhos do doutor T.J. Eckleburg » ?",O olhar de Deus que tudo vê,Os olhos de Gatsby observando Daisy de longe,A nostalgia de um passado glorioso,O olho do destino trágico guiando as personagens,"No seu desespero após a morte da sua mulher, George Wilson olha para o painel publicitário e vê nele uma divindade espectadora e silenciosa julgando os pecados dos homens."
33,Literatura,Anglo-saxões & literatura mundial,"O Senhor dos Anéis, Tolkien",Qual disciplina universitária de Tolkien explica a riqueza linguística da Terra Média ?,A filologia medieval em Oxford,A arqueologia céltica,A teologia católica,A botânica,"Tolkien era um especialista em filologia, o estudo da História e da estrutura das línguas, o que lhe permitiu criar línguas élficas realistas com a sua própria gramática e História.",O que simboliza o Anel Único na Obra de Tolkien ?,O poder corruptor,A tecnologia industrial destruidora,O pecado original,O desejo de glória militar,O Anel Único simboliza a tentação do poder absoluto que acaba inevitavelmente por corromper até as vontades mais puras.,Qual é a resolução inesperada que permite a destruição do Anel ?,Gollum apodera-se do Anel e cai acidentalmente no vulcão,Aragorn submerge o exército de Sauron pela força,Sam atira o Anel apesar dos protestos de Frodo,O Anel quebra-se sob o efeito de um encantamento de Gandalf,"Tolkien mostra que a demanda só tem sucesso graças à 'graça' e à piedade: é a intervenção involuntária de Gollum, que foi poupado, que salva o Mundo.",Qual era o objetivo inicial de Tolkien ao escrever os seus relatos ?,Criar uma Mitologia para a Inglaterra,Escrever uma alegoria da Segunda Guerra Mundial,Denunciar a ascensão do comunismo,Substituir os contos de fadas dos irmãos Grimm,Tolkien acreditava que a Inglaterra carecia de uma **Mitologia** nativa comparável à dos gregos ou escandinavos e quis preencher essa lacuna através dos seus escritos.,Qual era a ligação entre C.S. Lewis e J.R.R. Tolkien?,Eles eram amigos e membros do círculo dos **Inklings**,Eles eram rivais académicos fervorosos,Lewis era o editor de O Senhor dos Anéis,Eles coescreveram as línguas da Terra Média,"C.S. Lewis era um dos amigos mais próximos de Tolkien e foi um dos primeiros ouvintes de O Senhor dos Anéis, embora por vezes criticasse certos aspetos do estilo."
34,Literatura,Anglo-saxões & literatura mundial,"Fahrenheit 451, Bradbury",O que significa «451 Fahrenheit» no título do romance?,É a temperatura à qual o papel se incendeia,"É o número de matrícula da **Personagem** principal, Guy Montag",É o ano em que o romance decorre,É o número de livros queimados durante a grande purga inicial,O título refere-se ao dado de **Técnica** (cientificamente validado por Bradbury junto de bombeiros) em que o papel entra em combustão espontânea.,Qual era a preocupação mediática central de Bradbury ao escrever o romance?,A ascensão da televisão e o abandono da leitura,A invenção da **Inteligência artificial**,O desenvolvimento das redes sociais,A proliferação de jornais sensacionalistas,Bradbury temia que o imediatismo e a passividade da televisão substituíssem a reflexão ativa necessária para a leitura de um livro.,Que posição Bradbury tomou em relação às versões digitais da sua **Obra**?,Recusou durante muito tempo a sua publicação em e-book por fidelidade ao livro físico,Foi o primeiro autor a oferecer o seu romance gratuitamente na Internet,Pediu para que o código binário do texto fosse ele próprio apagável,Considerava que o digital era o único meio de proteger os livros das chamas,"Grande defensor do livro em papel, Bradbury opôs-se durante décadas ao formato digital antes de ceder tardiamente perante os imperativos dos novos leitores.",Como é que os «homens-livro» asseguram a sobrevivência do saber ?,Memorizando integralmente obras para as transmitir oralmente,Enterrando bibliotecas em cápsulas do tempo,Criando bancos de dados encriptados impossíveis de queimar,Imprimindo livros em metal resistente ao fogo,"Face à destruição dos suportes físicos, a resistência repousa na memória humana : cada indivíduo torna-se o guardião vivo de um texto literário.",Qual é o papel paradoxal do capitão Beatty na narrativa ?,Um homem extremamente cultivado que queima os livros para manter a paz social,Um analfabeto que procura vingar-se daqueles que sabem ler,Um espião da resistência infiltrado no topo dos bombeiros,Um ciborgue programado apenas para obedecer sem compreender,"Beatty é a Personagem mais instruída : ele conhece o poder dos livros, mas considera-os como ferramentas de discórdia que prejudicam a felicidade do povo."
35,Literatura,Anglo-saxões & literatura mundial,"Cem Anos de Solidão, García Márquez",Qual é a Técnica narrativa central do Realismo mágico em Cem Anos de Solidão ?,O sobrenatural é tratado com a mesma neutralidade narrativa que o quotidiano,As personagens comentam elas próprias os eventos mágicos com espanto,O narrador explica cada Evento mágico pela sua causa natural,O texto utiliza apenas metáforas sem nunca apresentar factos mágicos,O realismo mágico integra elementos sobrenaturais num quadro realista sem que o narrador ou as personagens pareçam espantar-se.,Que Evento histórico real é transposto no romance ?,O massacre dos operários grevistas de uma companhia bananeira em 1928,A Revolução Cubana e a chegada de Fidel Castro,A travessia dos Andes por Simón Bolívar,A independência da Colômbia contra a Espanha em 1810,García Márquez inspira-se diretamente no massacre da United Fruit Company para ilustrar a repressão social e o apagamento da memória histórica.,Como é que o tempo é representado em Macondo ?,É circular : as personagens repetem os erros dos seus antepassados,É puramente linear e segue o progresso científico,"Ele flui ao contrário, com os personagens rejuvenescendo com o tempo",O tempo está totalmente ausente porque Macondo situa-se fora do Mundo,"A circularidade é central, com os nomes e os destinos repetindo-se tragicamente até ao fim da linhagem.",Quem é Melquíades na economia do romance?,Um cigano que traz as invenções e escreve as profecias da família,O inimigo jurado do Coronel Aureliano Buendía,O primeiro presidente da câmara enviado pelo governo central,O filho escondido de José Arcadio Buendía e de Ursula,Melquíades representa o saber e o mistério; é ele quem escreve os manuscritos em sânscrito revelando o destino dos Buendía.,Qual é o significado do fim do romance?,A destruição de Macondo marca a impossibilidade de escapar à solidão e à História,A família Buendía instala-se numa nova cidade moderna,A aldeia torna-se uma atração turística graças ao comboio,O Coronel Aureliano consegue finalmente ganhar uma guerra civil,O aniquilamento final pelo vento simboliza o fim de uma linhagem incapaz de amar e de se lembrar corretamente do seu passado.
36,Literatura,Anglo-saxões & literatura mundial,"A Metamorfose, Kafka",Qual é a particularidade do incipit de A Metamorfose?,"Apresenta a transformação como um facto consumado logo ao acordar, sem explicação fantástica.",Explica que Gregor foi vítima de uma experiência científica falhada.,Começa com a morte da Personagem principal antes de fazer um flashback.,Descreve longamente o pesadelo de Gregor antes de mostrar o seu despertar.,"Kafka utiliza um incipit 'in medias res' onde o absurdo é colocado desde logo como uma realidade indiscutível, sem recurso ao maravilhoso tradicional.",Que significa o termo alemão 'Ungeziefer' utilizado por Kafka?,Um verme ou um animal impuro inapto ao sacrifício.,Uma barata de cozinha gigante da espécie Blatta orientalis.,Uma borboleta noturna símbolo da psique humana.,Um termo Técnica de biologia designando os coleópteros.,A palavra Ungeziefer sublinha o aspeto de sujidade e de inutilidade social da Personagem em vez da sua classificação biológica precisa.,Porque é que Gregor Samsa trabalhava como caixeiro-viajante ?,Para pagar as dívidas do pai ao seu empregador.,Por paixão pelas viagens e pelos encontros comerciais.,Para financiar os estudos de Arte da sua irmã Grete no estrangeiro.,Porque era o único membro da família capaz de caminhar.,"Gregor é prisioneiro de uma alienação económica: trabalha por obrigação familiar forçada, o que reforça o tema da exploração.",Qual Personagem decide finalmente que Gregor deve ser eliminado ?,A sua irmã Grete.,O procurador da sua empresa.,O trio de pensionistas que alugam o quarto.,"O seu pai, durante um acesso de fúria física.","É a reviravolta mais trágica: Grete, que era o seu único apoio, acaba por negá-lo como humano, provocando a sua morte psicológica.",Qual é o ambiente da cena final após a morte de Gregor ?,Uma atmosfera leve e otimista face ao futuro da família.,Um clima de culpa sufocante que leva ao suicídio dos pais.,Uma investigação policial para determinar as causas da morte.,Uma cerimónia de luto solene reunindo todo o bairro.,"A família Samsa sente um alívio imediato e projeta o seu futuro em Grete, mostrando que Gregor foi totalmente apagado."
