Nom du cours,Classification,Terme,Explication
O nascimento do impressionismo,Conceito,O Salão oficial de Paris,"Exposição anual da Académie des beaux-arts, única vitrine da arte na França no século XIX. Ser recusado significava invisibilidade comercial."
O nascimento do impressionismo,Conceito,Os tubos de tinta e o plein air,"A invenção dos tubos de tinta metálicos (1841) permitiu aos pintores trabalhar no exterior. Sem os tubos, a tinta oxidava rapidamente. Esta inovação técnica banal foi uma condição material da revolução impressionista."
Caravaggio e o chiaroscuro,Conceito,O barroco na pintura,"Estilo artístico do século XVII caracterizado pelo movimento, o contraste dramático, a teatralidade e uma forte carga emocional visando impressionar o espectador."
Caravaggio e o chiaroscuro,Personagem,Artemisia Gentileschi,"Pintora italiana de destaque (1593-1656), discípula do caravagismo, célebre por suas cenas de força e vingança feminina de um realismo impressionante."
Rembrandt e a escola flamenga,Conceito,O Século de Ouro holandês,"No século XVII, as Províncias Unidas tornaram-se a primeira potência comercial mundial. Esta prosperidade criou uma classe média protestante abastada que queria retratos, cenas de gênero e paisagens - mercado que permitiu a Vermeer e Rembrandt existirem."
Rembrandt e a escola flamenga,Conceito,A falência de Rembrandt (1656),"Rembrandt foi à falência no auge de sua reputação, após ter gasto sem limites em coleções de arte. Seus bens foram vendidos em leilão. Esta ruína obrigou-o a pintar sob o nome de sua esposa Hendrickje e de seu filho Titus."
O cubismo: Picasso e Braque,Conceito,A arte africana e oceânica como influência,"A descoberta por Picasso das máscaras africanas por volta de 1906-1907 foi uma revelação: uma arte que não buscava imitar a realidade, mas sim dar uma representação simbólica e estrutural. Decisivo para as Demoiselles d'Avignon."
O cubismo: Picasso e Braque,Conceito,A colagem (papiers collés),"Inovação do cubismo sintético (1912): Braque e Picasso colaram pedaços de jornais e papéis de parede em seus quadros. Ao integrar fragmentos do real na **Obra** de **Arte**, eles confundiam a fronteira entre representação e realidade."
O surrealismo: Dalí e Magritte,Conceito,A psicanálise freudiana como fonte,"O **surrealismo** inspirou-se diretamente em Freud: o inconsciente como reservatório de imagens reprimidas, o sonho como via real para o inconsciente, a associação livre. André Breton encontrou-se com Freud em 1921 e queria libertar o inconsciente na **Arte**."
O surrealismo: Dalí e Magritte,Conceito,A escrita automática,"**Técnica** **surrealista**: escrever ou pintar sem controle consciente, deixando o fluxo do inconsciente expressar-se diretamente. Breton utilizou-a como ferramenta **Poética**. Dalí desenvolveu a sua própria variante pictórica com o **método paranoico-crítico**."
O expressionismo: Munch e O Grito,Conceito,"O expressionismo alemão (Die Brücke, Der Blaue Reiter)","Correntes artísticas alemãs (1905-1920) levando o expressionismo ao extremo: deformação radical das formas, cores berrantes, temas angustiantes. Kirchner, Kandinsky, Nolde reagiam à modernização e anunciavam o trauma de 1914."
O expressionismo: Munch e O Grito,Evento relacionado,A erupção do Krakatoa (1883) e o céu vermelho,A erupção catastrófica do Krakatoa projetou cinzas que coloriram o pôr do sol em vermelho sangue no **Mundo** inteiro durante meses. Munch anotou no seu diário ter visto um céu vermelho «de sangue e de fogo» - provavelmente este fenômeno.
A arte abstrata: Kandinsky e Mondrian,Conceito,A Bauhaus e a síntese arte-indústria,Escola de **Arte** e design fundada em **Weimar** em 1919 que tentou reconciliar as artes maiores e as artes aplicadas. Kandinsky e Klee lecionaram lá. A sua estética minimalista e funcional é onipresente no design contemporâneo.
A arte abstrata: Kandinsky e Mondrian,Conceito,O neoplasticismo de Mondrian (De Stijl),"Movimento neerlandês fundado em 1917: reduzir a arte aos elementos mais puros - linhas horizontais e verticais, cores primárias, branco e preto. Mondrian buscava uma linguagem visual universal além de qualquer cultura particular."
A Pop Art: Warhol e Lichtenstein,Conceito,A sociedade de consumo americana dos anos 1950-60,"Após a guerra, a economia americana produziu uma abundância inédita. A publicidade e os meios de comunicação de massa criaram uma cultura de imagens padronizadas que a Pop Art utilizou como material artístico, questionando a fronteira entre arte e produto."
A Pop Art: Warhol e Lichtenstein,Conceito,A aura e a reprodução mecanizada (Walter Benjamin),"Benjamin (1935) analisava como a reprodução técnica destrói a «aura» da obra única. Warhol radicalizou essa ideia: ao reproduzir mecanicamente imagens populares, ele questionava a própria noção de original e de autor."
O nascimento da música eletrônica,Conceito,O Theremin,"Primeiro instrumento eletrônico (1920), tocado sem contato físico: duas antenas detetam a posição das mãos e controlam a altura e o volume. Seu som etéreo foi utilizado nos filmes de terror dos anos 1950 e pelos Beach Boys."
O nascimento da música eletrônica,Conceito,A house de Chicago e o techno de Detroit,"A house (Chicago, 1984) utilizava caixas de ritmos e baixos profundos. O techno (Detroit, 1986-1988) era mais frio e mecânico. Ambos emergiram das comunidades negras e latinas marginalizadas e tornaram-se fenómenos mundiais."
Bob Dylan e a folk protest,Conceito,O folk revival americano (Woody Guthrie),Redescoberta das músicas tradicionais americanas por artistas urbanos nos anos 1950-60. Pete Seeger e Woody Guthrie fizeram do folk a banda sonora do movimento operário e dos direitos civis. Dylan foi o seu herdeiro prodígio.
Bob Dylan e a folk protest,Conceito,A música como ferramenta política,"Na tradição de Guthrie, a folk protest utilizava melodias acessíveis para difundir mensagens políticas. «Blowin' in the Wind» e «The Times They Are A-Changin'» de Dylan tornaram-se hinos do movimento dos direitos civis."
O hip-hop: nascimento de uma cultura,Conceito,A política de autoestradas de Robert Moses,"Urbanista nova-iorquino que construiu autoestradas urbanas devastando os bairros populares do Bronx nos anos 1950-60. A Cross-Bronx Expressway destruiu 60 000 habitações, criando as condições de abandono nas quais nasceu o hip-hop."
O hip-hop: nascimento de uma cultura,Conceito,O sampling musical,"Técnica que consiste em utilizar excertos de discos existentes como base para uma nova Obra. Juridicamente problemático, o sampling foi reconhecido como uma forma de criação artística legítima após longas batalhas judiciais."
A ópera de Verdi,Conceito,O Risorgimento italiano,"Movimento de reunificação nacional da Itália (c. 1815-1871). As óperas de Verdi - especialmente «Va, pensiero» de Nabucco - tornaram-se hinos nacionalistas. O próprio Verdi era um símbolo: seu nome foi usado como acrônimo para Vittorio Emanuele, Re D'Italia."
A ópera de Verdi,Conceito,A ópera seria vs a ópera buffa,"Dois géneros italianos: a opera seria (temas nobres, trágicos) e a opera buffa (temas cómicos, personagens comuns). Verdi sobressaiu na opera seria mas renovou os géneros integrando o drama psicológico realista e a tensão social."
Mozart: prodígio infantil e vida trágica,Conceito,A condição do músico no século XVIII,"Estatuto social onde o músico é considerado um doméstico ligado a um nobre ou a um prelado, devendo compor e tocar segundo os desejos do seu patrão."
Mozart: prodígio infantil e vida trágica,Referência histórica,A maçonaria e A Flauta Mágica,"A Flauta Mágica (1791) é uma alegoria maçónica: as provas iniciáticas de Tamino, a luta luz/trevas refletem os rituais e ideais maçónicos do Iluminismo aos quais Mozart aderia desde 1784."
Beethoven: génio e surdez,Conceito,A música «absoluta» vs a música programática,"A música absoluta (Beethoven) exprime emoções puras sem referência exterior. A música de programa (Berlioz, Liszt) conta uma história. Esta distinção estrutura o grande debate estético do século XIX romântico."
Beethoven: génio e surdez,Conceito,A Ode à Alegria e o hino europeu,"O último movimento da 9ª Sinfonia, sobre o poema de Schiller, tornou-se em 1985 o hino oficial da União Europeia. O universalismo da sua mensagem (fraternidade da humanidade) faz dele o símbolo do ideal europeu de unidade."
O nascimento do rock'n'roll,Conceito,A segregação na indústria musical americana,"As rádios americanas das décadas de 1940-50 recusavam-se a difundir a «race music» (blues, R&B) nas estações «brancas». O nascimento do rock'n'roll deu-se em grande parte quando artistas brancos retomaram estilos negros, levantando questões de apropriação cultural."
O nascimento do rock'n'roll,Conceito,O rhythm and blues (R&B),"Género dos anos 1940 que combina blues eletrificado, jazz e gospel, criado por artistas negros. O rhythm and blues foi a base direta do rock'n'roll: Elvis e Chuck Berry inspiraram-se nele diretamente."
Bach e a música barroca,Conceito,O contraponto e a fuga,"O contraponto é a arte de combinar várias melodias independentes segundo regras harmónicas. A fuga é a sua forma mais elaborada: um tema é exposto por diferentes vozes sucessivamente, sendo depois desenvolvido em combinações cada vez mais complexas."
Bach e a música barroca,Conceito,O temperamento igual,O «Cravo Bem Temperado» de Bach (48 prelúdios e fugas em todas as tonalidades) demonstrou que uma afinação uniforme permitia tocar em todas as tonalidades sem desafinação. Este sistema é o de todos os instrumentos modernos.
O nascimento do jazz americano,Conceito,Congo Square em Nova Orleães,"Lugar onde a lei do Louisiana autorizava os escravos a reunirem-se ao domingo para tocar e dançar. Este lugar único na América do Norte permitiu a preservação das tradições musicais africanas que, combinadas com a harmonia europeia, deram origem ao jazz."
O nascimento do jazz americano,Conceito,A improvisação no jazz,"Contrariamente à música clássica, o jazz faz da improvisação o seu coração: o músico inventa a sua linha melódica em tempo real, sobre uma grelha harmónica convencionada, em resposta aos outros. É, ao mesmo tempo, uma liberdade total e uma disciplina exigente."
O blues: raízes de toda a música moderna,Conceito,A estrutura de 12 compassos,"Arquitetura harmónica fundadora do blues: uma sequência de 12 compassos em três partes (tónica, subdominante, dominante) que se repete. Esta estrutura infinitamente variável é a grelha sobre a qual se improvisa o blues e que se reencontra no rock, no jazz e na pop."
O blues: raízes de toda a música moderna,Conceito,As blue notes,"Notas ""flexionadas"" entre duas notas da gama padrão, tocadas ligeiramente abaixo da sua altura habitual. Estas inflexões microtonais provêm da tradição vocal africana e dão ao blues o seu caráter expressivo e pungente particular."
O nascimento da fotografia,Conceito,O calótipo de William Fox Talbot,Processo fotográfico em papel (por volta de 1840) que permite fazer várias impressões a partir de um negativo - ao contrário do daguerreótipo único. É o antepassado direto da fotografia analógica utilizada até à era digital.
O nascimento da fotografia,Conceito,O impacto da fotografia na pintura figurativa,"A fotografia libertou a pintura da sua função documentária. Os pintores já não tinham de imortalizar rostos ou batalhas - a fotografia fazia-o melhor e mais barato. Esta libertação é uma das condições do impressionismo e, mais tarde, da abstração."
Charlie Chaplin e o cinema mudo,Referência histórica,Os irmãos Lumière e o cinema das origens,"O cinema nasceu em França (Lumières, 1895), mas industrializou-se nos Estados Unidos. Hollywood impôs-se nas décadas de 1910-1920 graças ao sol californiano, à diversidade das paisagens e à imigração massiva de talentos europeus."
Charlie Chaplin e o cinema mudo,Conceito,O slapstick,"Género cómico do cinema mudo baseado em gags físicos, quedas, perseguições e violência grotesca. O termo provém de um acessório de teatro. Charlot levou este género à perfeição ao adicionar-lhe profundidade emocional e crítica social."
Orson Welles e Citizen Kane,Conceito,A profundidade de campo (deep focus),"Técnica cinematográfica onde todos os planos da imagem (primeiro plano, plano médio e fundo) estão nítidos simultaneamente, permitindo uma ação complexa num único enquadramento."
Orson Welles e Citizen Kane,Personagem,William Randolph Hearst,"Magnata da imprensa americana do início do século XX, cuja vida serviu de modelo para o personagem de Charles Foster Kane."
A Nouvelle Vague francesa,Conceito,A política dos autores,"Teoria de Truffaut nos Cahiers du Cinéma (1954): o verdadeiro autor de um filme é o realizador, que exprime a sua visão pessoal. Esta teoria valorizou cineastas de Hollywood como Hitchcock ou Hawks, que a crítica académica francesa desprezava."
A Nouvelle Vague francesa,Conceito,A rodagem em cenários naturais e a câmara leve,"A Nouvelle Vague reinventou tecnicamente o cinema: câmaras portáteis ligeiras, películas rápidas que permitiam filmar sem iluminação artificial. Estas restrições orçamentais tornaram-se uma estética revolucionária - o cinema «que saiu à rua»."
"Kubrick: 2001, uma Odisseia no Espaço",Personagem,Arthur C. Clarke,Autor de ficção científica britânico que coescreveu o argumento de 2001 a partir do conto «La Sentinelle» (1948). Ele inventou o conceito de satélite geoestacionário de comunicação em 1945 - muito antes da sua realização técnica.
"Kubrick: 2001, uma Odisseia no Espaço",Conceito,A inteligência artificial e HAL 9000,"HAL 9000 é uma das primeiras representações de uma inteligência artificial consciente e conflituosa com os seus criadores. O seu antropomorfismo (voz calma, lógica implacável, autopreservação) prefigura os debates atuais sobre a segurança da inteligência artificial."
Hitchcock e o suspense,Conceito,O MacGuffin,"Termo de Hitchcock que designa o objeto que todas as personagens perseguem (a mala, os planos secretos), mas cujo conteúdo não tem qualquer importância para o espetador. O que conta é o desejo que ele suscita e a dinâmica narrativa que gera."
Hitchcock e o suspense,Conceito,A câmara subjetiva (point of view shot),"Técnica onde a câmara adota o ponto de vista de uma personagem, fazendo o espetador viver exatamente o que ela vê. Em Vertigo, as vertigens de Scottie são transmitidas por uma técnica de zoom-contra-travelling inventada para o filme."
A arquitetura gótica: as catedrais,Conceito,O arcobotante e a abóbada de ogivas,"Inovações estruturais do gótico. A abóbada de ogivas distribui o peso sobre as nervuras em vez de sobre as paredes inteiras. Os arcos botantes transferem o empuxo para o exterior, permitindo abrir as paredes em janelas sem que o edifício colapse."
A arquitetura gótica: as catedrais,Conceito,A teologia da luz (abade Suger),"Suger teorizava que a luz divina, canalizada pelos vitrais coloridos, elevava a alma até Deus. Esta «metafísica da luz» inspirou a arquitetura gótica na sua busca por janelas cada vez maiores e arcos cada vez mais altos."
O Bauhaus,Conceito,O funcionalismo no design,Princípio do Bauhaus: a forma deve seguir a função (form follows function). Um objeto bem concebido é belo porque cumpre perfeitamente o seu uso - sem ornamentos supérfluos. Este princípio estrutura o design industrial moderno.
O Bauhaus,Evento,O encerramento pelos nazis (1933),"Hitler fechou o Bauhaus em 1933, considerando a sua estética como «degenerada». Os seus professores emigraram para os Estados Unidos (Gropius para Harvard, Mies van der Rohe para Chicago), onde influenciaram profundamente a arquitetura e o design americanos."
A Mona Lisa,Conceito,O sfumato leonardiano,Técnica de Leonardo da Vinci: camadas de verniz translúcido muito finas (por vezes 40 camadas) criam transições impercetíveis entre sombra e luz. É este sfumato que torna o sorriso da Monalisa tão ambíguo e esquivo.
A Mona Lisa,Evento relacionado,O roubo da Mona Lisa (1911),"Vincenzo Peruggia, funcionário do Louvre, roubou a Monalisa e guardou-a na sua casa em Florença durante dois anos. Este roubo foi manchete no mundo inteiro e transformou a Monalisa, então pouco conhecida do grande público, no quadro mais famoso do Mundo."
"A Noite Estrelada, Van Gogh",Conceito,A arte como expressão interior,"Conceito central em Van Gogh onde a Obra não procura reproduzir a realidade física, mas as emoções e visões do pintor."
"A Noite Estrelada, Van Gogh",Evento relacionado,O drama de Arles com Gauguin,"Van Gogh convidou Gauguin para partilhar a sua casa amarela em Arles. Após dois meses de coabitação difícil, uma disputa violenta precipitou a crise de Van Gogh, que cortou a própria orelha e foi internado voluntariamente em Saint-Rémy."
"Guernica, Picasso",Evento relacionado,A guerra civil espanhola (1936-1939),Conflito entre a República espanhola e o levantamento franquista apoiado pela Alemanha nazi e pela Itália fascista. A Espanha foi o terreno de experimentação das novas táticas de bombardeamento da Segunda Guerra Mundial que estava por vir.
"Guernica, Picasso",Conceito,A Legião Condor,Unidade militar aérea da Luftwaffe enviada para a Espanha para apoiar Franco e testar as novas táticas de bombardeamento de saturação. O bombardeamento de Guernica foi a sua primeira utilização massiva contra uma cidade civil.
"A Liberdade Guiando o Povo, Delacroix",Evento relacionado,As Três Gloriosas (27-29 de julho de 1830),"Três jornadas revolucionárias que derrubaram o rei Carlos X, que pretendia suprimir a liberdade de imprensa e reduzir o direito de voto. Luís Filipe I de França subiu ao trono constitucional em seu lugar."
"A Liberdade Guiando o Povo, Delacroix",Conceito,"A Marianne, símbolo da República","Figura alegórica feminina que encarna a República Francesa desde a Revolução. O seu barrete frígio (símbolo da liberdade antiga) é o seu atributo distintivo. A Liberdade de Delacroix é a sua imagem fundadora, reproduzida em todas as câmaras municipais de França."
"A Criação de Adão, Michelangelo",Conceito,O afresco como técnica mural,"Pintura realizada sobre argamassa fresca (fresco = fresco em italiano). Os pigmentos integram-se na argamassa ao secar, tornando a cor permanente e resistente aos séculos. Michelangelo teve de trabalhar por secções diárias (giornata) de costas sobre um andaime."
"A Criação de Adão, Michelangelo",Conceito,A teoria da «capa em forma de cérebro»,"Teoria de Frank Meshberger (1990): a forma da capa vermelha que envolve Deus reproduziria exactamente o corte anatómico de um cérebro humano. Se intencional, Michelangelo teria simbolizado que Deus é uma criação do espírito humano."
"Impressão, nascer do sol, Monet",Personagem,Louis Leroy e o nascimento do termo «impressionismo»,"Crítico de arte do «Charivari», Louis Leroy escreveu em 1874 um artigo sarcástico: «Impressão, eu bem tinha a certeza!». Ele queria troçar - o termo «impressionistas» foi adotado pelos próprios artistas com orgulho, revertendo o insulto."
"Impressão, nascer do sol, Monet",Referência histórica,O porto de Le Havre industrializado no século XIX,"Le Havre era o primeiro porto comercial francês, transformado pela industrialização. Monet mostra precisamente esta modernidade industrial (vapor, guindastes, barcas) na névoa matinal - uma visão fugaz da modernidade em marcha."
"Nighthawks, Hopper",Conceito,A alienação urbana americana,"Nighthawks foi pintado em 1942, algumas semanas após Pearl Harbor. O isolamento das personagens na noite americana traduz um mal-estar profundo: o individualismo da sociedade americana, a ausência de comunidade, o vazio por trás da abundância material."
"Nighthawks, Hopper",Conceito,O diner americano,"Instituição cultural: restaurante aberto 24 horas por dia, serviço rápido no balcão, clientela anônima de passagem. Lugar de solidão coletiva por excelência, alimenta a iconografia da pintura, do cinema (filme noir) e da literatura americana."
"Les Demoiselles d'Avignon, Picasso",Conceito,O primitivismo na arte moderna,Tendência do início do século XX de procurar nas artes africanas e oceânicas uma vitalidade perdida. Picasso encontrou aí uma liberdade de representação radical que quebrou as convenções da perspectiva desde o Renascimento.
"Les Demoiselles d'Avignon, Picasso",Lugar / instituição,O Bateau-Lavoir (Montmartre),"Prédio degradado de Montmartre onde Picasso viveu e trabalhou de 1904 a 1909, cercado por artistas e poetas (Max Jacob, Apollinaire, Braque). Foi lá, em um ateliê sem água nem aquecimento, que ele pintou as Demoiselles d'Avignon."
"A Persistência da Memória, Dalí",Conceito,O tempo mole e a filosofia bergsoniana,"Bergson distinguia o tempo físico (mensurável) e o tempo vivido (subjetivo, elástico). Os relógios moles de Dalí ilustram visualmente este «tempo bergsoniano»: no sonho, o tempo dilata-se, contrai-se, perde toda a rigidez."
"A Persistência da Memória, Dalí",Lugar / instituição,Cap de Creus (Catalunha),Paisagem costeira rochosa da Costa Brava visível em diversos quadros de Dalí. As formações geológicas de granito erodido características deste cabo alimentaram o seu imaginário de formas ambíguas e fundentes.
A tragédia grega e o teatro antigo,Conceito,O coro na tragédia grega,"Grupo de 12 a 15 cidadãos que cantam, dançam e comentam a ação entre os episódios. O coro representa a voz da comunidade e oferece uma perspectiva moral sobre as ações dos heróis. O seu papel diminuiu progressivamente em Sófocles e Eurípides."
A tragédia grega e o teatro antigo,Lugar / instituição,O teatro de Epidauro,"Teatro antigo do século IV a.C., com capacidade para 14 000 espectadores. Sua acústica extraordinária (ouve-se uma moeda cair de qualquer assento) permanece misteriosa e supera as capacidades da engenharia acústica moderna."
O teatro de Shakespeare,Conceito,O Globe Theatre (1599),"Sala de teatro construída na margem sul do Tâmisa, fora dos limites da City de Londres (que proibia os espetáculos). Octogonal, aberta ao céu, acolhia 3 000 espectadores de pé («groundlings») ou sentados nas galerias cobertas."
O teatro de Shakespeare,Conceito,O verso branco (blank verse) shakespeariano,Verso de 10 sílabas não rismado (pentâmetro iâmbico) que Shakespeare usava para as personagens nobres. As personagens comuns falavam em prosa. Esta distinção social pela linguagem é uma convenção do teatro elisabetano.
A liberdade de imprensa e o fotojornalismo,Conceito,A ética do fotojornalismo,Tensão fundamental: até onde deve um fotógrafo envolver-se? Kevin Carter fotografou um abutre à espera da morte de uma criança sudanesa (1993) e foi acusado de não a ter ajudado. Recebeu o Pulitzer e suicidou-se três meses depois.
A liberdade de imprensa e o fotojornalismo,Personagem,Henri Cartier-Bresson,Fotógrafo francês fundador da agência Magnum (1947) e teórico do «momento decisivo»: o instante único onde a forma e o conteúdo coincidem perfeitamente. A sua obra com a Leica é considerada o auge do fotojornalismo humanista.
"O nascimento dos deuses gregos (Cronos, Zeus, o Olimpo)",Conceito,A Teogonia de Hesíodo,"Poema (cerca de 700 a.C.) narrando a origem e a genealogia dos deuses gregos desde o Caos. A nossa principal fonte sobre a cosmogonia grega, apresenta deuses apaixonados e violentos, submetidos como os homens às forças do destino."
"O nascimento dos deuses gregos (Cronos, Zeus, o Olimpo)",Conceito,O antropomorfismo divino grego,"Os deuses gregos são inteiramente humanos nas suas emoções (ciúme, amor, raiva), mas imortais e sobrenaturais. Xenófanes já criticava esta visão: «se os cavalos tivessem deuses, representá-los-iam como cavalos»."
Prometeu: o ladrão de fogo,Conceito,O mito prometeu na cultura moderna,"Prometeu tornou-se o símbolo da emancipação humana pelo conhecimento, desafiando os limites fixados pelos deuses. Goethe, Shelley (Frankenstein), Marx reivindicaram-no - ele encarna a modernidade rebelde contra a ordem estabelecida."
Prometeu: o ladrão de fogo,Personagem,Epimeteu (irmão de Prometeu),O seu nome significa «aquele que pensa depois». Aceitou sem refletir o presente de Pandora enviado por Zeus. A sua imprudência introduziu os males no Mundo. O par Prometeu-Epimeteu ilustra a oposição entre previdência e impulsividade.
Pandora e a caixa,Conceito,A misoginia na mitologia grega,"O mito de Pandora é frequentemente lido como uma justificativa mitológica da desconfiança dos gregos em relação às mulheres: é uma mulher que introduz o mal no Mundo, por curiosidade ou desobediência. Um mito paralelo a Eva na Bíblia."
Pandora e a caixa,Conceito,A Elpis (a Esperança),"Na versão de Hesíodo, a Esperança permanece no jarro quando Pandora o fecha. Ambiguidade fundamental: será o último dom benevolente dos deuses, ou um mal suplementar (falsa esperança, ilusão) que tortura os homens fazendo-os acreditar que as coisas vão melhorar?"
Deméter e Perséfone (as estações),Conceito,Os Mistérios de Elêusis,"Cerimónias de iniciação secretas celebradas em Elêusis durante mais de um milénio (600 a.C. - 400 d.C.). Baseadas no mito de Perséfone, prometiam aos iniciados uma vida venturosa após a morte. Platão e Marco Aurélio foram lá iniciados."
Deméter e Perséfone (as estações),Conceito,O ciclo agrícola na religião grega,"O mito de Perséfone é uma explicação mitológica do ciclo vegetativo: quando ela desce aos Infernos (outono-inverno), a terra é estéril; quando ela sobe (primavera), a vegetação renasce. A religião grega estava ligada aos ritmos agrícolas."
Orfeu e Eurídice,Conceito,A catábase: a descida aos Infernos,"Motivo mitológico recorrente: o herói desce aos Infernos vivo (Héracles, Ulisses, Eneias, Orfeu). Esta «catábase» simboliza a viagem iniciática na morte e a confrontação com o inconsciente."
Orfeu e Eurídice,Conceito,O orfismo: religião mística grega,"Corrente religiosa inspirada no mito de Orfeu, defendendo a purificação da alma e a metempsicose (transmigração das almas). Influenciou Pitágoras e Platão na sua conceção da imortalidade da alma."
Narciso e Eco,Conceito,O narcisismo em psicologia,"Termo cunhado por Freud (1914): amor excessivo de si mesmo, incapacidade de amar o Outro. No mito, Narciso não pode amar Eco porque ama apenas a sua própria imagem. Freud distinguiu o narcisismo primário (saudável) do narcisismo patológico."
Narciso e Eco,Conceito,O eco na física acústica,"Repercussão de um som numa superfície e retorno à sua origem. A palavra «eco» vem diretamente da ninfa do mito, condenada a repetir apenas as últimas palavras ouvidas. Este mito explicava aos gregos o fenómeno acústico natural."
Ícaro e Dédalo,Conceito,A hybris e o desmedido,Ícaro encarna a hybris clássica: não respeitar os limites humanos e procurar elevar-se até aos deuses. Esta transgressão é sempre punida na mitologia grega - os gregos viam na desmesura a falta trágica por excelência.
Ícaro e Dédalo,Conceito,O labirinto como símbolo,"Construção de Dédalo encerrando o Minotauro. Para além do mito, o labirinto tornou-se um símbolo universal da errância, da busca e do retorno impossível - do inconsciente ou do destino inextricável."
Sísifo: punição eterna,Conceito,O absurdo de Camus e Sísifo,"Em O Mito de Sísifo (1942), Camus escolhe este mito porque Sísifo conhece a sua sorte e continua mesmo assim. Camus conclui que «é preciso imaginar Sísifo feliz» - apenas a recusa da resignação torna o absurdo suportável."
Sísifo: punição eterna,Conceito,A húbris de Sísifo,"Sísifo foi punido por ter enganado a morte duas vezes e revelado segredos dos deuses. Na mitologia grega, os mortais que desafiavam a ordem divina ou pretendiam a imortalidade recebiam punições eternas e exemplares."
Tântalo e seu suplício,Conceito,O «suplício de Tântalo» como arquétipo,"Expressão que descreve qualquer situação em que o que se deseja está quase ao alcance, mas sempre inacessível. Este símbolo universal da frustração e da tentação atravessou todas as culturas e encontra-se nas teorias psicológicas sobre o desejo."
Tântalo e seu suplício,Conceito,"O elemento químico tântalo (Ta, 73)",Nomeado assim em 1802 por Ekeberg porque é insolúvel nos ácidos - como Tântalo que nada pode engolir. É utilizado nos condensadores dos smartphones e nas próteses médicas biocompatíveis.
Medusa e Perseu,Conceito,O Gorgoneion,"Representação da cabeça de Medusa utilizada como amuleto apotropaico (para repelir o mal) em toda a Grécia antiga. Encontrava-se nos templos, escudos, anéis, mosaicos. Passou para a arte romana e depois para os brasões medievais."
Medusa e Perseu,Conceito,"Pégaso, nascido do sangue de Medusa","Quando Perseu decapita Medusa, o cavalo alado Pégaso nasce do seu sangue. Ele será capturado por Belerofonte com a ajuda de Atena e permitir-lhe-á vencer a Quimera. Pégaso tornou-se o símbolo universal da inspiração **Poética**."
Hércules e seus 12 trabalhos,Conceito,O heroísmo grego vs o heroísmo cristão,"O heroísmo grego (Hércules, Aquiles) valoriza a força, a glória guerreira e o feito - mesmo que Hércules aja por penitência. O heroísmo cristão valoriza a humildade, o sacrifício e o sofrimento aceito. Esta tensão estrutura a cultura ocidental."
Hércules e seus 12 trabalhos,Conceito,As Colunas de Hércules,"Promontórios de Gibraltar que a tradição antiga considerava como os limites do **Mundo** conhecido. A expressão «nec plus ultra» estava associada a eles. Colombo atravessou as **Colunas de Hércules** em 1492, empurrando os limites do **Mundo** conhecido para o Ocidente."
Teseu e o Minotauro,Conceito,O labirinto de Cnossos em Creta,"Escavações revelaram em Cnossos o palácio minoico, com a sua planta complexa evocando um **Labirinto**. A civilização minoica (2700-1450 a.C.) e o seu culto ao touro estão provavelmente na origem do mito do Minotauro."
Teseu e o Minotauro,Conceito,O fio de Ariadne,"Expressão que entrou em todas as línguas para designar uma referência que permite orientar-se numa situação complexa. Ariadne dá a Teseu um fio para sair do **Labirinto** - símbolo da memória, da métis e da ajuda do **Outro**."
Ulisses e o Ciclope,Conceito,A mêtis (astúcia) na cultura grega,"Inteligência prática, astúcia, capacidade de reverter uma situação desfavorável. Ulisses encarna a **mátis** por excelência - o seu epíteto homérico é «de mil astúcias». Ela opõe-se à bié (força bruta) encarnada por Ájax."
Ulisses e o Ciclope,Conceito,Os Ciclopes na mitologia grega,"Seres de um único olho, filhos de Úrano e **Gaia**: ferreiros divinos que fabricaram o raio de **Zeus**. Em **Homero**, Polifemo e os seus semelhantes são pastores selvagens que ignoram os deuses e as **Lei**s - uma encarnação da barbárie."
Jasão e o Velo de Ouro,Conceito,A Cólquida (atual Geórgia),"Região a leste do Mar Negro, descrita nos mitos gregos como o fim do Mundo oriental. Os pastores utilizavam ali velos de ovelha para filtrar o ouro dos rios auríferos do Cáucaso - o «tosão de ouro» era talvez real."
Jasão e o Velo de Ouro,Personagem,Medeia e a traição de Jasão,"Filha do rei da Cólquida, ela traiu o seu pai e sacrificou o seu irmão por Jasão. Quando Jasão a abandonou por uma aliança política em Corinto, a sua vingança - matar os seus próprios filhos - é o ato mais terrível de toda a Mitologia grega."
Aquiles: o calcanhar e a invulnerabilidade,Conceito,O kléos (glória póstuma) grego,Valor supremo da cultura heroica: a glória imortal adquirida pelos feitos de guerra e transmitida pelos poetas. Aquiles escolhe deliberadamente uma vida curta mas gloriosa em vez de uma vida longa sem glória - escolha fundamental da ética heroica grega.
Aquiles: o calcanhar e a invulnerabilidade,Conceito,Os Mirmidões,"Guerreiros de elite de Aquiles, lendariamente criados por Zeus a partir de formigas (myrmex = formiga em grego). Na Ilíada, são os soldados mais temidos. A sua lealdade absoluta a Aquiles ilustra a ligação inquebrável entre o herói e os seus homens."
Édipo e a Esfinge,Conceito,A Esfinge na iconografia mundial,"Criatura híbrida presente em muitas culturas: Esfinge egípcia (leão, cabeça humana, símbolo real) e Esfinge grega (feminina, alada, que propunha enigmas mortais). A mesma imagem assume significados opostos conforme as culturas."
