Nom du cours,Classification,Terme,Explication
El Fénix a través de las culturas,Concepto,El Fenghuang chino,"Ave mitológica china símbolo de virtud y gracia, asociado a la Emperatriz (como el dragón lo está al Emperador). Su reaparición anunciaba un reinado virtuoso y justo. Encarna las cinco virtudes confucianas."
Los Titanes vs. los Dioses (Titanomaquia),Concepto,El orden y el caos en la mitología griega,"La Titanomaquia representa la victoria del orden olímpico (**Zeus**, la razón, la **Ley**) sobre el caos primordial de los Titanes. Esta estructura narrativa - combate cósmico entre orden y caos - se encuentra en todas las grandes mitologías mundiales."
Los Titanes vs. los Dioses (Titanomaquia),Concepto,Atlas sosteniendo el cielo,"Titán condenado a cargar el cielo (y no la Tierra, a diferencia de la creencia popular) sobre sus hombros por la eternidad. Su nombre dio «Atlas» a las colecciones de mapas desde el siglo XVI (**Mercator** lo ilustraba en la portada)."
Dioniso: el dios del vino y del exceso,Concepto,El nacimiento del teatro desde Dioniso,Las tragedias y comedias griegas nacieron de los rituales dionisíacos. Tespis (siglo VI) fue el primero en introducir un actor distinto del coro - acto fundador del **teatro** occidental. El **teatro** de Atenas era en sí mismo un **Lugar** de culto a **Dioniso**.
Dioniso: el dios del vino y del exceso,Concepto,Lo apolíneo y lo dionisíaco (Nietzsche),Oposición filosófica entre el orden/razón (Apolo) y el caos/embriaguez (Dioniso) como motores de la creación artística.
B,Personaje,Andrómeda,Princesa etíope rescatada por Perseo de un monstruo marino y convertida en su esposa.
Eneas y la fundación de Roma (Virgilio),Concepto,La pietas romana,"Virtud fundamental según Virgilio: devoción a los dioses, a la patria y a la familia. Eneas es el «piadoso Eneas» - escapa de Troya cargando a su anciano padre a cuestas. Este valor encarna el ideal romano en oposición a la Hybris griega."
Eneas y la fundación de Roma (Virgilio),Concepto,La propaganda augustal,"La Eneida fue escrita por encargo de Augusto para legitimar el régimen imperial inscribiendo a Roma en un destino divino. El linaje de Eneas, hijo de Venus, se convierte en el linaje de César y del propio Augusto - un relato de fundación política tanto como literaria."
Los dioses aztecas y los sacrificios humanos,Concepto,La cosmología de los Cinco Soles y la deuda cósmica,Los dioses habían sacrificado su sangre para crear el quinto sol. Los humanos estaban en deuda perpetua y debían pagar con sangre. Esta lógica de intercambio cósmico hacía que los sacrificios fueran moralmente necesarios en la visión azteca del Mundo.
Los dioses aztecas y los sacrificios humanos,Concepto,"Huitzilopochtli, el dios solar","Dios del Sol y de la guerra, protector de los mexicas. Como el sol debe «luchar» contra la oscuridad cada mañana, necesita la sangre de los guerreros capturados para realizar su viaje diario y salir de nuevo."
El Mahabharata,Concepto,La Bhagavad-Gita como texto filosófico,"Los 18 capítulos de diálogo entre Krishna y Arjuna constituyen un texto filosófico mayor, independiente del resto de la epopeya. Krishna enseña la acción desinteresada (karma yoga), la devoción (bhakti) y el conocimiento (jnana) como vías de liberación."
El Mahabharata,Concepto,La oralidad y la transmisión de las epopeyas indias,"Como Homero, el Mahabharata fue primero una epopeya oral memorizada y recitada por bardos. Su transcripción se extendió durante varios siglos. Estos textos aún son recitados y cantados en toda la India, más vivos que nunca."
"Lanzarote, Ginebra y la Mesa Redonda",Concepto,El amor cortés medieval (fin'amor),"Código social que glorifica el amor secreto e inaccesible de un caballero por una dama (a menudo casada). Lanzarote y Ginebra son el ejemplo perfecto. Esta pasión adúltera, destructora pero sublime, está en el corazón de la literatura medieval."
"Lanzarote, Ginebra y la Mesa Redonda",Concepto,La búsqueda del Grial y el cristianismo medieval,"El Grial fue cristianizado: cáliz de la Última Cena o copa que recogió la sangre de Cristo. La búsqueda se convierte en una búsqueda espiritual de pureza. Solo Galahad -puro y sin pecado- puede alcanzarlo. Lanzarote, manchado por su amor por Ginebra, fracasa."
Merlín el Encantador,Concepto,La figura del archimago en la literatura,Merlín es el prototipo del archimago: Gandalf (Tolkien) y Dumbledore (Rowling) son descendientes directos. El anciano sabio con poderes misteriosos que guía al héroe es un arquetipo narrativo casi universal.
Merlín el Encantador,Concepto,La profecía en la cultura medieval,"Las profecías de Merlín compiladas por Geoffroy de Monmouth (1136) se convirtieron en un género literario autónomo, muy popular en la Edad Media. Eran reinterpretadas en cada evento política importante, como el Apocalipsis de Juan en el mundo cristiano."
Las mil y una noches (Sherezade),Concepto,El orientalismo europeo,"Fascinación e idealización del Oriente por los europeos, a menudo estereotipada. Las mil y una noches, especialmente en la traducción de Antoine Galland (1704), alimentaron este orientalismo: harenes, califas y genios se convirtieron en la imagen estándar del mundo árabe en Europa."
Las mil y una noches (Sherezade),Concepto,Las historias anidadas (relato marco),"Técnica narrativa: se entrelazan historias unas dentro de otras. Heredada de la tradición india, fue llevada a su apogeo por Sherezade e influiría en Boccaccio, Chaucer, Cervantes, y más tarde en Borges y el relato posmoderno."
Simbad el Marino,Concepto,Las rutas comerciales árabes medievales,"Del siglo VII al XIV, los mercaderes árabes dominaron el comercio marítimo del océano Índico. Las aventuras de Simbad reflejan estas redes reales, las mercancías exóticas (especias, seda, porcelana) y los peligros de las navegaciones lejanas."
Simbad el Marino,Personaje,Marco Polo como paralelo occidental,Marco Polo (1254-1324) realizó el viaje inverso a Simbad: de Venecia hacia la China de Kublai Khan. Sus relatos parecían tan fabulosos como los de Simbad. El Libro de las Maravillas influyó directamente en Colón en sus planes de viaje hacia Asia.
Los Titanes vs. los Dioses: la Titanomaquia completa,Concepto,La Gigantomaquia (continuación de la Titanomaquia),"Tras la Titanomaquia, los Olímpicos tuvieron que enfrentarse a los Gigantes (nacidos de la sangre de Urano), casi invencibles. Esta segunda guerra de los dioses prefigura las tensiones permanentes entre el orden olímpico y las fuerzas primordiales del caos."
Los Titanes vs. los Dioses: la Titanomaquia completa,Personaje,Prometeo no combatiente,"Prometeo no participó en la Titanomaquia, habiendo previsto por profecía que Zeus ganaría. Esta neutralidad le permitió conservar su libertad, lo que posteriormente le permitió robar el fuego para los humanos. Su posición particular explica su papel único."
Ra y la creación del mundo (Egipto),Concepto,La cosmogonía heliopolitana,"Sistema teológico centrado en Heliópolis («ciudad del sol»), afirmando que Atum/Ra era el dios creador primigenio. Estuvo en competencia con otros centros (Memfis: Ptah, Tebas: Amón) cuyas teologías coexistieron y se fusionaron."
Ra y la creación del mundo (Egipto),Concepto,El sincretismo divino egipcio,"Los dioses egipcios podían fusionarse: Ra-Atum, Amón-Ra, Osiris-Ra. Este sincretismo permitía integrar divinidades locales sin eliminarlas. La religión egipcia era así inclusiva y estaba en perpetua evolución durante más de 3 000 años."
El nacimiento del conflicto israelí-palestino,Concepto,El sionismo,"Movimiento política fundado por Theodor Herzl (El Estado judío, 1896) que aboga por la creación de un hogar nacional judío como respuesta al antisemitismo europeo. Propuso primero Argentina u Uganda antes de fijarse en la Palestina histórica."
El nacimiento del conflicto israelí-palestino,Evento relacionado,La Declaración Balfour (1917),"Carta del ministro británico Balfour prometiendo el apoyo británico al «establecimiento de un hogar nacional para el pueblo judío» en Palestina, preservando al mismo tiempo los derechos de las «comunidades no judías». Esta tensión fundacional nunca ha sido resuelta."
La rivalidad China–Estados Unidos,Concepto,La guerra comercial y los aranceles aduaneros,"A partir de 2018, los Estados Unidos (Trump) impusieron aranceles masivos sobre los productos chinos, a lo que China respondió de la misma manera. Esta guerra comercial refleja una rivalidad tecnológica y geopolítica más profunda que los simples intercambios."
La rivalidad China–Estados Unidos,Concepto,El «desacoplamiento» tecnológico,Estrategia estadounidense destinada a separar las cadenas de suministro tecnológicas entre los dos países. Las sanciones a Huawei y la prohibición de ventas de semiconductores avanzados a China reflejan el temor a un uso militar de las tecnologías estadounidenses.
Las tensiones en torno a Taiwán,Concepto,TSMC (Taiwan Semiconductor Manufacturing Company),Fabricante taiwanés que produce aproximadamente el 92% de los chips más avanzados del Mundo. Esta dependencia global explica por qué una invasión china provocaría una catástrofe económica mundial: el «escudo de silicio» de Taiwán.
Las tensiones en torno a Taiwán,Concepto,La ambigüedad estratégica estadounidense,"Política estadounidense que reconoce a «una sola China» sin reconocer la soberanía de Pekín sobre Taiwán, y vende armas sin prometer explícitamente una defensa militar. Se supone que esta ambigüedad deliberada disuade la invasión y evita al mismo tiempo provocar a Pekín."
El concepto de mundo «multipolar»,Concepto,El «momento unipolar» de Krauthammer,"Krauthammer describió (1990) la pos-Guerra Fría como un «momento unipolar» con los Estados Unidos como única superpotencia. Previó que esto duraría de 30 a 40 años; una previsión acertada, ya que el «momento unipolar» terminó hacia 2008-2010."
El concepto de mundo «multipolar»,Concepto,Los BRICS,"Acrónimo que designa a Brasil, Rusia, India, China, Sudáfrica, ampliado a varios países desde 2024. Esta agrupación encarna la multipolaridad: potencias que rechazan el orden liberal occidental sin formar por ello un bloque coherente alternativo."
El petróleo como fuente de conflictos,Concepto,La «maldición de los recursos»,"Paradoja económica: los países ricos en recursos naturales (petróleo, diamantes) suelen experimentar un crecimiento más bajo y conflictos más frecuentes. La «renta» petrolera crea Estados depredadores y desalienta la diversificación económica."
El petróleo como fuente de conflictos,Concepto,El pico petrolero (peak oil),"Teoría de Hubbert (1956) que predecía que la producción mundial de petróleo alcanzaría un máximo y luego declinaría. La revolución del petróleo de esquisto estadounidense ha retrasado este límite, pero el debate sobre el agotamiento de los recursos sigue siendo central."
El Canal de Suez: por qué es estratégico,Concepto,La crisis de Suez (1956),"Cuando Nasser nacionalizó el canal, Francia, Gran Bretaña e Israel invadieron Egipto. Bajo la presión estadounidense (Eisenhower amenazó con hundir la libra esterlina), tuvieron que retirarse, marcando el fin de la potencia colonial franco-británica."
El Canal de Suez: por qué es estratégico,Evento relacionado,El Ever Given (marzo de 2021),"Portacontenedores de 400 m que encalló atravesado en el canal durante 6 días, bloqueando a 400 barcos. Costó 400 millones de dólares por hora a la economía mundial, ilustrando perfectamente la importancia estratégica del canal en las cadenas globales."
La OTAN: ¿para qué sirve todavía?,Concepto,El artículo 5 del Tratado del Atlántico Norte,"Cláusula de defensa colectiva: un ataque contra un miembro es un ataque contra todos. Invocado una sola vez en la historia de la OTAN, el 12 de septiembre de 2001, tras el 11 de septiembre. Su alcance exacto sigue siendo deliberadamente ambiguo."
La OTAN: ¿para qué sirve todavía?,Concepto,La ampliación de la OTAN hacia el Este,"Desde 1991, la OTAN ha acogido a 14 nuevos miembros, incluidas antiguas repúblicas soviéticas. Rusia considera esta ampliación como una amenaza existencial, argumento utilizado para justificar la invasión de Ucrania en 2022."
La ONU: ¿poderosa o impotente?,Concepto,La Responsabilidad de proteger (R2P),"Principio adoptado por la ONU en 2005: la comunidad internacional puede intervenir en un Estado soberano para proteger a los civiles en peligro. Desarrollado en la década de 1990 tras la inacción en Ruanda y Bosnia, su aplicación sigue siendo muy selectiva."
La ONU: ¿poderosa o impotente?,Lugar / institución,Los organismos especializados de la ONU,"La ONU comprende agencias con mandatos precisos: OMS (salud mundial), UNICEF (infancia), FAO (alimentación), UNESCO (cultura), ACNUR (refugiados). Estas agencias suelen obtener resultados concretos allí donde el Consejo de Seguridad está bloqueado por el veto."
La Rusia de Putin,Concepto,El KGB y el FSB,"El KGB soviético fue disuelto en 1991 y reemplazado por el FSB (interior) y el SVR (exterior). Putin, ex oficial del KGB en Dresde, ha promovido ampliamente a exmiembros del KGB (los «siloviki») a puestos clave del poder ruso."
La Rusia de Putin,Concepto,La «democracia soberana»,"Concepto desarrollado por el ideólogo Vladislav Surkov: Rusia tiene su propia forma de democracia adaptada a su Historia, no sometida a los estándares liberales occidentales. Crítica: este concepto justifica de hecho el autoritarismo rebautizándolo como «soberanía cultural»."
La guerra en Ucrania explicada,Concepto,El memorándum de Budapest (1994),"Acuerdo por el cual Ucrania renunció a las 1 900 ojivas nucleares soviéticas heredadas, a cambio de garantías de seguridad de Rusia, Estados Unidos y el Reino Unido. Rusia lo violó a partir de 2014, lo que acecha las discusiones ucranianas sobre seguridad."
La guerra en Ucrania explicada,Concepto,El Donbás y las repúblicas separatistas,Región industrial del este de Ucrania donde separatistas prorrusos proclamaron «repúblicas» con el apoyo militar ruso en 2014. Este conflicto de «baja intensidad» (14 000 muertos) precedió a la invasión total del 24 de febrero de 2022.
¿Cómo funciona el precio del petróleo?,Concepto,El mercado a término (futures) del petróleo,"Contratos por los cuales compradores y vendedores se comprometen a una transacción futura a un precio fijado hoy. Los especuladores sin intención de entrega física representan la gran mayoría de las transacciones, amplificando las fluctuaciones de precios."
¿Cómo funciona el precio del petróleo?,Evento,La revolución del petróleo de esquisto estadounidense,"Auge masivo de la producción estadounidense en el siglo XXI gracias a la fracturación hidráulica, modificando el equilibrio geopolítico mundial de la energía."
Los paraísos fiscales explicados,Concepto,El secreto bancario suizo,"Suiza mantuvo durante décadas un secreto bancario absoluto protegiendo penalmente a los banqueros que se negaban a divulgar la identidad de sus clientes. Este secreto, erosionado desde 2010 bajo presión internacional, había convertido a Suiza en el primer paraíso fiscal mundial."
Los paraísos fiscales explicados,Concepto,Los precios de transferencia,"Mecanismo de optimización fiscal: una filial en un país normal «compra» servicios a una filial en un paraíso fiscal, a precios sobrevalorados. Los beneficios se transfieren así hacia la jurisdicción de baja tributación, reduciendo la factura fiscal global."
La evasión fiscal de las multinacionales,Concepto,El «doble irlandés» (sándwich holandés),"Estructura fiscal que utiliza filiales irlandesas y neerlandesas para transferir los derechos de propiedad intelectual hacia las Bermudas. Apple, Google y Facebook la utilizaron hasta su eliminación progresiva (2020), pagando tipos efectivos de menos del 2%."
La evasión fiscal de las multinacionales,Concepto,"El impuesto mínimo global del 15% (OCDE, 2021)","Acuerdo firmado por 136 países para imponer un tipo mínimo del 15% sobre los beneficios de las multinacionales, independientemente de su país de declaración. Primer acuerdo fiscal internacional de gran escala de la Historia, su objetivo es poner fin a la «carrera a la baja» fiscal."
La crisis del Estado de bienestar,Concepto,El informe Beveridge (1942),"Documento del economista británico Beveridge que sienta las bases del Estado de Providencia: protección universal contra los «cinco Gigantes» (pobreza, enfermedad, ignorancia, insalubridad, ociosidad). Inspiró la creación del NHS y los sistemas sociales de la posguerra."
La crisis del Estado de bienestar,Concepto,Pensiones de reparto vs. capitalización,"Por reparto: los activos financian a los jubilados actuales. Con el envejecimiento, menos activos financian a más jubilados. Por capitalización: ahorro individual sujeto a los avatares de los mercados. El debate sobre la «buena» reforma es universal en los países desarrollados."
Las desigualdades Norte-Sur,Concepto,La «curva del elefante» (Milanovic),"Gráfico del economista Milanovic: entre 1988 y 2008, la clase media asiática y los muy ricos mundiales son los que más han progresado, mientras que la clase obrera de los países ricos se estancaba. Esta curva explica en parte el auge del populismo occidental."
Las desigualdades Norte-Sur,Concepto,Términos de intercambio desiguales,"Los países pobres exportan materias primas a bajo precio e importan productos manufacturados caros. Esta estructura heredada del colonialismo perpetúa una dependencia económica: cuando los precios de las materias primas bajan, estos países se empobrecen aún más."
La deuda mundial,Concepto,La teoría keynesiana de la deuda,"Para Keynes (1936), el Estado debe endeudarse para gastar durante las recesiones. La deuda pública es una herramienta de gestión económica, no un problema moral. Esta teoría justifica los planes de reactivación como el New Deal o los estímulos post-COVID."
La deuda mundial,Concepto,La Teoría Monetaria Moderna (MMT),"Enfoque que afirma que un Estado que se endeuda en su propia moneda (Estados Unidos, Japón) técnicamente no puede quebrar, ya que siempre puede crear dinero. El único riesgo es la inflación. Justifica déficits importantes mientras la inflación permanezca controlada."
"La economía de plataforma (Uber, Airbnb...)",Concepto,El efecto de red,"Una plataforma se vuelve más valiosa a medida que aumenta el número de usuarios. Facebook, Uber, Amazon: cuantos más usuarios hay, mejor es el servicio, lo que atrae aún a más usuarios, creando monopolios naturales casi inquebrantables."
"La economía de plataforma (Uber, Airbnb...)",Concepto,La gig economy y la uberización,"Economía del ""trabajo por encargo"" donde los individuos ofrecen sus servicios a través de plataformas sin un contrato permanente. Debilita las protecciones sociales tradicionales (jubilación, desempleo) al tiempo que ofrece flexibilidad para los trabajadores."
El papel de los datos (el «petróleo del siglo XXI»),Concepto,El RGPD europeo (2018),"Reglamento General de Protección de Datos: la Ley más ambiciosa de protección de datos personales. Otorga a los ciudadanos europeos el derecho a acceder a sus datos, corregirlos y eliminarlos. Las empresas globales están sujetas a sus reglas."
El papel de los datos (el «petróleo del siglo XXI»),Concepto,El capitalismo de vigilancia (Zuboff),"Concepto de Shoshana Zuboff: los GAFAM han creado un modelo basado en la captura de comportamientos humanos para venderlos como predicciones a los anunciantes. El ser humano se convierte en la ""materia prima"" de un mercado económico invisible."
La brecha digital mundial,Concepto,El M-Pesa keniano,"Servicio de pago móvil (2007) que permite enviar dinero por SMS sin cuenta bancaria. Convertido en el sistema de pago dominante en Kenia y en varios países africanos, demuestra que los países en desarrollo pueden ""saltarse"" ciertas etapas tecnológicas."
La brecha digital mundial,Concepto,Starlink (SpaceX),"Constelación de satélites que ofrece Internet de alta velocidad en zonas sin infraestructura terrestre. Puede transformar el acceso a Internet en las zonas rurales de los países en desarrollo, pero sigue siendo costoso. Utilizado también por Ucrania en su guerra contra Rusia."
La desinformación y las fake news,Concepto,Las burbujas de filtro (filter bubbles),"Los algoritmos de las redes sociales personalizan los contenidos según los gustos pasados, creando «burbujas» donde cada usuario solo ve lo que confirma sus creencias. Esto polariza los debates y favorece la desinformación a gran escala."
La desinformación y las fake news,Concepto,La Internet Research Agency (IRA) rusa,"Fábrica de trolls de San Petersburgo financiada por Prigozhin, que emplea a cientos de personas para crear cuentas falsas y manipular la opinión pública estadounidense y europea. Puesta de relieve durante la investigación Mueller sobre las elecciones de 2016."
El agujero de la capa de ozono (y su recuperación),Concepto,Los clorofluorocarbonos (CFC),"Compuestos químicos sintéticos inventados en la década de 1920, utilizados como refrigerantes y propulsores de aerosoles. Químicamente estables, suben a la Estratosfera donde destruyen el ozono; un efecto ignorado durante décadas después de su invención."
El agujero de la capa de ozono (y su recuperación),Evento relacionado,El Protocolo de Montreal (1987),"Tratado internacional que prohíbe progresivamente los clorofluorocarbonos, ratificado por 197 países: el único tratado de la Historia ratificado por todos los Estados miembros de la ONU. Considerado como el mayor éxito de la diplomacia ambiental."
La crisis de la biodiversidad,Concepto,Los servicios ecosistémicos,"Beneficios que los ecosistemas proporcionan gratuitamente: polinización, purificación del agua, regulación del clima, prevención de inundaciones. La Dasgupta Review (2021) los estima en 125 billones de dólares al año, mucho más que el PIB mundial."
La crisis de la biodiversidad,Concepto,Los puntos críticos ecológicos,"Umbrales en los sistemas naturales más allá de los cuales se producen cambios rápidos e irreversibles: derretimiento del hielo ártico, muerte de los arrecifes de coral, deterioro de los bosques. Al superar estos puntos, el retorno al estado anterior se vuelve imposible."
La economía circular,Concepto,"La regla de las 3R (Reducir, Reutilizar, Reciclar)","Jerarquía de gestión de residuos en orden de prioridad. Reducir primero el consumo, luego reutilizar los productos existentes y después reciclar como último recurso. El orden es crucial: el reciclaje consume mucha energía y no resuelve el sobreconsumo."
La economía circular,Concepto,La obsolescencia programada,"Estrategia industrial consistente en diseñar productos destinados a ser reemplazados rápidamente. Apple, Samsung y muchos fabricantes electrónicos son acusados de esta práctica: piezas no reemplazables, baterías inamovibles, actualizaciones que fuerzan la compra de nuevos aparatos."
¿Por qué las abejas son vitales?,Concepto,El colapso de las colonias,"Fenómeno documentado desde 2006: colmenas enteras desaparecen sin explicación, las abejas abandonan la colmena y no regresan. Las causas son multifactoriales: pesticidas neonicotinoides, Varroa destructor, pérdida de hábitat, patógenos combinados."
¿Por qué las abejas son vitales?,Concepto,Los neonicotinoides,"Pesticidas absorbidos por toda la planta, incluidos el néctar y el polen, que paralizan el sistema nervioso de los insectos. Prohibidos para ciertos cultivos en Europa desde 2018, a pesar de la resistencia de la agroindustria, siguen estando autorizados en muchos países."
El aumento del nivel del mar,Concepto,El hielo marino ártico y el efecto albedo,"A diferencia de la banquisa (cuya fusión no hace subir el nivel del agua), el deshielo de Groenlandia y de la Antártida hace subir los océanos directamente. Además, el agua oscura que reemplaza al hielo blanco absorbe más calor, acelerando el calentamiento."
El aumento del nivel del mar,Concepto,Las marejadas ciclónicas y las inundaciones centenarias,Las tormentas combinadas con la subida del nivel del mar crean «sobrecargas» temporales muy superiores al nivel medio. Una subida del agua de 50 cm puede multiplicar por 10 la frecuencia de las inundaciones que se calificaban de «centenarias»: eventos raros se vuelven comunes.
La IA y el empleo,Concepto,Los luditas (1811-1816),"Obreros tejedores ingleses que destruían las máquinas de tejer mecánicas. A menudo caricaturizados como anti-progreso, en realidad protestaban contra la degradación de sus condiciones de trabajo y salarios causada por la mecanización sin protecciones sociales."
La IA y el empleo,Concepto,La renta básica universal (RBU),"Pago regular de una Somme fija a todos los ciudadanos, sin condiciones. Visto como respuesta a la automatización. Experimentos en Finlandia, Kenia y California dan resultados alentadores, pero su generalización sigue siendo muy debatida económicamente."
El populismo: ¿por qué está en auge en todas partes?,Concepto,La brecha cultural (valores) vs. económica (clases),Inglehart y Norris muestran que el populismo es tanto cultural como económico: los «perdedores» de la globalización y de la revolución cultural se encuentran en partidos que defienden sus valores tradicionales frente a una élite cosmopolita percibida como despreciativa.
El populismo: ¿por qué está en auge en todas partes?,Concepto,Las democracias iliberales (Orbán),"**Concepto** reivindicado por el Primer Ministro húngaro **Viktor Orbán** (2014) : un régimen democráticamente elegido pero que restringe los contrapoderes (prensa, justicia, ONG). Este modelo, practicado también por Erdogan y Modi, cuestiona la noción de democracia liberal."
La salud mental como desafío social,Concepto,El burn-out (agotamiento profesional),"Síndrome de agotamiento crónico causado por el exceso de trabajo, reconocido por la OMS desde 2019 como fenómeno profesional. Se caracteriza por el agotamiento emocional, la despersonalización y la reducción del sentimiento de logro."
La salud mental como desafío social,Concepto,La hipótesis sobre los smartphones y la salud mental (Haidt),El psicólogo Jonathan Haidt argumenta que la adopción masiva de los **smartphone**s por parte de los adolescentes a partir de 2012 es la causa principal de la epidemia de depresión y ansiedad entre los jóvenes. El debate científico sigue siendo intenso.
La UE: ¿cómo funciona realmente?,Concepto,La Comisión Europea y el monopolio de iniciativa legislativa,"Solo la **Comisión Europea** (no elegida, nombrada por los gobiernos) puede proponer leyes europeas. El Parlamento elegido puede enmendar o rechazar, pero no proponer por sí mismo una legislación. Este déficit democrático es una de las críticas estructurales más importantes de la UE."
La UE: ¿cómo funciona realmente?,Concepto,La unanimidad en el Consejo de la UE,"En numerosos ámbitos (fiscalidad, **política** exterior), las decisiones requieren la unanimidad de los 27 Estados miembros. Un solo Estado puede bloquear, lo que hace que sea difícil gobernar la UE en situaciones de crisis y explica su lentitud en la toma de decisiones, a menudo criticada."
La libertad de prensa en el mundo,Lugar / institución,Reporteros Sin Fronteras (RSF),ONG fundada en 1985 que publica cada año la Clasificación Mundial de la Libertad de Prensa evaluando 180 países. Su índice de 2024 sitúa a Noruega a la cabeza y a Corea del Norte y Eritrea a la cola.
La libertad de prensa en el mundo,Concepto,La concentración mediática y la independencia editorial,"En muchas democracias, multimillonarios (Murdoch, Bolloré) han comprado medios de comunicación, planteando dudas sobre su independencia. En Francia en 2024, la gran mayoría de la prensa pertenece a una docena de multimillonarios."
Las migraciones climáticas,Concepto,El vacío legal del «refugiado climático»,La Convención de Ginebra no reconoce los desplazamientos climáticos como motivo de asilo. Las personas que huyen de la subida del nivel del mar no tienen ninguna protección jurídica internacional —uno de los proyectos más urgentes del derecho internacional actual.
Las migraciones climáticas,Evento relacionado,Las Maldivas y las naciones en peligro de extinción,"Las islas Maldivas, con una altitud máxima de 1,5 m, están amenazadas de desaparición en este siglo. El gobierno maldivo ha comprado tierras en Australia como plan B de reubicación nacional —un caso único y trágico en la Historia de los Estados."
La blockchain y las criptomonedas,Concepto,La prueba de trabajo (Proof of Work),Mecanismo por el cual los mineros de Bitcoin resuelven cálculos complejos para validar las transacciones. Este proceso consume tanta electricidad como algunos países y es criticado por su huella ambiental colosal.
La blockchain y las criptomonedas,Personaje,Satoshi Nakamoto,"Seudónimo del inventor (o grupo de inventores) del Bitcoin, que publicó el libro blanco fundador en 2008 y desapareció en 2010. Su identidad sigue siendo desconocida."
El derecho de asilo explicado,Concepto,La Convención de Ginebra (1951),"Tratado fundador del derecho de los refugiados, firmado tras los desplazamientos de la Segunda Guerra Mundial. Define al refugiado y establece el principio de no devolución —la prohibición de expulsar a alguien hacia un país donde su vida esté amenazada."
El derecho de asilo explicado,Concepto,El principio de no devolución (non-refoulement),"Principio cardinal del derecho de los refugiados: ningún Estado puede devolver a una persona a un territorio donde su vida o su libertad estén amenazadas. Reconocido como norma imperativa del derecho internacional, se impone incluso a los Estados que no han ratificado la Convención de Ginebra."
La seguridad alimentaria mundial,Lugar / institución,La FAO (Organización de las Naciones Unidas para la Alimentación y la Agricultura),"Agencia de la ONU fundada en 1945 cuyo mandato es erradicar el hambre y garantizar la seguridad alimentaria mundial. Recopila estadísticas agrícolas, coordina la ayuda alimentaria de emergencia y promueve prácticas agrícolas sostenibles."
La seguridad alimentaria mundial,Concepto,La revolución verde,"Innovaciones agrícolas de los años 1960-70 (nuevas variedades de alto rendimiento, fertilizantes químicos, irrigación) que multiplicaron la producción alimentaria mundial. Norman Borlaug recibió el Nobel de la Paz 1970 —la revolución verde salvó cientos de millones de vidas."
El agua: ¿próxima fuente de conflictos?,Concepto,El estrés hídrico,Situación en la que la demanda de agua supera los recursos disponibles o cuando la calidad del agua limita su uso. Se habla de escasez grave por debajo del umbral de 1 000 m³ por habitante/año.
El agua: ¿próxima fuente de conflictos?,Evento relacionado,La Gran Presa del Renacimiento Etíope (GERD),"Presa construida por Etiopía en el Nilo Azul desde 2011, que reducirá el caudal hacia Egipto y Sudán. Egipto ha amenazado con entrar en guerra si la construcción continuaba - ilustración de las crecientes tensiones sobre los recursos hídricos transfronterizos."
El soft power estadounidense,Concepto,La hegemonía cultural (Gramsci),Concepto del teórico Antonio Gramsci: una clase dominante mantiene su poder haciendo aceptar sus valores como naturales y universales. Joseph Nye adaptó esta idea a las relaciones internacionales con el concepto de soft power.
El soft power estadounidense,Concepto,El «efecto Bruselas»,"Las normas regulatorias europeas (RGPD, normas alimentarias, ambientales) son adoptadas mundialmente por las multinacionales que desean acceder al mercado de 450 millones de consumidores. La UE ejerce así un soft power regulatorio considerable."
Los GAFAM: poder y derivas,Concepto,Los efectos de red y los monopolios naturales,Las plataformas digitales tienden hacia monopolios naturales: cada nuevo usuario refuerza el valor para todos los demás. Competir con Facebook o Amazon se vuelve casi imposible porque su ventaja de red es infranqueable para un competidor principiante.
Los GAFAM: poder y derivas,Concepto,La Ley de Mercados Digitales (DMA) europea (2022),Ley europea que busca regular a los «guardianes» de los mercados digitales. Obliga a la interoperabilidad y prohíbe el favoritismo de sus propios servicios. Es la regulación de las GAFAM más ambiciosa del mundo.
La transición energética,Concepto,El Acuerdo de París (2015) y los objetivos climáticos,"Tratado firmado por 196 países para limitar el calentamiento a 1,5°C por encima de los niveles preindustriales. Cada país fija sus propios objetivos (NDC) - las ambiciones actuales conducen a unos 2,5°C de calentamiento según las proyecciones actuales."
La transición energética,Concepto,El hidrógeno verde,"Hidrógeno producido por electrólisis del agua alimentada por energías renovables. Permite almacenar energía y descarbonizar sectores difíciles de electrificar (acero, cemento, aviación). Costoso hoy en día, se considera clave para la neutralidad de carbono 2050."
El futuro del trabajo,Concepto,La destrucción creativa (Schumpeter),"Cada innovación destruye empleos obsoletos y crea otros nuevos. La historia parece dar la razón a Schumpeter (del campesino al chófer). La pregunta es saber si la IA, que afecta también a empleos cualificados, reproducirá este esquema o lo romperá definitivamente."
El futuro del trabajo,Concepto,La semana de 4 días (32 horas),"Reducción de la semana de trabajo manteniendo el salario. Experimentos en Islandia, Japón, España y Gran Bretaña muestran resultados positivos: productividad mantenida o mejorada, mayor bienestar, reducción del absentismo."
China y su modelo económico,Concepto,El Partido Comunista Chino (PCCh),"Partido único en el poder desde 1949, con 98 millones de miembros. Controla el Estado, el ejército, los medios de comunicación y, cada vez más, la economía. El secretario general (Xi Jinping desde 2012) es el verdadero dirigente del país."
